code_nat,d_code_nat,text_nat,d_text_nat,code_plus,d_code_plus,text_plus,d_text_plus,ast,country
Z038K,,Observation/utredning för misstänkt misshandel som uteslutits och avskrivits,,Z038K,,Observation for suspected abuse,,,swe
Z038L,,Observation/utredning för misstänkt medfödd missbildning eller kromosomavvikelse som uteslutits och avskrivits,,Z038L,,Observation for suspected chromosmal disturbance,,,swe
Z038W,,Observation/utredning för misstänkt annan specificerad sjukdom som uteslutits och avskrivits,,Z0380,,Observation for other suspected diseases and conditions,,,swe
Z039,,Observation för ospecificerad misstänkt sjukdom eller ospecificerat misstänkt tillstånd som uteslutits och avskrivits,,Z0390,,"Observation for suspected disease or condition, unspecified",,,swe
Z040,,"Blodprov för påvisande av alkohol, droger och läkemedel",,Z0400,,Blood-alcohol and blood-drug test,,,swe
Z041,,Undersökning och observation efter transportolycka,,Z0410,,Examination and observation following transport accident,,,swe
Z042,,Undersökning och observation efter olycksfall i arbetet,,Z0420,,Examination and observation following work accident,,,swe
Z043,,Undersökning och observation efter annat olycksfall,,Z0430,,Examination and observation following other accident,,,swe
Z044,,Undersökning och observation efter uppgiven våldtäkt och uppgivet sexuellt ofredande,,Z0440,,Examination and observation following alleged rape and seduction,,,swe
Z045,,Undersökning och observation efter annan tillfogad skada,,Z0450,,Examination and observation following other inflicted injury,,,swe
Z046,,Allmän psykiatrisk undersökning begärd av myndighet,,Z0460,,"General psychiatric examination, requested by authority",,,swe
Z048,,Undersökning och observation av andra specificerade skäl,,Z0480,,Examination and observation for other specified reasons,,,swe
Z049,,Undersökning och observation av ospecificerat skäl,,Z0490,,Examination and observation for unspecified reason,,,swe
Z080,,Kontrollundersökning efter kirurgi för malign tumör,,Z0800,,Follow-up examination after surgery for malignant neoplasm,,,swe
Z081,,Kontrollundersökning efter radioterapi för malign tumör,,Z0810,,Follow-up examination after radiotherapy for malignant neoplasm,,,swe
Z082,,Kontrollundersökning efter kemoterapi för malign tumör,,Z0820,,Follow-up examination after chemotherapy for malignant neoplasm,,,swe
Z087,,Kontrollundersökning efter kombinerad behandling för malign tumör,,Z0870,,Follow-up examination after combined treatment for malignant neoplasm,,,swe
Z088,,Kontrollundersökning efter annan behandling för malign tumör,,Z0880,,Follow-up examination after other treatment for malignant neoplasm,,,swe
Z089,,Kontrollundersökning efter ospecificerad behandling för malign tumör,,Z0890,,Follow-up examination after unspecified treatment for malignant neoplasm,,,swe
Z089A,,Kontrollundersökning efter ospecificerad behandling för basalcellscancer,,Z089A,,Follow-up examination after treatment for basal cell carcinoma,,,swe
Z089B,,Kontrollundersökning efter ospecificerad behandling för skivepitelcancer i huden,,Z089B,,Follow-up examination after treatment for squamous cell carcinoma,,,swe
Z089C,,Kontrollundersökning efter ospecificerad behandling för malignt melanom i huden,,Z089C,,Follow-up examination after treatment for melanoma,,,swe
Z089X,,Kontrollundersökning efter ospecificerad behandling för ospecificerad malign tumör,,Z0890,,Follow-up examination after unspecified treatment for malignant neoplasm,,,swe
Z090,,Kontrollundersökning efter kirurgi för andra tillstånd,,Z0900,,Follow-up examination after surgery for other conditions,,,swe
Z091,,Kontrollundersökning efter radioterapi för andra tillstånd,,Z0910,,Follow-up examination after radiotherapy for other conditions,,,swe
Z092,,Kontrollundersökning efter kemoterapi för andra tillstånd,,Z0920,,Follow-up examination after chemotherapy for other conditions,,,swe
Z093,,Kontrollundersökning efter psykoterapi,,Z0930,,Follow-up examination after psychotherapy,,,swe
Z094,,Kontrollundersökning efter frakturbehandling,,Z0940,,Follow-up examination after treatment of fracture,,,swe
Z094A,,Kontroll efter fraktur i halsregionen,,Z094A,,Follow-up examination after treatment of fracture of neck,,,swe
Z094B,,Kontroll efter fraktur på axel/överarm,,Z094B,,Follow-up examination after treatment of fracture of shoulder or upper arm,,,swe
Z094C,,Kontroll efter fraktur på armbåge/underarm,,Z094C,,Follow-up examination after treatment of fracture of elbow or lower arm,,,swe
Z094D,,Kontroll efter fraktur på handled/hand,,Z094D,,Follow-up examination after treatment of fracture of wrist or hand,,,swe
Z094E,,Kontroll efter fraktur i bäckenregionen,,Z094E,,Follow-up examination after treatment of fracture of pelvis,,,swe
Z094F,,Kontroll efter fraktur på höft/lår,,Z094F,,Follow-up examination after treatment of fracture of hip or femur,,,swe
Z094G,,Kontroll efter fraktur på knä/underben,,Z094G,,Follow-up examination after treatment of fracture of knee or leg,,,swe
Z094H,,Kontroll efter fraktur på fotled/fot,,Z094H,,Follow-up examination after treatment of fracture of ankle or foot,,,swe
Z094J,,Kontroll efter fraktur i torakalregionen,,Z094J,,Follow-up examination after treatment of fracture of thoracal region,,,swe
Z094K,,Kontroll efter fraktur i ländregionen,,Z094K,,Follow-up examination after treatment of fracture of lumbar region,,,swe
Z094X,,Kontroll efter fraktur med ospecificerad lokalisation,,Z0940,,Follow-up examination after treatment of fracture,,,swe
Z097,,Kontrollundersökning efter kombinerad behandling för andra tillstånd,,Z0970,,Follow-up examination after combined treatment for other conditions,,,swe
Z098,,Kontrollundersökning efter annan behandling för andra tillstånd,,Z0980,,Follow-up examination after other treatment for other conditions,,,swe
Z099,,Kontrollundersökning efter ospecificerad behandling för andra tillstånd,,Z0990,,Follow-up examination after unspecified treatment for other conditions,,,swe
Z100,,Yrkesmedicinsk undersökning,,Z1000,,Occupational health examination,,,swe
Z101,,Rutinmässig allmän hälsokontroll av institutionsboende,,Z1010,,Routine general health check-up of inhabitants of institutions,,,swe
Z102,,Rutinmässig allmän hälsokontroll av militär personal,,Z1020,,Routine general health check-up of armed forces,,,swe
Z103,,Rutinmässig allmän hälsokontroll av idrottslag,,Z1030,,Routine general health check-up of sports teams,,,swe
Z108,,Rutinmässig allmän hälsokontroll av andra definierade befolkningsgrupper,,Z1080,,Routine general health check-up of other defined subpopulations,,,swe
Z110,,Riktad hälsokontroll avseende infektionssjukdomar i mag-tarmkanalen,,Z1100,,Special screening examination for intestinal infectious diseases,,,swe
Z111,,Riktad hälsokontroll avseende lungtuberkulos,,Z1110,,Special screening examination for respiratory tuberculosis,,,swe
Z112,,Riktad hälsokontroll avseende andra bakteriesjukdomar,,Z1120,,Special screening examination for other bacterial diseases,,,swe
Z113,,Riktad hälsokontroll avseende infektioner med huvudsakligen sexuella smittvägar,,Z1130,,Special screening examination for infections with a predominantly sexual mode of transmission,,,swe
Z113A,,Riktad hälsokontroll avseende condyloma acuminatum,,Z1130,,Special screening examination for infections with a predominantly sexual mode of transmission,,,swe
Z113B,,Riktad hälsokontroll avseende gonorré,,Z1130,,Special screening examination for infections with a predominantly sexual mode of transmission,,,swe
Z113C,,Riktad hälsokontroll avseende herpes genitalis,,Z1130,,Special screening examination for infections with a predominantly sexual mode of transmission,,,swe
Z113D,,Riktad hälsokontroll avseende syfilis,,Z1130,,Special screening examination for infections with a predominantly sexual mode of transmission,,,swe
Z113E,,Riktad hälsokontroll avseende urogenital klamydiainfektion,,Z1130,,Special screening examination for infections with a predominantly sexual mode of transmission,,,swe
Z113X,,Riktad hälsokontroll avseende ospecificerad venerisk sjukdom,,Z1130,,Special screening examination for infections with a predominantly sexual mode of transmission,,,swe
Z114,,Riktad hälsokontroll avseende humant immunbristvirus [HIV],,Z1140,,Special screening examination for human immunodeficiency virus [HIV],,,swe
Z115,,Riktad hälsokontroll avseende andra virussjukdomar,,Z1150,,Special screening examination for other viral diseases,,,swe
Z116,,Riktad hälsokontroll avseende andra protozo- och maskinfektioner,,Z1160,,Special screening examination for other protozoal diseases and helminthiases,,,swe
Z118,,Riktad hälsokontroll avseende andra infektions- och parasitsjukdomar,,Z1180,,Special screening examination for other infectious and parasitic diseases,,,swe
Z119,,"Riktad hälsokontroll avseende infektionssjukdomar och parasitsjukdomar, ospecificerad",,Z1190,,"Special screening examination for infectious and parasitic diseases, unspecified",,,swe
Z120,,Riktad hälsokontroll avseende tumör i magsäcken,,Z1200,,Special screening examination for neoplasm of stomach,,,swe
Z121,,Riktad hälsokontroll avseende tumör i tarmen,,Z1210,,Special screening examination for neoplasm of intestinal tract,,,swe
Z122,,Riktad hälsokontroll avseende tumör i andningsorganen,,Z1220,,Special screening examination for neoplasm of respiratory organs,,,swe
Z123,,Riktad hälsokontroll avseende tumör i bröstkörtel,,Z1230,,Special screening examination for neoplasm of breast,,,swe
Z124,,Riktad hälsokontroll avseende tumör i cervix,,Z1240,,Special screening examination for neoplasm of cervix,,,swe
Z125,,Riktad hälsokontroll avseende tumör i prostata,,Z1250,,Special screening examination for neoplasm of prostate,,,swe
Z126,,Riktad hälsokontroll avseende tumör i urinblåsan,,Z1260,,Special screening examination for neoplasm of bladder,,,swe
Z128,,Riktad hälsokontroll avseende tumörer med andra lokalisationer,,Z1280,,Special screening examination for neoplasms of other sites,,,swe
Z129,,"Riktad hälsokontroll avseende tumör, ospecificerad",,Z1290,,"Special screening examination for neoplasm, unspecified",,,swe
Z130,,Riktad hälsokontroll avseende sjukdomar i blod och blodbildande organ samt vissa rubbningar i immunsystemet,,Z1300,,Special screening examination for diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,,,swe
Z131,,Riktad hälsokontroll avseende diabetes mellitus,,Z1310,,Special screening examination for diabetes mellitus,,,swe
Z132,,Riktad hälsokontroll avseende nutritionsrubbningar,,Z1320,,Special screening examination for nutritional disorders,,,swe
Z133,,Riktad hälsokontroll avseende psykiska störningar och beteenderubbningar,,Z1330,,Special screening examination for mental and behavioural disorders,,,swe
Z134,,Riktad hälsokontroll avseende vissa utvecklingsstörningar i barndomen,,Z1340,,Special screening examination for certain developmental disorders in childhood,,,swe
Z135,,Riktad hälsokontroll avseende ögon- och öronsjukdomar,,Z1350,,Special screening examination for eye and ear disorders,,,swe
Z136,,Riktad hälsokontroll avseende hjärt-kärlsjukdomar,,Z1360,,Special screening examination for cardiovascular disorders,,,swe
Z137,,"Riktad hälsokontroll avseende medfödda missbildningar, deformiteter och kromosomavvikelser",,Z1370,,"Special screening examination for congenital malformations, deformations and chromosomal abnormalities",,,swe
Z138,,Riktad hälsokontroll avseende andra specificerade sjukdomar,,Z1380,,Special screening examination for other specified diseases and disorders,,,swe
Z138A,,Riktad hälsokontroll avseende atopisk sjukdom,,Z138F,,Special screening examination for atopia,,,swe
Z138W,,Riktad hälsokontroll avseende andra specificerade tillstånd,,Z1380,,Special screening examination for other specified diseases and disorders,,,swe
Z139,,"Riktad hälsokontroll, ospecificerad",,Z1390,,"Special screening examination, unspecified",,,swe
Z200,,Kontakt med och exponering för infektionssjukdomar i mag-tarmkanalen,,Z2000,,Contact with and exposure to intestinal infectious diseases,,,swe
Z201,,Kontakt med och exponering för tuberkulos,,Z2010,,Contact with and exposure to tuberculosis,,,swe
Z202,,Kontakt med och exponering för infektioner med huvudsakligen sexuella smittvägar,,Z2020,,Contact with and exposure to infections with a predominantly sexual mode of transmission,,,swe
Z202A,,Kontakt med och exponering för gonorré,,Z2020,,Contact with and exposure to infections with a predominantly sexual mode of transmission,,,swe
Z202B,,Kontakt med och exponering för klamydia (urogenital),,Z2020,,Contact with and exposure to infections with a predominantly sexual mode of transmission,,,swe
Z202C,,Kontakt med och exponering för syfilis,,Z2020,,Contact with and exposure to infections with a predominantly sexual mode of transmission,,,swe
Z202X,,Kontakt med och exponering för ospecificerad venerisk sjukdom,,Z2020,,Contact with and exposure to infections with a predominantly sexual mode of transmission,,,swe
Z203,,Kontakt med och exponering för rabies,,Z2030,,Contact with and exposure to rabies,,,swe
Z204,,Kontakt med och exponering för röda hund,,Z2040,,Contact with and exposure to rubella,,,swe
Z205,,Kontakt med och exponering för virushepatit,,Z2050,,Contact with and exposure to viral hepatitis,,,swe
Z206,,Kontakt med och exponering för humant immunbristvirus [HIV],,Z2060,,Contact with and exposure to human immunodeficiency virus [HIV],,,swe
Z207,,"Kontakt med och exponering för pedikulos, akarinos och andra infestationer",,Z2070,,"Contact with and exposure to pediculosis, acariasis and other infestations",,,swe
Z208,,Kontakt med och exponering för andra smittsamma sjukdomar,,Z2080,,Contact with and exposure to other communicable diseases,,,swe
Z209,,Kontakt med och exponering för ospecificerad smittsam sjukdom,,Z2090,,Contact with and exposure to unspecified communicable disease,,,swe
Z219,,Asymtomatisk infektion med humant immunbristvirus [HIV],,Z2100,,Asymptomatic human immunodeficiency virus [HIV] infection status,,,swe
Z220,,Bärare av Salmonella typhi,,Z2200,,Carrier of typhoid,,,swe
Z221,,Bärare av andra patogena tarmbakterier,,Z2210,,Carrier of other intestinal infectious diseases,,,swe
Z222,,Bärare av difteribaciller,,Z2220,,Carrier of diphtheria,,,swe
Z223,,Bärare av andra specificerade patogena bakterier,,Z2230,,Carrier of other specified bacterial diseases,,,swe
Z223A,,Bärare av streptokocker,,Z2230,,Carrier of other specified bacterial diseases,,,swe
Z223B,,Bärare av meningokocker,,Z2230,,Carrier of other specified bacterial diseases,,,swe
Z223C,,Bärare av stafylokocker,,Z2230,,Carrier of other specified bacterial diseases,,,swe
Z223W,,Bärare av andra specificerade bakterier,,Z2230,,Carrier of other specified bacterial diseases,,,swe
Z224,,Bärare av agens för könssjukdom,,Z2240,,Carrier of infections with a predominantly sexual mode of transmission,,,swe
Z226,,Bärare av humant T-lymfotropt virus typ 1 [HTLV-1],,Z2260,,Carrier of human T-lymphotropic virus type-1 [HTLV-1] infection,,,swe
Z227,,Latent tuberkulos,,Z2280,,Carrier of other infectious diseases,,,swe
Z228,,Bärare av andra specificerade patogena mikroorganismer,,Z2280,,Carrier of other infectious diseases,,,swe
Z228B,,Bärare av humant papillomvirus (HPV),,Z2240,,Carrier of infections with a predominantly sexual mode of transmission,,,swe
Z229,,"Bärare av agens för infektionssjukdom, ospecificerat",,Z2290,,"Carrier of infectious disease, unspecified",,,swe
Z230,,Vaccination avseende kolera enbart,,Z2300,,Need for immunization against cholera alone,,,swe
Z231,,Vaccination avseende tyfoid-paratyfoidfeber enbart,,Z2310,,Need for immunization against typhoid-paratyphoid alone [TAB],,,swe
Z232,,Vaccination avseende tuberkulos [BCG],,Z2320,,Need for immunization against tuberculosis [BCG],,,swe
Z233,,Vaccination avseende pest,,Z2330,,Need for immunization against plague,,,swe
Z234,,Vaccination avseende tularemi,,Z2340,,Need for immunization against tularaemia,,,swe
Z235,,Vaccination avseende stelkramp enbart,,Z2350,,Need for immunization against tetanus alone,,,swe
Z236,,Vaccination avseende difteri enbart,,Z2360,,Need for immunization against diphtheria alone,,,swe
Z237,,Vaccination avseende kikhosta enbart,,Z2370,,Need for immunization against pertussis alone,,,swe
Z238,,Vaccination avseende andra specificerade enstaka bakteriesjukdomar,,Z2380,,Need for immunization against other single bacterial diseases,,,swe
Z240,,Vaccination avseende polio,,Z2400,,Need for immunization against poliomyelitis,,,swe
Z241,,Vaccination avseende artropodöverförd virusencefalit,,Z2410,,Need for immunization against arthropod-borne viral encephalitis,,,swe
Z242,,Vaccination avseende rabies,,Z2420,,Need for immunization against rabies,,,swe
Z243,,Vaccination avseende gula febern,,Z2430,,Need for immunization against yellow fever,,,swe
Z244,,Vaccination avseende mässling enbart,,Z2440,,Need for immunization against measles alone,,,swe
Z245,,Vaccination avseende röda hund enbart,,Z2450,,Need for immunization against rubella alone,,,swe
Z246,,Vaccination avseende virushepatit,,Z2460,,Need for immunization against viral hepatitis,,,swe
Z250,,Vaccination avseende påssjuka enbart,,Z2500,,Need for immunization against mumps alone,,,swe
Z251,,Vaccination avseende influensa,,Z2510,,Need for immunization against influenza,,,swe
Z258,,Vaccination avseende andra specificerade enstaka virussjukdomar,,Z2580,,Need for immunization against other specified single viral diseases,,,swe
Z260,,Vaccination avseende leishmanios,,Z2600,,Need for immunization against leishmaniasis,,,swe
Z268,,Vaccination avseende andra specificerade enstaka infektionssjukdomar,,Z2680,,Need for immunization against other specified single infectious diseases,,,swe
Z269,,Vaccination avseende ospecificerad infektionssjukdom,,Z2690,,Need for immunization against unspecified infectious disease,,,swe
Z270,,Vaccination avseende kolera jämte tyfoid-paratyfoidfeber,,Z2700,,Need for immunization against cholera with typhoid-paratyphoid [cholera + TAB],,,swe
Z271,,Vaccination avseende difteri-stelkramp-kikhosta i kombination,,Z2710,,"Need for immunization against diphtheria-tetanus-pertussis, combined [DTP]",,,swe
Z271A,,Vaccination mot difteri + tetanus (DT),,Z2710,,"Need for immunization against diphtheria-tetanus-pertussis, combined [DTP]",,,swe
Z271B,,Vaccination mot difteri + tetanus + pertussis (DPT),,Z2710,,"Need for immunization against diphtheria-tetanus-pertussis, combined [DTP]",,,swe
Z272,,Vaccination avseende difteri-stelkramp-kikhosta jämte tyfoid-paratyfoidfeber,,Z2720,,Need for immunization against diphtheria-tetanus-pertussis with typhoid-paratyphoid [DTP + TAB],,,swe
Z273,,Vaccination avseende difteri-stelkramp-kikhosta jämte polio,,Z2730,,Need for immunization against diphtheria-tetanus-pertussis with poliomyelitis [DTP + polio],,,swe
Z274,,Vaccination avseende mässling-påssjuka-röda hund,,Z2740,,Need for immunization against measles-mumps-rubella [MMR],,,swe
Z278,,Vaccination avseende andra kombinationer av infektionssjukdomar,,Z2780,,Need for immunization against other combinations of infectious diseases,,,swe
Z279,,Vaccination avseende ospecificerade kombinationer av infektionssjukdomar,,Z2790,,Need for immunization against unspecified combinations of infectious diseases,,,swe
Z280,,Vaccination ej genomförd på grund av kontraindikation,,Z2800,,Immunization not carried out because of contraindication,,,swe
Z281,,Vaccination ej genomförd på grund av patientens beslut orsakat av tro eller grupptryck,,Z2810,,Immunization not carried out because of patient's decision for reasons of belief or group pressure,,,swe
Z282,,Vaccination ej genomförd på grund av patientens beslut av andra och ospecificerade skäl,,Z2820,,Immunization not carried out because of patient's decision for other and unspecified reasons,,,swe
Z288,,Vaccination ej genomförd av andra specificerade skäl,,Z2880,,Immunization not carried out for other reasons,,,swe
Z289,,Vaccination ej genomförd av ospecificerat skäl,,Z2890,,Immunization not carried out for unspecified reason,,,swe
Z290,,Isolering,,Z2900,,Isolation,,,swe
Z291,,Förebyggande immunoterapi,,Z2910,,Prophylactic immunotherapy,,,swe
Z292,,Annan förebyggande kemoterapi,,Z2920,,Other prophylactic chemotherapy,,,swe
Z298,,Andra specificerade profylaktiska åtgärder,,Z2980,,Other specified prophylactic measures,,,swe
Z299,,"Profylaktisk åtgärd, ospecificerad",,Z2990,,"Prophylactic measure, unspecified",,,swe
Z300,,Allmän preventivmedelsrådgivning,,Z3000,,General counselling and advice on contraception,,,swe
Z301,,Insättning av preventivmedel,,Z3010,,Insertion of (intrauterine) contraceptive device,,,swe
Z302,,Sterilisering,,Z3020,,Sterilization,,,swe
Z303,,Postkoital antikonception,,Z3030,,Menstrual extraction,,,swe
Z304,,Övervakning av förskrivna preventivläkemedel,,Z3040,,Surveillance of contraceptive drugs,,,swe
Z305,,Övervakning av intrauterint preventivmedel,,Z3050,,Surveillance of (intrauterine) contraceptive device,,,swe
Z308,,Annan födelsekontroll,,Z3080,,Other contraceptive management,,,swe
Z309,,"Födelsekontroll, ospecificerad",,Z3090,,"Contraceptive management, unspecified",,,swe
Z310,,Plastik på äggledare eller sädesledare efter tidigare sterilisering,,Z3100,,Tuboplasty or vasoplasty after previous sterilization,,,swe
Z311,,Artificiell insemination,,Z3110,,Artificial insemination,,,swe
Z311A,,Donatorinsemination,,Z3110,,Artificial insemination,,,swe
Z311B,,Makeinsemination,,Z3110,,Artificial insemination,,,swe
Z311X,,"Artificiell insemination, ospecificerad",,Z3110,,Artificial insemination,,,swe
Z312,,In vitro-fertilisering,,Z3120,,In vitro fertilization,,,swe
Z312A,,"In vitro-fertilisering med utplockning av ägg, befruktning utanför kroppen och återförande av befruktade äggceller",,Z3120,,In vitro fertilization,,,swe
Z312B,,"In vitro-fertilisering med utplockning av ägg, befruktning genom mikroinjektion av spermie och återförande av befruktade äggceller",,Z3120,,In vitro fertilization,,,swe
Z312C,,"In vitro-fertilisering genom återförande av frysta, upptinade befruktade äggceller",,Z3120,,In vitro fertilization,,,swe
Z312X,,"In vitro-fertilisering, ospecificerad",,Z3120,,In vitro fertilization,,,swe
Z313,,Andra åtgärder vid assisterad befruktning,,Z3130,,Other assisted fertilization methods,,,swe
Z314,,Fertilitetsundersökning,,Z3140,,Procreative investigation and testing,,,swe
Z315,,Genetisk rådgivning,,Z3150,,Genetic counselling,,,swe
Z316,,Allmän fertilitetsrådgivning,,Z3160,,General counselling and advice on procreation,,,swe
Z318,,Annan fertilitetsfrämjande åtgärd,,Z3180,,Other procreative management,,,swe
Z318A,,"Ovulationsstimulering för superovulation, som fertilitetsfrämjande åtgärd",,Z3180,,Other procreative management,,,swe
Z318B,,"Ovulationsstimulering vid anovulation, som fertilitetsfrämjande åtgärd",,Z3180,,Other procreative management,,,swe
Z318W,,Annan specificerad fertilitetsfrämjande åtgärd,,Z3180,,Other procreative management,,,swe
Z319,,"Fertilitetsfrämjande åtgärd, ospecificerad",,Z3190,,"Procreative management, unspecified",,,swe
Z320,,Graviditet (ännu) ej bekräftad,,Z3200,,"Pregnancy, not (yet) confirmed",,,swe
Z321,,Graviditet bekräftad,,Z3210,,Pregnancy confirmed,,,swe
Z339,,Graviditet som bifynd,,Z3300,,"Pregnant state, incidental",,,swe
Z340,,Övervakning av normal första-graviditet,,Z3400,,Supervision of normal first pregnancy,,,swe
Z348,,Övervakning av annan normal graviditet,,Z3480,,Supervision of other normal pregnancy,,,swe
Z349,,"Övervakning av normal graviditet, ospecificerad",,Z3490,,"Supervision of normal pregnancy, unspecified",,,swe
Z350,,Övervakning av graviditet med infertilitet i anamnesen,,Z3500,,Supervision of pregnancy with history of infertility,,,swe
Z351,,Övervakning av graviditet med missfall i anamnesen,,Z3510,,Supervision of pregnancy with history of abortive outcome,,,swe
Z352,,Övervakning av graviditet med annan störning i reproduktiv obstetrisk anamnes,,Z3520,,Supervision of pregnancy with other poor reproductive or obstetric history,,,swe
Z353,,Övervakning av graviditet med anamnes på bristfällig mödravård,,Z3530,,Supervision of pregnancy with history of insufficient antenatal care,,,swe
Z354,,Övervakning av mångföderska (hög paritet),,Z3540,,Supervision of pregnancy with grand multiparity,,,swe
Z355,,Övervakning av äldre förstföderska,,Z3550,,Supervision of elderly primigravida,,,swe
Z356,,Övervakning av mycket ung förstföderska,,Z3560,,Supervision of very young primigravida,,,swe
Z357,,Övervakning av högriskgraviditet orsakad av sociala problem,,Z3570,,Supervision of high-risk pregnancy due to social problems,,,swe
Z358,,Övervakning av annan specificerad högriskgraviditet,,Z3580,,Supervision of other high-risk pregnancies,,,swe
Z359,,"Övervakning av högriskgraviditet, ospecificerad",,Z3590,,"Supervision of high-risk pregnancy, unspecified",,,swe
Z360,,Prenatal undersökning avseende kromosomavvikelser,,Z3600,,Antenatal screening for chromosomal anomalies,,,swe
Z361,,Prenatal undersökning avseende förhöjd alfafetoproteinnivå,,Z3610,,Antenatal screening for raised alphafetoprotein level,,,swe
Z362,,Annan prenatal undersökning baserad på amniocentes,,Z3620,,Other antenatal screening based on amniocentesis,,,swe
Z363,,Prenatal undersökning avseende missbildning med användning av ultraljud och andra fysikaliska metoder,,Z3630,,Antenatal screening for malformations using ultrasound and other physical methods,,,swe
Z364,,Prenatal undersökning avseende fetal tillväxthämning med användning av ultraljud och andra fysikaliska metoder,,Z3640,,Antenatal screening for fetal growth retardation using ultrasound and other physical methods,,,swe
Z365,,Prenatal undersökning avseende isoimmunisering,,Z3650,,Antenatal screening for isoimmunization,,,swe
Z368,,Annan specificerad prenatal undersökning,,Z3680,,Other antenatal screening,,,swe
Z369,,"Prenatal undersökning, ospecificerad",,Z3690,,"Antenatal screening, unspecified",,,swe
Z370,,"Enkelbörd, levande fött barn",,Z3700,,Single live birth,,,swe
Z370A,,"Enkelbörd, levande fött barn, graviditetslängd < 22 veckor",,Z3700,,Single live birth,,,swe
Z370B,,"Enkelbörd, levande fött barn, graviditetslängd 22-27 veckor",,Z3700,,Single live birth,,,swe
Z370C,,"Enkelbörd, levande fött barn, graviditetslängd = 28 veckor",,Z3700,,Single live birth,,,swe
Z371,,"Enkelbörd, dödfött barn",,Z3710,,Single stillbirth,,,swe
Z371A,,"Enkelbörd, dödfött barn, graviditetslängd < 22 veckor",,Z3710,,Single stillbirth,,,swe
Z371B,,"Enkelbörd, dödfött barn, graviditetslängd 22-27 veckor",,Z3710,,Single stillbirth,,,swe
Z371C,,"Enkelbörd, dödfött barn, graviditetslängd = 28 veckor",,Z3710,,Single stillbirth,,,swe
Z372,,Levande födda tvillingar,,Z3720,,"Twins, both liveborn",,,swe
Z373,,"Tvillingar, en levande född, en dödfödd",,Z3730,,"Twins, one liveborn and one stillborn",,,swe
Z374,,"Tvillingar, båda dödfödda",,Z3740,,"Twins, both stillborn",,,swe
Z375,,"Annan flerbörd, alla barn levande födda",,Z3750,,"Other multiple births, all liveborn",,,swe
Z376,,"Annan flerbörd, någon eller några barn levande födda",,Z3760,,"Other multiple births, some liveborn",,,swe
Z377,,"Annan flerbörd, alla barn dödfödda",,Z3770,,"Other multiple births, all stillborn",,,swe
Z379,,"Förlossningsutfall, ospecificerat",,Z3790,,"Outcome of delivery, unspecified",,,swe
Z380,,Ett barn fött på sjukhus,,Z3800,,"Singleton, born in hospital",,,swe
Z381,,Ett barn fött utanför sjukhus,,Z3810,,"Singleton, born outside hospital",,,swe
Z382,,"Ett barn, ospecificerat med avseende på plats för födsel",,Z3820,,"Singleton, unspecified as to place of birth",,,swe
Z383,,Tvilling född på sjukhus,,Z3830,,"Twin, born in hospital",,,swe
Z384,,Tvilling född utanför sjukhus,,Z3840,,"Twin, born outside hospital",,,swe
Z385,,"Tvilling, ospecificerad med avseende på plats för födsel",,Z3850,,"Twin, unspecified as to place of birth",,,swe
Z386,,Annat flerbördsbarn fött på sjukhus,,Z3860,,"Other multiple, born in hospital",,,swe
Z387,,Annat flerbördsbarn fött utanför sjukhus,,Z3870,,"Other multiple, born outside hospital",,,swe
Z388,,"Annat flerbördsbarn, ospecificerat med avseende på plats för födsel",,Z3880,,"Other multiple, unspecified as to place of birth",,,swe
Z390,,Vård och undersökning omedelbart efter förlossningen,,Z3900,,Care and examination immediately after delivery,,,swe
Z390A,,Vård efter okomplicerad vaginal förlossning,,Z3900,,Care and examination immediately after delivery,,,swe
Z390B,,Vård efter komplicerad vaginal förlossning,,Z3900,,Care and examination immediately after delivery,,,swe
Z390C,,Vård efter okomplicerat kejsarsnitt,,Z3900,,Care and examination immediately after delivery,,,swe
Z390D,,Vård efter komplicerat kejsarsnitt,,Z3900,,Care and examination immediately after delivery,,,swe
Z390W,,Vård efter annan specificerad förlossning,,Z3900,,Care and examination immediately after delivery,,,swe
Z390X,,"Vård efter förlossning, ospecificerad",,Z3900,,Care and examination immediately after delivery,,,swe
Z391,,Vård och undersökning av ammande moder,,Z3910,,Care and examination of lactating mother,,,swe
Z392,,Rutinmässig uppföljning efter förlossning,,Z3920,,Routine postpartum follow-up,,,swe
Z392A,,Kontroll efter förlossning utan komplikation,,Z3920,,Routine postpartum follow-up,,,swe
Z392B,,Kontroll efter förlossning med maternell komplikation,,Z3920,,Routine postpartum follow-up,,,swe
Z392C,,Kontroll efter förlossning med fetal komplikation,,Z3920,,Routine postpartum follow-up,,,swe
Z392D,,Kontroll efter förlossning med både maternell och fetal komplikation,,Z3920,,Routine postpartum follow-up,,,swe
Z392W,,Kontroll efter annan specificerad förlossning,,Z3920,,Routine postpartum follow-up,,,swe
Z392X,,"Kontroll efter förlossning, ospecificerad",,Z3920,,Routine postpartum follow-up,,,swe
Z400,,Profylaktisk kirurgi för riskfaktorer i samband med maligna tumörer,,Z4000,,Prophylactic surgery for risk-factors related to malignant neoplasms,,,swe
Z408,,Annan profylaktisk kirurgi,,Z4080,,Other prophylactic surgery,,,swe
Z409,,"Profylaktisk kirurgi, ospecificerad",,Z4090,,"Prophylactic surgery, unspecified",,,swe
