drg_nat,drg_text_nat,drg_text_short_nat,drg_comb,drg_text_comb,drg_text_short_comb,mdc,country
Q69L,"Slutenvård för nyfödda och vissa perinatala tillstånd, primärvård",Slutenv nyfödda/perinatala P,Q69L,"Inpatient care for newborns and some perinatal conditions, primary care","Inpatient care for newborns and some perinatal conditions, primary care",15,swe
Q93R,"Hembesök för nyfödda och vissa perinatala tillstånd, primärvård",Hembes nyfödda/perinatal P,Q93R,"Home visits for newborns and some perinatal conditions, primary care","Home visits for newborns and some perinatal conditions, primary care",15,swe
Q97O,Sjuksköterskebesök vid sjukdomar hos nyfödda,Ssk besök sjd hos nyfödda O,970Q,Nurse visits for diseases in newborns,Nurse visits for diseases in newborns,15,swe
Q97R,"Sjuksköterskebesök vid sjukdomar hos nyfödda, primärvård",Ssk besök sjd hos nyfödda P,Q97R,"Nurse visits for diseases in newborns, primary care","Nurse visits for diseases in newborns, primary care",15,swe
Q99O,Övriga läkarbesök vid sjukdomar hos nyfödda,Läkarbesök sjd hos nyfödda O,858V,"Other doctor visits for neonatal diseases, short therapy  ","Other doctor visits for neonatal diseases, short therapy  ",15,swe
Q99R,"Övriga läkarbesök vid sjukdomar hos nyfödda, primärvård",Läk sjd hos nyfödda P,Q99R,"Other doctor visits for diseases in newborns, primary care","Other doctor visits for diseases in newborns, primary care",15,swe
Q99U,"Teambesök/konferens vid sjukdomar hos nyfödda, primärvård",Team/konf sjd hos nyfödda P,Q99U,"Team visits/conferences for diseases in newborns, primary care","Team visits/conferences for diseases in newborns, primary care",15,swe
Q99W,"Läkarvård på distans vid sjukdomar hos nyfödda, primärvård",Läk dist sjd hos nyfödda P,Q99W,"Doctor letters or telephone contacts for diseases in newborns, primary care","Doctor letters or telephone contacts for diseases in newborns, primary care",15,swe
Q99X,Teambesök/konferens vid sjukdomar hos nyfödda,Team/konf sjd hos nyfödda O,858W,Team visits/conferences for neonatal diseases,Team visits/conferences for neonatal diseases,15,swe
Q99Z,Läkarvård på distans vid sjukdomar hos nyfödda,Läk dist sjd hos nyfödda O,858T,Doctor letters or telephone contacts for neonatal diseases,Doctor letters or telephone contacts for neonatal diseases,15,swe
R01N,Mjältextirpation,Mjältextirpation,393N,Splenectomy,Splenectomy,16,swe
R05N,Annan åtgärd vid sjukdom i blod eller blodbildande organ,Andra åtg blodbildande organ,394X,Other OR procedures of the blood and blood forming organs         ,Other OR procedures of the blood and blood forming organs         ,16,swe
R05O,"Annan åtgärd för sjukdom i blod eller blodbildande organ, öppenvård",Andra op blodbildande organ O,394O,"Other OR procedures of the blood and blood forming organs, short therapy   ","Other OR procedures of the blood and blood forming organs, short therapy   ",16,swe
R06A,"Anemi och andra sjukdomar i röda blodkroppar, >17 år, mycket komplicerat",Sjd i röda blodkropp >17 M,395M,"Anemia and other red blood cell disorders, age >17,  w MCC","Anemia and other red blood cell disorders, age >17,  w MCC",16,swe
R06C,"Anemi och andra sjukdomar i röda blodkroppar, >17 år, komplicerat",Sjd i röda blodkropp >17 K,395C,"Anemia and other red blood cell disorders, age >17,  w CC","Anemia and other red blood cell disorders, age >17,  w CC",16,swe
R06E,"Anemi och andra sjukdomar i röda blodkroppar, >17 år, ej komplicerat",Sjd i röda blodkropp >17 U,395N,"Anemia and other red blood cell disorders, age >17,  w/o CC","Anemia and other red blood cell disorders, age >17,  w/o CC",16,swe
R06L,"Slutenvård för anemi, primärvård","Slutenv anemi, P",R06L,"Inpatient care for anaemia, primary care","Inpatient care anaemia, primary care",16,swe
R06O,"Läkarbesök vid anemi och andra sjukdomar i röda blodkroppar, >17 år",Läk sjd i röda blodkropp >17 O,395O,"Doctor visits for anemia and other red blood cell disorders, age >17","Doctor visits for anemia and other red blood cell disorders, age >17",16,swe
R06S,"Läkarbesök vid anemi och andra sjukdomar i röda blodkroppar, >17 år, komplicerat primärvård",Läk sjd i röda blodkropp >17 K P,R06S,"Doctor visits for anemia and other red blood cell disorders, age >17, w CC, primary care","Doctor visits for anemia and other red blood cell disorders, age >17, w CC, primary care",16,swe
R06T,"Läkarbesök vid anemi och andra sjukdomar i röda blodkroppar, >17 år, ej komplicerat primärvård",Läk sjd i röda blodkropp >17 U P,R06T,"Doctor visits for anemia and other red blood cell disorders, age >17, w/o CC, primary care","Doctor visits for anemia and other red blood cell disorders, age >17, w/o CC, primary care",16,swe
R07N,"Anemi och andra sjukdomar i röda blodkroppar, 0-17 år",Sjd i röda blodkropp <18,396X,"Anemia and other red blood cell disorders, age 0-17","Anemia and other red blood cell disorders, age 0-17",16,swe
R07O,"Läkarbesök vid anemi och andra sjukdomar i röda blodkroppar, 0-17 år",Läk sjd i röda blodkropp <18 O,396O,"Doctor visits for anemia and other red blood cell disorders, age 0-17 ","Doctor visits for anemia and other red blood cell disorders, age 0-17 ",16,swe
R07R,"Läkarbesök vid anemi och andra sjukdomar i röda blodkroppar, 0-17 år, primärvård",Läk sjd i röda blodkropp <18 P,R07R,"Doctor visits for anemia and other red blood cell disorders, age 0-17, primary care","Doctor visits for anemia and other red blood cell disorders, age 0-17, primary care",16,swe
R08C,"Koagulationsstörningar, komplicerat",Koagulationsstörningar K,397C,"Coagulation disorders, w CC","Coagulation disorders, w CC",16,swe
R08E,"Koagulationsstörningar, ej komplicerat",Koagulationsstörningar U,397N,"Coagulation disorders, w/o CC","Coagulation disorders, w/o CC",16,swe
R08O,Läkarbesök vid koagulationsstörningar,Läk koagulationsstörningar O,397O,Doctor visits for coagulation disorders,Doctor visits for coagulation disorders,16,swe
R08S,"Läkarbesök vid koagulationsstörningar, komplicerat primärvård",Läk koagulationsstörningar K P,R08S,"Doctor visits for coagulation disorders, w CC, primary care","Doctor visits for coagulation disorders, w CC, primary care",16,swe
R08T,"Läkarbesök vid koagulationsstörningar, ej komplicerat primärvård",Läk koagulationsstörningar U P,R08T,"Doctor visits for coagulation disorders, w/o CC, primary care","Doctor visits for coagulation disorders, w/o CC, primary care",16,swe
R09A,"Retikuloendoteliala- & immunologiska sjukdomar, mycket komplicerat",Sjd i RES & immunologisk sjd M,398M,"Reticuloendothelial & immunity disorders, w MCC","Reticuloendothelial & immunity disorders, w MCC",16,swe
R09C,"Retikuloendoteliala- & immunologiska sjukdomar, komplicerat",Sjd i RES & immunologisk sjd K,398C,"Reticuloendothelial & immunity disorders, w CC","Reticuloendothelial & immunity disorders, w CC",16,swe
R09E,"Retikuloendoteliala- & immunologiska sjukdomar, ej komplicerat",Sjd i RES & immunologisk sjd U,399X,"Reticuloendothelial & immunity disorders, w/o CC","Reticuloendothelial & immunity disorders, w/o CC",16,swe
R20N,"Allogen stamcellstransplantation, >17 år",Allogen stamcellstranspl >17,518N,"Allogenic stem cell transfer, age >17, w/o CC","Allogenic stem cell transfer, age >17, w/o CC",17,swe
R21N,"Allogen stamcellstransplantation, 0-17 år",Allogen stamcellstranspl <18,518B,"Allogenic stem cell transfer, age 0-17, w/o CC","Allogenic stem cell transfer, age 0-17, w/o CC",17,swe
R22O,"Allogen stamcellstransplantation, öppenvård",Allogen stamcellstranspl O,481P,"Allogenic stem cell transfer, short therapy","Allogenic stem cell transfer, short therapy",17,swe
R23C,"Annan stamcellstransplantation, komplicerat",Annan stamcellstranspl K,481C,"Other stem cell transfer, w CC","Other stem cell transfer, w CC",17,swe
R23E,"Annan stamcellstransplantation, ej komplicerat",Annan stamcellstranspl U,481N,"Other stem cell transfer, w/o CC","Other stem cell transfer, w/o CC",17,swe
R23O,"Annan stamcellstransplantation, öppenvård",Annan stamcellstranspl O,481O,"Other stem cell transfer, short therapy","Other stem cell transfer, short therapy",17,swe
R26C,"Lymfom och leukemi med större operation, komplicerat",Lymfom/leukemi med stor op K,400C,"Lymphoma & leukemia with major OR procedure, w CC","Lymphoma & leukemia with major OR procedure, w CC",17,swe
R26E,"Lymfom och leukemi med större operation, ej komplicerat",Lymfom/leukemi med stor op U,400N,"Lymphoma & leukemia with major OR procedure, w/o CC","Lymphoma & leukemia with major OR procedure, w/o CC",17,swe
R27C,"Lymfom och icke-akut leukemi med andra operationer, komplicerat",Lymfom/leukemi med andra op K,401X,"Lymphoma & non-acute leukemia with other OR procedure, w CC","Lymphoma & non-acute leukemia with other OR procedure, w CC",17,swe
R27E,"Lymfom och icke-akut leukemi med andra operationer, ej komplicerat",Lymfom/leukemi med andra op U,402X,"Lymphoma & non-acute leukemia with other OR procedure, w/o CC","Lymphoma & non-acute leukemia with other OR procedure, w/o CC",17,swe
R28O,"Lymfom och leukemi med operation el. annan åtgärd i större anestesi, öppenvård",Lymfom/leukemi med op el åtg O,402O,"Lymphoma & non-acute leukemia with OR procedures, short therapy","Lymphoma & non-acute leukemia with OR procedures, short therapy",17,swe
R29A,"Lymfom och icke-akut leukemi, mycket komplicerat",Lymfom & leukemi M,403M,"Lymphoma & non-acute leukemia, w MCC","Lymphoma & non-acute leukemia, w MCC",17,swe
R29C,"Lymfom och icke-akut leukemi, komplicerat",Lymfom & leukemi K,403C,"Lymphoma & non-acute leukemia, w CC","Lymphoma & non-acute leukemia, w CC",17,swe
R29E,"Lymfom och icke-akut leukemi, ej komplicerat",Lymfom & leukemi U,404X,Lymphoma & non-acute leukemia w/o cc,Lymphoma & non-acute leukemia w/o cc,17,swe
R29O,Läkarbesök vid lymfom och icke-akut leukemi,Läk lymfom & leukemi O,404O,"Lymphoma & leukemia, short therapy","Lymphoma & leukemia, short therapy",17,swe
R29S,"Läkarbesök vid lymfom och icke-akut leukemi, komplicerat primärvård",Läk lymfom & leukemi K P,R29S,"Doctor visits for lymphoma  & non-acute leukemia, w CC, primary care","Doctor visits for lymphoma  & non-acute leukemia, w CC, primary care",17,swe
R29T,"Läkarbesök vid lymfom och icke-akut leukemi, ej komplicerat primärvård",Läk lymfom & leukemi U P,R29T,"Doctor visits for lymphoma  & non-acute leukemia, w/o CC, primary care","Doctor visits for lymphoma  & non-acute leukemia, w/o CC, primary care",17,swe
R30A,"Akut leukemi utan större operation, >17 år, mycket komplicerat",Akut leukemi u stor op >17 M,473M,"Acute leukemia without major OR procedure,  age > 17, w MCC","Acute leukemia without major OR procedure,  age > 17, w MCC",17,swe
R30C,"Akut leukemi utan större operation, >17 år, komplicerat",Akut leukemi u stor op >17 K,473C,"Acute leukemia without major OR procedure, age, > 17,  w CC","Acute leukemia without major OR procedure, age, > 17,  w CC",17,swe
R30E,"Akut leukemi utan större operation, >17 år, ej komplicerat",Akut leukemi u stor op >17 U,473N,"Acute leukemia without major OR procedure, age, > 17, w/o CC","Acute leukemia without major OR procedure, age, > 17, w/o CC",17,swe
R30O,"Läkarbesök vid akut leukemi utan större operation, >17 år",Läk akut leukemi u stor op >17 O,473O,"Doctor visits for acute leukemia without major OR procedure, age >17","Doctor visits for acute leukemia without major OR procedure, age >17",17,swe
R30S,"Läkarbesök vid akut leukemi, >17 år, komplicerat primärvård",Läk akut leukemi >17 K P,R30S,"Doctor visits for acute leukemia, age >17, w CC, primary care","Doctor visits for acute leukemia, age >17, w CC, primary care",17,swe
R30T,"Läkarbesök vid akut leukemi, >17 år, ej komplicerat primärvård",Läk akut leukemi >17 U P,R30T,"Doctor visits for acute leukemia, age >17, w/o CC, primary care","Doctor visits for acute leukemia, age >17, w/o CC, primary care",17,swe
R31C,"Akut leukemi utan större operation, 0-17 år, komplicerat",Akut leukemi u stor op <18 K,405C,"Acute leukemia without major OR procedure, age 0-17,  w CC","Acute leukemia without major OR procedure, age 0-17,  w CC",17,swe
R31E,"Akut leukemi utan större operation, 0-17 år, ej komplicerat",Akut leukemi u stor op <18 U,405N,"Acute leukemia without major OR procedure, age 0-17,  w/o CC","Acute leukemia without major OR procedure, age 0-17,  w/o CC",17,swe
R31O,"Läkarbesök vid akut leukemi utan större operation, 0-17 år",Läk akut leukemi u stor op <18 O,405O,"Doctor visits for acute leukemia without major OR procedure, age 0-17","Doctor visits for acute leukemia without major OR procedure, age 0-17",17,swe
R31S,"Läkarbesök vid akut leukemi, 0-17 år,komplicerat primärvård",Läk akut leukemi <18 K P,R31S,"Doctor visits for acute leukemia, age 0-17, w CC, primary care","Doctor visits for acute leukemia, age 0-17, w CC, primary care",17,swe
R31T,"Läkarbesök vid akut leukemi, 0-17 år, ej komplicerat primärvård",Läk akut leukemi <18 U P,R31T,"Doctor visits for acute leukemia, age 0-17, w/o CC, primary care","Doctor visits for acute leukemia, age 0-17, w/o CC, primary care",17,swe
R35N,"Myeloproliferativa sjukdomar, ospecificerade tumörer, med stor operation",Mprf sjd ospec tum m stor op,407N,Myeloproliferative diseases and unspecified neoplasms with major OR procedure   ,Myeloproliferative diseases and unspecified neoplasms with major OR procedure   ,17,swe
R35O,"Myeloproliferativa sjukdomar, ospecificerade tumörer, med stor operation, öppenvård",Mprf sjd ospec tum m stor op O,407O,"Myeloproliferative diseases and unspecified neoplasms with major OR procedure, short therapy     ","Myeloproliferative diseases and unspecified neoplasms with major OR procedure, short therapy     ",17,swe
R36C,"Myeloproliferativa sjukdomar, ospecificerade tumörer, med annan operation, komplicerat",Mprf sjd ospec tum m andra op K,408C,"Myeloproliferative diseases and unspecified neoplasms with other OR procedure, w CC    ","Myeloproliferative diseases and unspecified neoplasms with other OR procedure, w CC    ",17,swe
R36E,"Myeloproliferativa sjukdomar, ospecificerade tumörer, med annan operation, ej komplicerat",Mprf sjd ospec tum m andra op U,408N,"Myeloproliferative diseases and unspecified neoplasms with other OR procedure, w/o CC","Myeloproliferative diseases and unspecified neoplasms with other OR procedure, w/o CC",17,swe
R36O,"Myeloproliferativa sjukdomar, ospecificerade tumörer, med annan operation el. åtgärd i större anestesi, öppenvård",Mprf sjd ospec tum m andra åtg O,408O,"Myeloproliferative diseases and unspecified neoplasms with other OR procedure in general anaesthesia, short therapy   ","Myeloproliferative diseases and unspecified neoplasms with other OR procedure in general anaesthesia, short therapy   ",17,swe
R40C,"Strålbehandling, komplicerat",Strålbehandling K,409C,"Radiotherapy, w CC","Radiotherapy, w CC",17,swe
R40E,"Strålbehandling, ej komplicerat",Strålbehandling U,409N,"Radiotherapy, w/o CC","Radiotherapy, w/o CC",17,swe
R50N,Kemoterapi vid akut leukemi som bidiagnos,Kemoterapi akut leukemi bidiag,492X,Chemotherapy w acute leukemia as secondary diagnosis,Chemotherapy w acute leukemia as secondary diagnosis,17,swe
R50O,"Kemoterapi vid akut leukemi som bidiagnos, öppenvård",Kemoterapi akut leukemi bidiag O,492O,"Chemotherapy with acute leukemia as secondary diagnosis, short therapy","Chemotherapy with acute leukemia as secondary diagnosis, short therapy",17,swe
R51N,Kemoterapi utan akut leukemi som bidiagnos,Kemoterapi ej akut leukemi,410X,Chemotherapy w/o acute leukemia as secondary diagnosis,Chemotherapy w/o acute leukemia as secondary diagnosis,17,swe
R51O,"Kemoterapi utan akut leukemi som bidiagnos, öppenvård",Kemoterapi ej akut leukemi O,410O,"Chemotherapy without acute leukemia as secondary diagnosis, short therapy","Chemotherapy without acute leukemia as secondary diagnosis, short therapy",17,swe
R60N,Malignitetsutredning,History of malignancy,411N,"History of malignancy without endoscopy, w/o CC           ","History of malignancy without endoscopy, w/o CC           ",17,swe
R60O,Läkarbesök vid malignitetsutredning,Läk malignitetsutredning O,411O,Doctor visits for malignancy investigation,Doctor visits for malignancy investigation,17,swe
R60R,"Läkarbesök vid malignitetsutredning, primärvård",Läk malignitetsutredning P,R60R,"Doctor visits for malignancy investigation, primary care","Doctor visits for malignancy investigation, primary care",17,swe
R65A,"Myeloproliferativa sjukdomar och ospecificerade tumörer, mycket komplicerat",Mprf sjd/ospec tumörer M,413M,"Myeloproliferative diseases and unspecified neoplasms, w MCC","Myeloproliferative diseases and unspecified neoplasms, w MCC",17,swe
R65C,"Myeloproliferativa sjukdomar och ospecificerade tumörer, komplicerat",Mprf sjd/ospec tumörer K,413C,"Myeloproliferative diseases and unspecified neoplasms, w CC","Myeloproliferative diseases and unspecified neoplasms, w CC",17,swe
R65E,"Myeloproliferativa sjukdomar och ospecificerade tumörer, ej komplicerat",Mprf sjd/ospec tumörer U,414X,"Myeloproliferative diseases and unspecified neoplasms, w/o CC    ","Myeloproliferative diseases and unspecified neoplasms, w/o CC    ",17,swe
R69L,"Slutenvård för sjukdomar i blod, immunologiska rubbningar, primärvård",Slutenv sjd blod/immun rubn P,R69L,"Inpatient care for blood diseases & immunological disorders, primary care","Inpatient care for blood diseases & immunological disorders, primary care",16,swe
R70L,"Slutenvård för sjukdomar i blodbildande organ och icke specifika tumörer, primärvård",Slutenv sjd benm/ospec tum P,R70L,"Inpatient care for blood diseases and unspecified neoplasms , primary care  ","Inpatient care for blood diseases and unspecified neoplasms , primary care  ",17,swe
R78O,"Transfusion av erytrocyter eller helblod, öppenvård",Transfusion erytrocyt/helblod O,862V,"Transfusion of erythrocytes or blood, short therapy","Transfusion of erythrocytes or blood, short therapy",16,swe
R78R,"Transfusion av erytrocyter eller helblod, primärvård",Transfusion erytrocyt/helblod P,R78R,"Transfusion of erythrocytes or blood, primary care","Transfusion of erythrocytes or blood, primary care",16,swe
R79O,"Annan transfusion och koagulationstester, öppenvård",Annan transfusion & koagtest O,860V,"Other transfusion and coagulation tests, short therapy","Other transfusion and coagulation tests, short therapy",16,swe
R85O,"Afereser och blodcellseparationer, större, besök",Aferes o blodcellsep stor O,864V,"Major aferesis or blood cell separation, short therapy","Major aferesis or blood cell separation, short therapy",17,swe
R86O,"Afereser och blodcellseparationer, övriga, besök",Aferes o blodcellsep övrig O,870V,"Minor aferesis and blood cell separation, short therapy","Minor aferesis and blood cell separation, short therapy",17,swe
R89O,"Läkemedelstillförsel intravasalt vid blodsjukdomar, öppenvård",Läkemed intravas blodsjukdom O,933R,"Intravascular drug administration for blood diseases, short therapy","Intravascular drug administration for blood diseases, short therapy",16,swe
R89R,"Läkemedelstillförsel intravasalt vid blodsjukdomar, primärvård",Läkemed intravas blodsjukdom P,R89R,"Intravascular drug administration for blood diseases, primary care","Intravascular drug administration for blood diseases, primary care",16,swe
R91O,"Läkemedelstillförsel intravasalt vid myeloproliferativa sjukdomar, öppenvård",Läkemed intravas myeloprol sjd O,933S,"Intravascular drug administration for myeloproliferative diseases, short therapy","Intravascular drug administration for myeloproliferative diseases, short therapy",17,swe
R91R,"Läkemedelstillförsel intravasalt vid myeloproliferativa sjukdomar, primärvård",Läkemed intravas myeloprol sjd P,R91R,"Intravascular drug administration for myeloproliferative diseases, primary care","Intravascular drug administration for myeloproliferative diseases, primary care",17,swe
R93R,"Hembesök för sjukdomar i blod och immunologiska rubbningar, primärvård",Hembes sjd blod/immun rubn P,R93R,"Home visits for blood diseases and immunological disorders, primary care","Home visits for blood diseases and immunological disorders, primary care",16,swe
R94R,"Hembesök för sjukdomar i blodbildande organ och icke specifika tumörer, primärvård",Hembes sjd benm/ospec tum P,R94R,"Home visits for blood diseases and unspecified neoplasms , primary care  ","Home visits for blood diseases and unspecified neoplasms , primary care  ",17,swe
R96O,Sjuksköterskebesök vid blodsjukdomar,Ssk besök blodsjukdom O,960R,Nurse visits for blood diseases ,Nurse visits for blood diseases ,16,swe
R96R,"Sjuksköterskebesök vid blodsjukdomar, primärvård",Ssk besök blodsjukdom P,R96R,"Nurse visits for blood diseases, primary care","Nurse visits for blood diseases, primary care",16,swe
R97O,Sjuksköterskebesök vid ospecifika tumörsjukdomar och blodcancer,Ssk besök ospec tumör blodcanc O,970R,Nurse visits for non-specific tumour diseases and blood cancer,Nurse visits for non-specific tumour diseases and blood cancer,17,swe
R97R,"Sjuksköterskebesök vid ospecifika tumörsjukdomar och blodcancer, primärvård",Ssk besök ospec tumör blodcanc P,R97R,"Nurse visits for non-specific tumor diseases and blood cancers, primary care","Nurse visits for non-specific tumor diseases and blood cancers, primary care",17,swe
R98O,Övriga läkarbesök vid blodsjukdomar,Läkarbesök blodsjukdom O,863V,"Other doctor visits for hematological diseases, short therapy","Other doctor visits for hematological diseases, short therapy",16,swe
R98R,"Övriga läkarbesök vid blodsjukdomar, primärvård",Läk blodsjukdom P,R98R,"Other doctor visits for blood diseases, primary care","Other doctor visits for blood diseases, primary care",16,swe
R98U,"Teambesök/konferens vid blodsjukdomar, primärvård",Team/konf blodsjukdom P,R98U,"Team visits/conferences for blood diseases, primary care","Team visits/conferences for blood diseases, primary care",16,swe
R98W,"Läkarvård på distans vid blodsjukdomar, primärvård",Läk dist blodsjukdom P,R98W,"Doctor letters or telephone contacts for blood diseases, primary care","Doctor letters or telephone contacts for blood diseases, primary care",16,swe
R98X,Teambesök/konferens vid blodsjukdomar,Team/konf blodsjukdom O,863W,"Team visits/conferences for hematological diseases, short therapy","Team visits/conferences for hematological diseases, short therapy",16,swe
R98Z,Läkarvård på distans vid blodsjukdomar,Läk dist blodsjukdom O,863T,Doctor letters or telephone contacts for hematological diseases,Doctor letters or telephone contacts for hematological diseases,16,swe
R99O,Övriga läkarbesök vid ospecifika och hematologiska tumörsjukdomar,Läk bes ospec/hematolog tumör O,874V,"Other doctor visits for unspecified neoplasms and hematologic malignancies, short therapy","Other doctor visits for unspecified neoplasms and hematologic malignancies, short therapy",17,swe
R99R,"Övriga läkarbesök vid ospecifika och hematologiska tumörsjukdomar, primärvård",Läk bes ospec/hematolog tumör P,R99R,"Other doctor visits for non-specific tumour diseases and blood cancer, primary care","Other doctor visits for non-specific tumour diseases and blood cancer, primary care",17,swe
R99U,"Teambesök/konferens vid ospecifika och hematologiska tumörsjukdomar, primärvård",Team/konf ospec/hemat tumör P,R99U,"Team visits/conferences for non-specific tumour diseases and blood cancer, primary care","Team visits/conferences for non-specific tumour diseases and blood cancer, primary care",17,swe
R99W,"Läkarvård på distans vid ospecifika och hematologiska tumörsjukdomar, primärvård",Läk dist ospec/hematolog tumör P,R99W,"Doctor letters or telephone contacts for non-specific tumour diseases and blood cancer, primary care","Doctor letters or telephone contacts for non-specific tumour diseases and blood cancer, primary care",17,swe
R99X,Teambesök/konferens vid ospecifika och hematologiska tumörsjukdomar,Team/konf ospec/hemat tumör O,874W,"Team visits/conferences for unspecified neoplasms and hematologic malignancies, short therapy","Team visits/conferences for unspecified neoplasms and hematologic malignancies, short therapy",17,swe
R99Z,Läkarvård på distans vid ospecifika och hematologiska tumörsjukdomar,Läk dist ospec/hematolog tumör O,874T,Doctor letters or telephone contacts for unspecified neoplasms and hematologic malignancies,Doctor letters or telephone contacts for unspecified neoplasms and hematologic malignancies,17,swe
S01A,"Operationer el. andra åtgärder i större anestesi vid infektionssjukdomar, mycket komplicerat",Op/åtg vid infektionssjd M,415M,"Procedures for infectious & parasitic diseases,  w MCC  ","Procedures for infectious & parasitic diseases,  w MCC  ",18,swe
S01C,"Operationer el. andra åtgärder i större anestesi vid infektionssjukdomar, komplicerat",Op/åtg vid infektionssjd K,415C,"Procedures for infectious & parasitic diseases, w CC","Procedures for infectious & parasitic diseases, w CC",18,swe
S01E,"Operationer el. andra åtgärder i större anestesi vid infektionssjukdomar, ej komplicerat",Op/åtg vid infektionssjd U,415N,"Procedures for infectious & parasitic diseases, w/o CC  ","Procedures for infectious & parasitic diseases, w/o CC  ",18,swe
S01O,"Operationer el. andra åtgärder i större anestesi vid infektionssjukdomar, öppenvård",Op/åtg vid infektionssjd O,415O,"Procedures for infectious & parasitic diseases, short therapy","Procedures for infectious & parasitic diseases, short therapy",18,swe
S07N,HIV,HIV,490A,HIV,HIV,18,swe
S07O,Läkarbesök vid hiv,Läkarbesök vid hiv O,490O,Doctor visit for hiv,Doctor visit for hiv,18,swe
S10A,"Sepsis, >17 år, mycket komplicerat",Sepsis >17 M,416M,"Septicemia, age > 17, w MCC","Septicemia, age > 17, w MCC",18,swe
S10C,"Sepsis, >17 år, komplicerat",Sepsis >17 K,416C,"Septicemia, age > 17, w CC","Septicemia, age > 17, w CC",18,swe
S10E,"Sepsis, >17 år, ej komplicerat",Sepsis >17 U,416N,"Septicemia, age > 17, w/o CC","Septicemia, age > 17, w/o CC",18,swe
S10S,"Läkarbesök vid sepsis >17 år, komplicerat primärvård",Läk sepsis >17 K P,S10S,"Doctor visits for septicemia, age >17, w CC, primary care","Doctor visits for septicemia, age >17, w CC, primary care",18,swe
S10T,"Läkarbesök vid sepsis >17 år, ej komplicerat primärvård",Läk sepsis >17 U P,S10T,"Doctor visits for septicemia, age >17, w/o CC, primary care","Doctor visits for septicemia, age >17, w/o CC, primary care",18,swe
S11N,"Sepsis, 0-17 år",Sepsis <18,417N,"Septicemia, age  0-17, w/o CC","Septicemia, age  0-17, w/o CC",18,swe
S11S,"Sepsis, 0-17 år, komplicerat, primärvård","Sepsis <18, K P",S11S,"Septicemia, age 0-17, w CC, primary care","Septicemia, age 0-17, w CC, primary care",18,swe
S11T,"Sepsis, 0-17 år, ej komplicerat, primärvård",Sepsis <18 U P,S11T,"Septicemia, age 0-17, w/o CC, primary care","Septicemia, age 0-17, w/o CC, primary care",18,swe
S12O,Läkarbesök vid sepsis,Läk sepsis O,416O,Doctor visits for septicemia,Doctor visits for septicemia,18,swe
S20A,"Postoperativa & posttraumatiska infektioner, mycket komplicerat",Postop/posttraum infektion M,418M,"Postoperative & post-traumatic infections, w MCC","Postoperative & post-traumatic infections, w MCC",18,swe
S20C,"Postoperativa & posttraumatiska infektioner, komplicerat",Postop/posttraum infektion K,418C,"Postoperative & post-traumatic infections, w CC","Postoperative & post-traumatic infections, w CC",18,swe
S20E,"Postoperativa & posttraumatiska infektioner, ej komplicerat",Postop/posttraum infektion U,418N,"Postoperative & post-traumatic infections, w/o CC","Postoperative & post-traumatic infections, w/o CC",18,swe
S20O,Läkarbesök vid postoperativa & posttraumatiska infektioner,Läk postop/posttraum infektion O,418O,Doctor visits for postoperative & post-traumatic infections,Doctor visits for postoperative & post-traumatic infections,18,swe
S20S,"Läkarbesök vid postoperativa & posttraumatiska infektioner, komplicerat primärvård",Läk postop/posttraum infek K P,S20S,"Doctor visits for postoperative & post-traumatic infections, w CC, primary care","Doctor visits for postoperative & post-traumatic infections, w CC, primary care",18,swe
S20T,"Läkarbesök vid postoperativa & posttraumatiska infektioner, ej komplicerat primärvård",Läk postop/posttraum infek U P,S20T,"Doctor visits for postoperative & post-traumatic infections, w/o CC, primary care","Doctor visits for postoperative & post-traumatic infections, w/o CC, primary care",18,swe
S30A,"Feber av okänd orsak, mycket komplicerat",Feber av okänd orsak M,420M,"Fever of unknown origin, w MCC","Fever of unknown origin, w MCC",18,swe
S30C,"Feber av okänd orsak, komplicerat",Feber av okänd orsak K,420C,"Fever of unknown origin, w CC","Fever of unknown origin, w CC",18,swe
S30E,"Feber av okänd orsak, ej komplicerat",Feber av okänd orsak U,420N,"Fever of unknown origin, w/o CC","Fever of unknown origin, w/o CC",18,swe
S30O,Läkarbesök vid feber av okänd orsak,Läk feber av okänd orsak O,420O,Doctor visits for fever of unknown origin,Doctor visits for fever of unknown origin,18,swe
S30S,"Läkarbesök vid feber av okänd orsak, komplicerat primärvård",Läk feber av okänd orsak K P,S30S,"Doctor visits for fever of unknown origin, w CC, primary care","Doctor visits for fever of unknown origin, w CC, primary care",18,swe
S30T,"Läkarbesök vid feber av okänd orsak, ej komplicerat primärvård",Läk feber av okänd orsak U P,S30T,"Doctor visits for fever of unknown origin, w/o CC, primary care","Doctor visits for fever of unknown origin, w/o CC, primary care",18,swe
S40A,"Virusinfektioner, mycket komplicerat",Virusinfektion M,421M,"Viral infections, w MCC","Viral infections, w MCC",18,swe
S40C,"Virusinfektioner, komplicerat",Virusinfektion K,421C,"Viral infections, w CC","Viral infections, w CC",18,swe
S40E,"Virusinfektioner, ej komplicerat",Virusinfektion U,421N,"Viral infections, w/o CC","Viral infections, w/o CC",18,swe
S40O,Läkarbesök vid virusinfektioner,Läk virusinfektion O,421O,Doctor visits for viral infections,Doctor visits for viral infections,18,swe
