code_plus,text_plus,nat_ver
QCSA00,Puncture of skin of upper limb,est/lat/den/fin
QCSA10,Incision of skin of upper limb,est/swe/lat/ice/den/fin/nor
QCSA20,Dermabrasio or shaving of lesion of skin of upper limb,est/swe/lat/ice/den/fin/nor
QCSA30,Electrocoagulation of skin of upper limb,est/lat/den/fin
QCSA40,Laser therapy or photocoagulation of skin of upper limb,est/lat/den
QCSA50,Cryotherapy of skin of upper limb,est/lat/den
QCSA99,Other local destruction of skin of upper limb,est/swe/lat/den/fin/nor
QCSB00,Suture of skin of upper limb,est/swe/lat/ice/den/fin/nor
QCSB05,Revision of wound of skin of upper limb,est/swe/lat/ice/den/fin/nor
QCSB10,Major dressing of wound of skin of upper limb,est/swe/lat/ice/den/fin/nor
QCSB99,Other procedure for wound of skin of upper limb,est/swe/lat/ice/den/fin/nor
QCSC00,Removal of foreign body from skin or subcutaneous tissue of upper limb,est/swe/lat/ice/den/fin/nor
QCSD00,Dressing of major burn of upper limb,est/swe/lat/ice/den/fin/nor
QCSD10,Debridement of burn of upper limb,est/swe/lat/ice/den/fin/nor
QCSD20,Excision and coverage of burn of upper limb,est/swe/lat/ice/den/fin/nor
QCSE02,Excision of loose normal skin or fold of skin from upper limb,swe/ice/fin
QCSE20,Excision and repair of scar or web of skin of upper limb,est/swe/lat/ice/den/fin/nor
QCSE25,Excision and repair of scar of upper limb caused by burn,est/swe/lat/ice/den/fin/nor
QCSE30,Excision and repair of surgical scar of upper limb,est/swe/lat/ice/den/fin/nor
QCSE35,Repair of skin defect of upper limb after surgery or injury,est/swe/lat/ice/den/fin/nor
QCSE40,Repair of anomaly or lesion after disease of skin of upper limb,est/swe/lat/ice/den/fin/nor
QCSE60,External extension of skin of upper limb,ice/den/est
QCSE80,Excision of other lesion extending through all layers of skin in upper limb,ice/fin
QCSE82,Excision of other superficial lesion of skin in upper limb,est/ice/fin
QCSE99,Other excision or repair of skin of upper limb,est/swe/lat/ice/den/fin/nor
QCSG20,Operation for chronic ulcer or fistula of skin of upper limb,est/swe/lat/ice/den/fin/nor
QCSG30,Delayed skin closure of surgical wound of upper limb,est/swe/lat/ice/den/fin/nor
QCSG99,Other operation for chronic ulcer or fistula of skin of upper limb,est/swe/lat/ice/den/fin/nor
QCSH00,Avulsion of finger nail,est/swe/lat/ice/den/fin/nor
QCSH10,Excision of nail bed in finger,est/swe/lat/ice/den/fin/nor
QCSH20,Correction of deformity of finger nail,est/swe/lat/ice/den/fin/nor
QCSH30,Transplantation of nail to finger,est/swe/lat/ice/den/fin/nor
QCSJ00,Liposuction in upper limb,est/swe/lat/ice/den/fin/nor
QCSJ05,Correction of loose or redundant skin of upper limb,est/swe/lat/ice/den/fin/nor
QCSJ99,Other aesthetic operations on skin of upper limb,est/swe/lat/ice/den/fin/nor
QCXB00,Botulin injections for hyperhidrosis of hands,est/fin
QCXE00,Chemical treatment of skin of upper limb,
QCXH00,Trephining of finger nail,est/swe/fin/nor
QDFA94,Photography of skin of lower extremity,fin
QDO001,Locar radiotherapy of lower limb,ice/fin
QDSA00,Puncture of skin of lower limb,est/lat/den/fin
QDSA10,Incision of skin of lower limb,est/swe/lat/ice/den/fin/nor
QDSA20,Dermabrasio or shaving of lesion of skin of lower limb,est/swe/lat/ice/den/fin/nor
QDSA30,Electrocoagulation of skin of lower limb,est/lat/den
QDSA40,Laser therapy or photocoagulation of skin of lower limb,est/lat/den
QDSA50,Cryotherapy of skin of lower limb,est/lat/den
QDSA99,Other local destruction of skin of lower limb,est/swe/lat/den/fin/nor
QDSB00,Suture of skin of lower limb,est/swe/lat/ice/den/fin/nor
QDSB05,Revision of wound of skin of lower limb,est/swe/lat/ice/den/fin/nor
QDSB10,Major dressing of wound of skin of lower limb,est/swe/lat/ice/den/fin/nor
QDSB99,Other procedure for wound of skin of lower limb,est/swe/lat/ice/den/fin/nor
QDSC00,Removal of foreign body from skin or subcutaneous tissue of lower limb,est/swe/lat/ice/den/fin/nor
QDSD00,Dressing of major burn of lower limb,est/swe/lat/ice/den/fin/nor
QDSD10,Debridement of burn of lower limb,est/swe/lat/ice/den/fin/nor
QDSD20,Excision of burn of lower limb and coverage,est/swe/lat/ice/den/fin/nor
QDSE02,Excision of loose normal skin or fold of skin from lower limb,swe/ice/fin
QDSE20,Excision and repair of scar or web of skin of lower limb,est/swe/lat/ice/den/fin/nor
QDSE25,Excision and repair of scar of lower limb caused by burn,est/swe/lat/ice/den/fin/nor
QDSE30,Excision and repair of surgical scar of lower limb,est/swe/lat/ice/den/fin/nor
QDSE35,Repair of skin defect of lower limb after surgery or injury,est/swe/lat/ice/den/fin/nor
QDSE40,Repair of anomaly or lesion after disease of skin of lower limb,est/swe/lat/ice/den/fin/nor
QDSE45,Operation of syndactyly of foot,ice/den/est
QDSE80,Excision of other lesion extending through all layers of skin in lower limb,ice/fin
QDSE82,Excision of other superficial lesion of skin in lower limb,est/ice/fin
QDSE99,Other excision or repair of skin of lower limb,est/swe/lat/ice/den/fin/nor
QDSG00,Debridement of bedsore of lower limb,est/swe/lat/ice/den/fin/nor
QDSG10,Excision and repair of bedsore of lower limb,est/swe/lat/ice/den/fin/nor
QDSG20,Operation for chronic ulcer or fistula of skin of lower limb,est/swe/lat/ice/den/fin/nor
QDSG30,Delayed skin closure of surgical wound of lower limb,est/swe/lat/ice/den/fin/nor
QDSG99,Other operation for chronic ulcer or fistula of skin of lower limb,est/swe/lat/ice/den/fin/nor
QDSH00,Avulsion of toe nail,est/swe/lat/ice/den/fin/nor
QDSH10,Excision of nail bed in toe,est/swe/lat/ice/den/fin/nor
QDSH20,Correction of deformity of toe nail,est/swe/lat/ice/den/fin/nor
QDSH30,"Transfer of toe nail, microsurgical",ice/fin
QDSJ00,Liposuction in lower limb,est/swe/lat/ice/den/fin/nor
QDSJ05,Correction of loose or redundant skin of lower limb,est/swe/lat/ice/den/fin/nor
QDSJ99,Other aesthetic operations on skin of lower limb,est/swe/lat/ice/den/fin/nor
QDXB00,Botulin injections for hyperhidrosis of feet,est/fin
QDXE00,Chemical treatment of skin of lower limb,
QDXH00,Trephining of toe nail,est/swe/fin/nor
QWSA00,Repair of wound dehiscence in surgery of skin,est/swe/lat/ice/den/fin/nor
QWSB00,Reoperation for infection in surgery of skin,est/swe/lat/ice/den/nor
QWSC00,Reoperation for superficial infection in surgery of skin,ice/den/fin/est
QWSD00,Reoperation for haemorrhage in surgery of skin,est/swe/lat/ice/den/fin/nor
QWSF00,Reoperation for insufficiency of suture in plastic surgery of skin,est/swe/lat/ice/den
QWSW99,Other reoperation in surgery of skin,est/swe/lat/ice/den/fin/nor
QXDA2X,X-ray examination of soft tissue not elsewhere classified,ice/fin
QXDB2C,Fistulogaphy with X-ray,swe/ice/fin/nor
QXDE1A,Ultrasound examination of skin,lat/ice/den/fin/nor
QXDE2X,Ultrsound examination of soft tissue not elsewhere classified,ice/fin
QXDE3H,Ultrasound examination of lesion close to skin,ice/den/fin
QXFA00,Light test,swe/lat/ice/nor
QXFA20,Examination with Woods light,swe/lat/ice/fin/nor
QXFA30,Examination of dermatosis with microscope,lat/ice/fin/nor
QXFA32,Examination of infestation with microscope,lat/ice/fin
QXFA34,Other skin examination with microscope or electron microscope,fin
QXFA90,Dermatoscopy,swe/lat/ice/fin/nor
QXFA91,DIgital dermatoscopy,swe/fin
QXFA94,Dermatologic photography,fin
QXFB00,Sweat test,swe/lat/ice/fin/nor
QXFB10,Transepidermal water loss measurement,fin
QXFB20,Measurement of epidermal humidity,fin
QXFC00,Measurement of skin sebum excretion,fin
QXFD00,Measurement of skin pigment,fin
QXFD10,Measurement of erythema,fin
QXFE00,Measurement of capillary perfusion with doppler method,fin
QXFE08,Other measurement of capillary perfusion,fin
QXFF00,Suction blister technique,fin
QXFF20,Micro dialysis of skin,fin/est
QXFX00,Measurement of skin temperature,swe/ice/fin
QXFX10,Measurement of skin pH,fin
QXFX90,Skin clinical examination,swe/ice
QXFX99,Other examination of skin,ice/fin
QXO090,Brachytherapy of skin,ice
QXO099,Whole skin radiotherapy,swe/ice/fin
QXOB00,Grenz / Bucky ray therapy,swe/lat/ice/nor
QXSA00,Puncture of unspecified region of skin,est/swe/lat/den/fin/nor
QXSA05,Incision of unspecified region of skin,est/swe/lat/ice/den/fin/nor
QXSA20,Dermabrasio or shaving of lesion of unspecified region of skin,est/swe/lat/ice/den/fin/nor
QXSA30,Electrocoagulation of unspecified region of skin,est/lat/den
QXSA40,Laser therapy or photocoagulation of unspecified region of skin,est/swe/lat/den
QXSA50,Cryotherapy of unspecified region of skin,est/lat/den
QXSA99,"Other incision, biopsy or local destruction of unspecified region of skin",est/swe/lat/den/fin/nor
QXSB00,Suture of unspecified region of skin,est/lat/ice/den/fin/nor
QXSB05,Revision of wound of skin of unspecified region,est/swe/lat/ice/den/fin/nor
QXSB10,Dressing of major wound of unspecified region of skin,est/swe/lat/ice/den/fin/nor
QXSB99,Other procedure for wound of unspecified region of skin,est/swe/lat/ice/den/fin/nor
QXSC00,Removal of foreign body from unspecified region of skin or subcutaneous tissue,est/swe/lat/ice/den/fin/nor
QXSC99,Other removal of foreign body not elsewhere specified from unspecified region,est/lat/ice
QXSD00,Dressing of major burn of unspecified region,est/lat/ice/den/fin/nor
QXSD10,Debridement of burn of unspecified region,est/lat/ice/den/fin/nor
QXSD20,Excision and coverage of burn of unspecified region,est/lat/ice/den/fin/nor
QXSE05,Excision of sweat glands or sweat gland-bearing unspecified region of skin,est/lat/ice/den/fin/nor
QXSE20,Excision and repair of scar or web of unspecified region of skin,est/lat/ice/den/fin/nor
QXSE25,Excision and repair of scar caused by burn of unspecified region,est/lat/ice/den/fin/nor
QXSE30,Excision and repair of surgical scar of unspecified region,est/lat/ice/den/fin/nor
QXSE35,Repair of skin defect after surgery or injury of unspecified region,est/lat/ice/den/fin/nor
QXSE40,Repair of anomaly or lesion after disease of unspecified region of skin,est/lat/ice/den/fin/nor
QXSE80,Excision of other lesion extending through all layers of skin in uspecified region,ice/fin
QXSE82,Excision of other superficial lesion of skin in unspecified region,ice/fin
QXSE99,Other excision or repair of unspecified region of skin,est/lat/ice/den/fin/nor
QXSG00,Debridement of bedsore of unspecified region,est/lat/ice/den/nor
QXSG10,Excision and repair of bedsore of unspecified region,est/lat/ice/den/fin/nor
QXSG20,Operation for chronic ulcer or fistula of unspecified region of skin,est/lat/ice/den/fin/nor
QXSG30,Delayed skin closure of surgical wound of unspecified region,est/lat/ice/den/fin/nor
QXSG99,Other operation for chronic ulcer or fistula of unspecified region of skin,est/lat/ice/den/fin/nor
QXSH00,Avulsion of nail of unspecified region,ice/est
QXSH01,Excision of nail bed of unspecified region,ice/est
QXSH05,Correction of deformity of nail of unspecified region,ice/est
QXSH10,Transplantation of nail of unspecified region,ice/est
QXSJ00,Liposuction of unspecified region,est/lat/ice/den/fin/nor
QXSJ05,Correction of loose or redundant skin of unspecified region,est/lat/ice/den/fin/nor
QXXA00,Biological debridement therapy,est/swe/lat/ice/fin/nor
QXXB00,Closure of wound with tape or glue,swe/ice
QXXB10,Other dressing of wound,ice
QXXB90,Vacume treatment of wound,est/swe/lat/ice/fin/nor
QXXC00,Subcutaneous sclerotherapy,est/ice/fin
QXXD00,Botulin injections for hyperhidrosis of unspecified localisation,est/fin
QXXD10,Cultured autologous keratinocytes therapy,
QXXE00,Chemical treatment of skin of unspecified region,
QXXX00,Biopsy of skin,est/swe/lat/ice/den/fin/nor
QXXX02,Needle biopsy of skin,est/swe/lat/ice/den/fin/nor
QXXX10,Removal of molluscum,
QXXX12,Removal of wart,
QXXX20,Implantation of subcutaneous medicament implant,swe/ice/fin
QXXX22,Removal of subcutaneous medicament implant,swe/ice/fin
QXXX40,Removal of sutures of skin,est/swe/lat/ice/den/fin/nor
QXXX50,Exchange of bandage for burn,ice/fin/est
QXXX60,Tatoe,lat/ice/fin/nor
QXXX62,Cosmetolgic procedure,swe/ice
QXXX70,Iontoferesis for hyperhidrosis,lat/ice/fin/nor
QXXX75,Skin pressure therapy,fin
QXXX80,Smearing of skin,swe/ice
QXXX84,Medical bath therapy,swe/lat
QXXX88,Decubitus ulcer prophylaxis,swe/den
QXXX89,Local dermatologic skincare,swe/ice/fin
QXXX90,Scratching of skin,swe
QXXX99,Other minor procedure on skin,est/swe/lat/ice/den/fin/nor
QXXZ00,Insertion of tissue expander,est/swe/lat/ice/den/fin/nor
QXXZ10,Adjustment of volume of tissue expander,est/swe/lat/ice/den/fin/nor
QXXZ20,Replacement of tissue expander,est/swe/lat/ice/den/fin/nor
QXXZ30,Removal of tissue expander,est/swe/lat/ice/den/fin/nor
R01AA,"Sympathomimetics, plain",est/swe/lat/ice/den
R01AA02,Cyclopentamine,fin/swe
R01AA03,Ephedrine,fin/swe
R01AA04,Phenylephrine,fin/swe
R01AA05,Oxymetazoline,fin/swe
R01AA06,Tetryzoline,fin/swe
R01AA07,Xylometazoline,fin/swe
R01AA08,Naphazoline,fin/swe
R01AA09,Tramazoline,fin/swe
R01AA10,Metizoline,fin/swe
R01AA11,Tuaminoheptane,fin/swe
R01AA12,Fenoxazoline,fin/swe
R01AA13,Tymazoline,fin/swe
R01AA14,Epinephrine,fin/swe
R01AA15,Indanazoline,fin/swe
R01AB,"Sympathomimetics, combinations excl. corticosteroids",est/swe/lat/ice/den
R01AB01,Phenylephrine,fin/swe
R01AB02,Naphazoline,fin/swe
R01AB03,Tetryzoline,fin/swe
R01AB05,Ephedrine,fin/swe
R01AB06,Xylometazoline,fin/swe
R01AB07,Oxymetazoline,fin/swe
R01AB08,Tuaminoheptane,fin/swe
R01AC,"Antiallergic agents, excl. corticosteroids",est/swe/lat/ice/den
R01AC01,Cromoglicic acid,fin/swe
R01AC02,Levocabastine,fin/swe
R01AC03,Azelastine,fin/swe
R01AC04,Antazoline,fin/swe
R01AC05,Spaglumic acid,fin/swe
R01AC06,Thonzylamine,fin/swe
R01AC07,Nedocromil,fin/swe
R01AC08,Olopatadine,fin/swe
R01AC51,"Cromoglicic acid, combinations",fin/swe
R01AD,Corticosteroids,est/swe/lat/ice/den
R01AD01,Beclometasone,fin/swe
R01AD02,Prednisolone,fin/swe
R01AD03,Dexamethasone,fin/swe
R01AD04,Flunisolide,fin/swe
R01AD05,Budesonide,fin/swe
R01AD06,Betamethasone,fin/swe
R01AD07,Tixocortol,fin/swe
R01AD08,Fluticasone,fin/swe
R01AD09,Mometasone,fin/swe
R01AD11,Triamcinolone,fin/swe
R01AD12,Fluticasone furoate,fin/swe
R01AD13,Ciclesonide,fin/swe
R01AD52,"Prednisolone, combinations",fin/swe
R01AD53,"Dexamethasone, combinations",fin/swe
R01AD57,"Tixocortol, combinations",fin/swe
R01AD58,"Fluticasone, combinations",fin/swe
R01AD59,"Mometasone, combinations",fin/swe
R01AD60,"Hydrocortisone, combinations",fin/swe
R01AX,Other nasal preparations,est/swe/lat/ice/den
R01AX01,Calcium hexamine thiocyanate,fin/swe
R01AX02,Retinol,fin/swe
R01AX03,Ipratropium bromide,fin/swe
R01AX05,Ritiometan,fin/swe
R01AX06,Mupirocin,fin/swe
R01AX07,Hexamidine,fin/swe
R01AX08,Framycetin,fin/swe
R01AX09,Hyaluronic acid,fin/swe
R01AX10,Various,fin/swe
R01AX30,Combinations,fin/swe
R01BA,Sympathomimetics,est/swe/lat/ice/den
R01BA01,Phenylpropanolamine,fin/swe
R01BA02,Pseudoephedrine,fin/swe
R01BA03,Phenylephrine,fin/swe
R01BA51,"Phenylpropanolamine, combinations",fin/swe
R01BA52,"Pseudoephedrine, combinations",fin/swe
R01BA53,"Phenylephrine, combinations",fin/swe
R02AA,Antiseptics,est/swe/lat/ice/den
R02AA01,Ambazone,fin/swe
R02AA02,Dequalinium,fin/swe
R02AA03,Dichlorobenzyl alcohol,fin/swe
R02AA05,Chlorhexidine,fin/swe
R02AA06,Cetylpyridinium,fin/swe
R02AA09,Benzethonium,fin/swe
R02AA10,Myristyl-benzalkonium,fin/swe
R02AA11,Chlorquinaldol,fin/swe
R02AA12,Hexylresorcinol,fin/swe
R02AA13,Acriflavinium chloride,fin/swe
R02AA14,Oxyquinoline,fin/swe
R02AA15,Povidone-iodine,fin/swe
R02AA16,Benzalkonium,fin/swe
R02AA17,Cetrimonium,fin/swe
R02AA18,Hexamidine,fin/swe
R02AA19,Phenol,fin/swe
R02AA20,Various,fin/swe
R02AA21,Octenidine,fin/swe
R02AB,Antibiotics,est/swe/lat/ice/den
R02AB01,Neomycin,fin/swe
R02AB02,Tyrothricin,fin/swe
R02AB03,Fusafungine,fin/swe
R02AB04,Bacitracin,fin/swe
R02AB30,Gramicidin,fin/swe
R02AD,"Anesthetics, local",est/swe/lat/ice/den
R02AD01,Benzocaine,fin/swe
R02AD02,Lidocaine,fin/swe
R02AD03,Cocaine,fin/swe
R02AD04,Dyclonine,fin/swe
R02AX01,Flurbiprofen,fin/swe
R02AX02,Ibuprofen,fin/swe
R02AX03,Benzydamine,fin/swe
R03AA,Alpha- and beta-adrenoreceptor agonists,est/swe/lat/ice/den
R03AA01,Epinephrine,fin/swe
R03AB,Non-selective beta-adrenoreceptor agonists,est/swe/lat/ice/den
R03AB02,Isoprenaline,fin/swe
R03AB03,Orciprenaline,fin/swe
R03AC,Selective beta-2-adrenoreceptor agonists,est/swe/lat/ice/den
R03AC02,Salbutamol,fin/swe
R03AC03,Terbutaline,fin/swe
R03AC04,Fenoterol,fin/swe
R03AC05,Rimiterol,fin/swe
R03AC06,Hexoprenaline,fin/swe
R03AC07,Isoetarine,fin/swe
R03AC08,Pirbuterol,fin/swe
R03AC09,Tretoquinol,fin/swe
R03AC10,Carbuterol,fin/swe
R03AC11,Tulobuterol,fin/swe
R03AC12,Salmeterol,fin/swe
R03AC13,Formoterol,fin/swe
R03AC14,Clenbuterol,fin/swe
R03AC15,Reproterol,fin/swe
R03AC16,Procaterol,fin/swe
R03AC17,Bitolterol,fin/swe
R03AC18,Indacaterol,fin/swe
R03AC19,Olodaterol,fin/swe
R03AH,Combinations of adrenergics,est/swe/lat/ice/den
R03AK,Adrenergics and other drugs for obstructive airway diseases,est/swe/lat/ice/den
R03AK01,Epinephrine and other drugs for obstructive airway ,fin/swe
R03AK02,Isoprenaline and other drugs for obstructive airway,fin/swe
R03AK04,Salbutamol and sodium cromoglicate,fin/swe
R03AK05,Reproterol and sodium cromoglicate,fin/swe
R03AK06,Salmeterol and fluticasone,fin/swe
R03AK07,Formoterol and budesonide,fin/swe
R03AK08,Formoterol and beclometasone,fin/swe
R03AK09,Formoterol and mometasone,fin/swe
R03AK10,Vilanterol and fluticasone furoate,fin/swe
R03AK11,Formoterol and fluticasone,fin/swe
R03AK12,Salmeterol and budesonide,fin/swe
R03AK13,Salbutamol and beclometasone,fin/swe
R03AK14,Indacaterol and mometasone,fin/swe
R03AL01,Fenoterol and ipratropium bromide,fin/swe
R03AL02,Salbutamol and ipratropium bromide,fin/swe
R03AL03,Vilanterol and umeclidinium bromide,fin/swe
R03AL04,Indacaterol and glycopyrronium bromide,fin/swe
R03AL05,Formoterol and aclidinium bromide,fin/swe
R03AL06,Olodaterol and tiotropium bromide,fin/swe
R03AL07,Formoterol and glycopyrronium bromide,fin/swe
R03AL08,"Vilanterol, umeclidinium bromide and fluticasone fu",fin/swe
R03AL09,"Formoterol, glycopyrronium bromide and beclometason",fin/swe
R03AL10,Formoterol and tiotropium bromide,fin/swe
R03AL11,"Formoterol, glycopyrronium bromide and budesonide",fin/swe
R03AL12,"Indacaterol, glycopyrronium bromide and mometasone",fin/swe
R03BA,Glucocorticoids,est/swe/lat/ice/den
R03BA01,Beclometasone,fin/swe
R03BA02,Budesonide,fin/swe
R03BA03,Flunisolide,fin/swe
R03BA04,Betamethasone,fin/swe
R03BA05,Fluticasone,fin/swe
R03BA06,Triamcinolone,fin/swe
R03BA07,Mometasone,fin/swe
R03BA08,Ciclesonide,fin/swe
R03BA09,Fluticasone furoate,fin/swe
R03BB,Anticholinergics,est/swe/lat/ice/den
R03BB01,Ipratropium bromide,fin/swe
R03BB02,Oxitropium bromide,fin/swe
R03BB03,Stramoni preparations,fin/swe
R03BB04,Tiotropium bromide,fin/swe
R03BB05,Aclidinium bromide,fin/swe
R03BB06,Glycopyrronium bromide,fin/swe
R03BB07,Umeclidinium bromide,fin/swe
R03BB08,Revefenacin,fin/swe
R03BB54,"Tiotropium bromide, combinations",fin/swe
R03BC,"Antiallergic agents, excl. corticosteroids",est/swe/lat/ice/den
R03BC01,Cromoglicic acid,fin/swe
R03BC03,Nedocromil,fin/swe
R03BX,"Other drugs for obstructive airway diseases, inhalants",est/swe/lat/ice/den
R03BX01,Fenspiride,fin/swe
R03CA,Alpha- and beta-adrenoreceptor agonists,est/swe/lat/ice/den
R03CA02,Ephedrine,fin/swe
R03CB,Non-selective beta-adrenoreceptor agonists,est/swe/lat/ice/den
R03CB01,Isoprenaline,fin/swe
R03CB02,Methoxyphenamine,fin/swe
R03CB03,Orciprenaline,fin/swe
R03CB51,"Isoprenaline, combinations",fin/swe
R03CB53,"Orciprenaline, combinations",fin/swe
R03CC,Selective beta-2-adrenoreceptor agonists,est/swe/lat/ice/den
R03CC02,Salbutamol,fin/swe
R03CC03,Terbutaline,fin/swe
R03CC04,Fenoterol,fin/swe
R03CC05,Hexoprenaline,fin/swe
R03CC06,Isoetarine,fin/swe
R03CC07,Pirbuterol,fin/swe
R03CC08,Procaterol,fin/swe
R03CC09,Tretoquinol,fin/swe
R03CC10,Carbuterol,fin/swe
R03CC11,Tulobuterol,fin/swe
R03CC12,Bambuterol,fin/swe
R03CC13,Clenbuterol,fin/swe
R03CC14,Reproterol,fin/swe
R03CC15,Formoterol,fin/swe
R03CC53,"Terbutaline, combinations",fin/swe
R03CC63,Clenbuterol and ambroxol,fin/swe
R03CK,Adrenergics and other drugs for obstructive airway diseases,est/swe/lat/ice/den
R03DA,Xanthines,est/swe/lat/ice/den
R03DA01,Diprophylline,fin/swe
R03DA02,Choline theophyllinate,fin/swe
R03DA03,Proxyphylline,fin/swe
R03DA04,Theophylline,fin/swe
R03DA05,Aminophylline,fin/swe
R03DA06,Etamiphylline,fin/swe
R03DA07,Theobromine,fin/swe
R03DA08,Bamifylline,fin/swe
R03DA09,Acefylline piperazine,fin/swe
R03DA10,Bufylline,fin/swe
R03DA11,Doxofylline,fin/swe
R03DA12,Mepyramine theophyllinacetate,fin/swe
R03DA20,Combinations of xanthines,fin/swe
R03DA51,"Diprophylline, combinations",fin/swe
R03DA54,"Theophylline, combinations excl. psycholeptics",fin/swe
R03DA55,"Aminophylline, combinations",fin/swe
R03DA57,"Theobromine, combinations",fin/swe
R03DA74,"Theophylline, combinations with psycholeptics",fin/swe
R03DB,Xanthines and adrenergics,est/swe/lat/ice/den
R03DB01,Diprophylline and adrenergics,fin/swe
R03DB02,Choline theophyllinate and adrenergics,fin/swe
R03DB03,Proxyphylline and adrenergics,fin/swe
R03DB04,Theophylline and adrenergics,fin/swe
R03DB05,Aminophylline and adrenergics,fin/swe
R03DB06,Etamiphylline and adrenergics,fin/swe
R03DC,Leukotriene receptor antagonists,est/swe/lat/ice/den
R03DC01,Zafirlukast,fin/swe
R03DC02,Pranlukast,fin/swe
R03DC03,Montelukast,fin/swe
R03DC04,Ibudilast,fin/swe
R03DC53,"Montelukast, combinations",fin/swe
R03DX,Other systemic drugs for obstructive airway diseases,est/swe/lat/ice/den
R03DX01,Amlexanox,fin/swe
R03DX02,Eprozinol,fin/swe
R03DX03,Fenspiride,fin/swe
R03DX05,Omalizumab,fin/swe
R03DX06,Seratrodast,fin/swe
R03DX07,Roflumilast,fin/swe
R03DX08,Reslizumab,fin/swe
R03DX09,Mepolizumab,fin/swe
R03DX10,Benralizumab,fin/swe
R03DX11,Tezepelumab,fin/swe
R05CA,Expectorants,est/swe/lat/ice/den
R05CA01,Tyloxapol,fin/swe
R05CA02,Potassium iodide,fin/swe
R05CA03,Guaifenesin,fin/swe
R05CA04,Ipecacuanha,fin/swe
R05CA05,Altheae radix,fin/swe
R05CA06,Senega,fin/swe
R05CA07,Antimony pentasulfide,fin/swe
R05CA08,Creosote,fin/swe
R05CA09,Guaiacolsulfonate,fin/swe
R05CA10,Combinations,fin/swe
R05CA11,Levoverbenone,fin/swe
R05CA12,Hederae helicis folium,fin/swe
R05CA13,Cineole,fin/swe
R05CB,Mucolytics,est/swe/lat/ice/den
R05CB01,Acetylcysteine,fin/swe
R05CB02,Bromhexine,fin/swe
R05CB03,Carbocisteine,fin/swe
R05CB04,Eprazinone,fin/swe
R05CB05,Mesna,fin/swe
R05CB06,Ambroxol,fin/swe
R05CB07,Sobrerol,fin/swe
R05CB08,Domiodol,fin/swe
R05CB09,Letosteine,fin/swe
R05CB10,Combinations,fin/swe
R05CB11,Stepronin,fin/swe
R05CB13,Dornase alfa (desoxyribonuclease),fin/swe
R05CB14,Neltenexine,fin/swe
R05CB15,Erdosteine,fin/swe
R05CB16,Mannitol,fin/swe
R05DA,Opium alkaloids and derivatives,est/swe/lat/ice/den
R05DA01,Ethylmorphine,fin/swe
R05DA03,Hydrocodone,fin/swe
R05DA04,Codeine,fin/swe
R05DA05,Opium alkaloids with morphine,fin/swe
R05DA06,Normethadone,fin/swe
R05DA07,Noscapine,fin/swe
R05DA08,Pholcodine,fin/swe
R05DA09,Dextromethorphan,fin/swe
R05DA10,Thebacon,fin/swe
R05DA11,Dimemorfan,fin/swe
R05DA12,Acetyldihydrocodeine,fin/swe
R05DA20,Combinations,fin/swe
R05DB,Other cough suppressants,est/swe/lat/ice/den
R05DB01,Benzonatate,fin/swe
R05DB02,Benproperine,fin/swe
R05DB03,Clobutinol,fin/swe
R05DB04,Isoaminile,fin/swe
R05DB05,Pentoxyverine,fin/swe
R05DB07,Oxolamine,fin/swe
R05DB09,Oxeladin,fin/swe
R05DB10,Clofedanol,fin/swe
R05DB11,Pipazetate,fin/swe
R05DB12,Bibenzonium bromide,fin/swe
R05DB13,Butamirate,fin/swe
R05DB14,Fedrilate,fin/swe
R05DB15,Zipeprol,fin/swe
R05DB16,Dibunate,fin/swe
R05DB17,Droxypropine,fin/swe
R05DB18,Prenoxdiazine,fin/swe
R05DB19,Dropropizine,fin/swe
R05DB20,Combinations,fin/swe
R05DB21,Cloperastine,fin/swe
R05DB22,Meprotixol,fin/swe
R05DB23,Piperidione,fin/swe
R05DB24,Tipepidine,fin/swe
R05DB25,Morclofone,fin/swe
R05DB26,Nepinalone,fin/swe
R05DB27,Levodropropizine,fin/swe
R05DB28,Dimethoxanate,fin/swe
R05DB29,Gefapixant,fin/swe
R05FA,Opium derivatives and expectorants,est/swe/lat/ice/den
R05FA01,Opium derivatives and mucolytics,fin/swe
R05FA02,Opium derivatives and expectorants,fin/swe
R05FB,Other cough suppressants and expectorants,est/swe/lat/ice/den
R05FB01,Cough suppressants and mucolytics,fin/swe
R05FB02,Cough suppressants and expectorants,fin/swe
R06AA,Aminoalkyl ethers,est/swe/lat/ice/den
R06AA01,Bromazine,fin/swe
R06AA02,Diphenhydramine,fin/swe
R06AA04,Clemastine,fin/swe
R06AA06,Chlorphenoxamine,fin/swe
R06AA07,Diphenylpyraline,fin/swe
R06AA08,Carbinoxamine,fin/swe
R06AA09,Doxylamine,fin/swe
R06AA10,Trimethobenzamide,fin/swe
R06AA11,Dimenhydrinate,fin/swe
R06AA52,"Diphenhydramine, combinations",fin/swe
R06AA54,"Clemastine, combinations",fin/swe
R06AA56,"Chlorphenoxamine, combinations",fin/swe
R06AA57,"Diphenylpyraline, combinations",fin/swe
R06AA59,"Doxylamine, combinations",fin/swe
R06AB,Substituted alkylamines,est/swe/lat/ice/den
R06AB01,Brompheniramine,fin/swe
R06AB02,Dexchlorpheniramine,fin/swe
R06AB03,Dimetindene,fin/swe
