ord,id,drg_comb,rtc,icd,mdc,dgcat,pdgprop,compl,or_proc,procpro,secpro,dgprop1,dgprop2,dgprop3,dgprop4,agelim,sex,dur,disch,nat_ver
70601600001,406D1600001,179M,0,+,6.0,06M06,,2.0,N,,,,,,,,,,,swe
70601600050,406D160005,179C,0,+,6.0,06M06,,1.0,N,,,,,,,,,,,swe
70601600090,406D160009,179N,0,+,6.0,06M06,,,N,,,,,,,,,,,swe
70601710000,406D171000,180X,0,+,6.0,06M07,,1.0,N,,,,,,,,,,,den/est/fin/ice/lat/nor/swe
70601720000,406D172000,181X,0,+,6.0,06M07,,,N,,,,,,,,,,,den/est/fin/ice/lat/nor/swe
70601810000,406D181000,182X,0,+,6.0,06M08,,1.0,N,,,,,,,>6574,,,,den/est/ice/lat/nor
70601810016,406D1810002,182J,0,+,,,06P05,2.0,N,,,,,,,>6574,,,,fin/swe
70601810024,406D1810003,182G,0,+,,,06P05,1.0,N,,,,,,,>6574,,,,fin/swe
70601810028,406D1810004,182H,0,+,,,06P05,,N,,,,,,,>6574,,,,fin/swe
70601810030,406D1810009,182L,0,+,,,06P05,1.0,N,,,,,,,,,,,fin/swe
70601810031,406D1810010,182K,0,+,,,06P05,,N,,,,,,,,,,,fin/swe
70601810032,406D1810005,184J,0,+,,,06P06,2.0,N,,,,,,,>6574,,,,fin/swe
70601810038,406D1810006,184G,0,+,,,06P06,1.0,N,,,,,,,>6574,,,,fin/swe
70601810041,406D1810007,184H,0,+,,,06P06,,N,,,,,,,>6574,,,,fin/swe
70601810042,406D1810012,184L,0,+,,,06P06,1.0,N,,,,,,,,,,,fin/swe
70601810043,406D1810013,184K,0,+,,,06P06,,N,,,,,,,,,,,fin/swe
70601820000,406D182000,183X,0,+,6.0,06M08,,,N,,,,,,,>6574,,,,den/est/ice/lat/nor
70601830000,406D183000,184A,0,+,6.0,06M08,,1.0,N,,,,,,,,,,,den/est/ice/lat/nor
70601840000,406D184000,184B,0,+,6.0,06M08,,,N,,,,,,,,,,,den/est/ice/lat/nor
70601900020,406D190002,193M,0,+,,,07P14,2.0,,07S05,,00X10,,,,,,,,swe
70601900040,406D190004,193C,0,+,,,07P14,1.0,,07S05,,00X10,,,,,,,,swe
70601900060,406D190006,194X,0,+,,,07P14,,,07S05,,00X10,,,,,,,,swe
70601900080,406D190008,193M,0,+,,,07P14,2.0,,07S02,,00X10,,,,,,,,swe
70601900100,406D190010,193C,0,+,,,07P14,1.0,,07S02,,00X10,,,,,,,,swe
70601900120,406D190012,194X,0,+,,,07P14,,,07S02,,00X10,,,,,,,,swe
70601900140,406D190014,201C,0,+,,,07P14,1.0,,07S07,,00X10,,,,,,,,swe
70601900160,406D190016,201N,0,+,,,07P14,,,07S07,,00X10,,,,,,,,swe
70601900180,406D190018,493M,0,+,,,07P14,2.0,,07S08,,,,,,,,,,swe
70601900200,406D190020,493C,0,+,,,07P14,1.0,,07S08,,,,,,,,,,swe
70601900220,406D190022,494X,0,+,,,07P14,,,07S08,,,,,,,,,,swe
70609910000,406D991000,188X,0,+,6.0,,,1.0,N,,,,,,,>6574,,,,den/est/fin/ice/lat/nor
70609920000,406D992000,189X,0,+,6.0,,,,N,,,,,,,>6574,,,,den/est/fin/ice/lat/nor
70609940000,406D994000,190X,0,+,6.0,,,,N,,,,,,,,,,,den/est/fin/ice/lat/nor
70609940001,406D9940001,190M,0,+,6.0,,,2.0,N,,,,,,,,,,,swe
70609940050,406D994005,190C,0,+,6.0,,,1.0,N,,,,,,,,,,,swe
70609940090,406D994009,190N,0,+,6.0,,,,N,,,,,,,,,,,swe
70700101001,407D0101001,192M,0,+,7.0,,,2.0,S,07S01,,,,,,,,,,swe
70700101050,407D010105,191B,0,+,7.0,,,1.0,S,07S01,,,,,,,,,,den/est/fin/ice/lat/nor/swe
70700102000,407D010200,192X,0,+,7.0,,,,S,07S01,,,,,,,,,,den/est/fin/ice/lat/nor/swe
70700200000,407D020000,193X,0,+,7.0,,,1.0,S,07S05,,,,,,,,,,fin
70700201000,407D020100,193X,0,+,7.0,,,1.0,S,07S05,,,,,,,,,,den/est/ice/lat/nor
70700201001,407D0201001,193X,0,+,7.0,,,1.0,,07S05,,00X10,,,,,,,,fin
70700201002,407D0201002,193M,0,+,7.0,,,2.0,S,07S05,,,,,,,,,,swe
70700201010,407D020101,193X,0,+,,,07P14,1.0,S,07S05,,,,,,,,,,fin
70700201011,407D0201011,193M,0,+,7.0,,,2.0,,07S05,,00X10,,,,,,,,swe
70700201020,407D020102,193M,0,+,,,07P14,2.0,S,07S05,,,,,,,,,,swe
70700201050,407D020105,193C,0,+,7.0,,,1.0,S,07S05,,,,,,,,,,swe
70700201060,407D020106,193C,0,+,7.0,,,1.0,,07S05,,00X10,,,,,,,,swe
70700201070,407D020107,193C,0,+,,,07P14,1.0,S,07S05,,,,,,,,,,swe
70700201100,407D020110,193X,0,+,7.0,,,1.0,,07S05,,00X10,,,,,,,,den/est/ice/lat
70700201101,407D0201101,193X,0,+,,,07P14,1.0,S,07S05,,,,,,,,,,nor
70700201200,407D020120,193X,0,+,,,07P14,1.0,S,07S05,,,,,,,,,,den/est/ice/lat
70700201300,407D020130,193X,0,+,,,07P14,1.0,,07S05,,00X10,,,,,,,,den/est/ice/lat
70700202000,407D020200,194X,0,+,7.0,,,,S,07S05,,,,,,,,,,den/est/ice/lat/nor/swe
70700202100,407D020210,194X,0,+,7.0,,,,,07S05,,00X10,,,,,,,,den/est/ice/lat/swe
70700202101,407D0202101,194X,0,+,,,07P14,,S,07S05,,,,,,,,,,nor
70700202200,407D020220,194X,0,+,,,07P14,,S,07S05,,,,,,,,,,den/est/ice/lat
70700202300,407D020230,194X,0,+,,,07P14,,,07S05,,00X10,,,,,,,,den/est/ice/lat
70700202301,407D0202301,194X,0,+,,,07P14,,S,07S05,,,,,,,,,,swe
70700203000,407D020300,194X,0,+,7.0,,,,S,07S05,,,,,,,,,,fin
70700203100,407D020310,194X,0,+,,,07P14,,S,07S05,,,,,,,,,,fin
70700204000,407D020400,194X,0,+,7.0,,,,,07S05,,00X10,,,,,,,,fin
70700309000,407D030900,195X,0,+,7.0,,,1.0,S,07S02,07S03,,,,,,,,,fin
70700310000,407D031000,195X,0,+,7.0,,,1.0,S,07S02,07S03,,,,,,,,,den/est/ice/lat/nor
70700310001,407D0310001,195X,0,+,,,07P14,1.0,S,07S02,07S03,,,,,,,,,fin
70700310050,407D031005,195C,0,+,7.0,,,1.0,S,07S02,07S03,,,,,,,,,swe
70700310060,407D031006,195C,0,+,,,07P14,1.0,S,07S02,07S03,,,,,,,,,swe
70700310080,407D031008,195C,0,+,7.0,,,1.0,S,07S02,07S04,,,,,,,,,swe
70700310100,407D031010,195X,0,+,7.0,,,1.0,,07S02,07S03,00X10,,,,,,,,ice
70700310101,407D0310101,195X,0,+,,,07P14,1.0,S,07S02,07S03,,,,,,,,,nor
70700310110,407D031011,195C,0,+,,,07P14,1.0,S,07S02,07S04,,,,,,,,,swe
70700310200,407D031020,195X,0,+,,,07P14,1.0,S,07S02,07S03,,,,,,,,,den/est/ice/lat
70700310300,407D031030,195X,0,+,,,07P14,1.0,,07S02,07S03,00X10,,,,,,,,ice
70700311000,407D031100,195X,0,+,7.0,,,1.0,S,07S02,07S04,,,,,,,,,den/est/fin/ice/lat/nor
70700311100,407D031110,195X,0,+,7.0,,,1.0,,07S02,07S04,00X10,,,,,,,,ice
70700311101,407D0311101,195X,0,+,,,07P14,1.0,S,07S02,07S04,,,,,,,,,nor
70700311200,407D031120,195X,0,+,,,07P14,1.0,S,07S02,07S04,,,,,,,,,den/est/ice/lat
70700311300,407D031130,195X,0,+,,,07P14,1.0,,07S02,07S04,00X10,,,,,,,,ice
70700312000,407D031200,195X,0,+,,,07P14,1.0,S,07S02,07S04,,,,,,,,,fin
70700319000,407D031900,196X,0,+,7.0,,,,S,07S02,07S03,,,,,,,,,fin
70700320000,407D032000,196X,0,+,7.0,,,,S,07S02,07S03,,,,,,,,,den/est/ice/lat/nor/swe
70700320001,407D0320001,196X,0,+,,,07P14,,S,07S02,07S03,,,,,,,,,fin
70700320100,407D032010,196X,0,+,7.0,,,,,07S02,07S03,00X10,,,,,,,,ice
70700320101,407D0320101,196X,0,+,,,07P14,,S,07S02,07S03,,,,,,,,,nor
70700320200,407D032020,196X,0,+,,,07P14,,S,07S02,07S03,,,,,,,,,den/est/ice/lat
70700320300,407D032030,196X,0,+,,,07P14,,,07S02,07S03,00X10,,,,,,,,ice
70700320500,407D032050,196X,0,+,,,07P14,,S,07S02,07S03,,,,,,,,,swe
70700321000,407D032100,196X,0,+,7.0,,,,S,07S02,07S04,,,,,,,,,den/est/fin/ice/lat/nor/swe
70700321100,407D032110,196X,0,+,7.0,,,,,07S02,07S04,00X10,,,,,,,,ice
70700321101,407D0321101,196X,0,+,,,07P14,,S,07S02,07S04,,,,,,,,,nor
70700321200,407D032120,196X,0,+,,,07P14,,S,07S02,07S04,,,,,,,,,den/est/ice/lat
70700321300,407D032130,196X,0,+,,,07P14,,,07S02,07S04,00X10,,,,,,,,ice
70700321500,407D032150,196X,0,+,,,07P14,,S,07S02,07S04,,,,,,,,,swe
70700322000,407D032200,196X,0,+,,,07P14,,S,07S02,07S04,,,,,,,,,fin
70700508000,407D050800,193X,0,+,7.0,,,1.0,S,07S02,,,,,,,,,,fin
70700509000,407D050900,193X,0,+,,,07P14,1.0,S,07S02,,,,,,,,,,fin
70700510000,407D051000,193X,0,+,7.0,,,1.0,,07S02,,00X10,,,,,,,,fin
70700511000,407D051100,193X,0,+,7.0,,,1.0,S,07S02,,,,,,,,,,den/est/ice/lat/nor
70700511002,407D0511002,193M,0,+,7.0,,,2.0,S,07S02,,,,,,,,,,swe
70700511010,407D051101,193M,0,+,7.0,,,2.0,,07S02,,00X10,,,,,,,,swe
70700511020,407D051102,193M,0,+,,,07P14,2.0,S,07S02,,,,,,,,,,swe
70700511050,407D051105,193C,0,+,7.0,,,1.0,S,07S02,,,,,,,,,,swe
70700511060,407D051106,193C,0,+,7.0,,,1.0,,07S02,,00X10,,,,,,,,swe
70700511070,407D051107,193C,0,+,,,07P14,1.0,S,07S02,,,,,,,,,,swe
70700511100,407D051110,193X,0,+,7.0,,,1.0,,07S02,,00X10,,,,,,,,den/est/ice/lat
70700511101,407D0511101,193X,0,+,,,07P14,1.0,S,07S02,,,,,,,,,,nor
70700511200,407D051120,193X,0,+,,,07P14,1.0,S,07S02,,,,,,,,,,den/est/ice/lat
70700511300,407D051130,193X,0,+,,,07P14,1.0,,07S02,,00X10,,,,,,,,den/est/ice/lat
70700512000,407D051200,194X,0,+,7.0,,,,S,07S02,,,,,,,,,,den/est/fin/ice/lat/nor/swe
70700512100,407D051210,194X,0,+,7.0,,,,,07S02,,00X10,,,,,,,,den/est/ice/lat/swe
70700512101,407D0512101,194X,0,+,,,07P14,,S,07S02,,,,,,,,,,nor
70700512200,407D051220,194X,0,+,,,07P14,,S,07S02,,,,,,,,,,den/est/ice/lat
70700512300,407D051230,194X,0,+,,,07P14,,,07S02,,00X10,,,,,,,,den/est/ice/lat
70700512500,407D051250,194X,0,+,,,07P14,,S,07S02,,,,,,,,,,swe
70700513000,407D051300,194X,0,+,7.0,,,,,07S02,,00X10,,,,,,,,fin
70700515000,407D051500,194X,0,+,,,07P14,,S,07S02,,,,,,,,,,fin
70700610000,407D061000,197X,0,+,7.0,,,1.0,S,07S03,,,,,,,,,,fin
70700611000,407D061100,197X,0,+,7.0,,,1.0,S,07S03,,,,,,,,,,den/est/ice/lat/nor
70700611001,407D0611001,197X,0,+,,,07P14,1.0,S,07S03,,,,,,,,,,fin
70700611002,407D0611002,197M,0,+,7.0,,,2.0,S,07S03,,,,,,,,,,swe
70700611030,407D061103,197M,0,+,,,07P14,2.0,S,07S03,,,,,,,,,,swe
70700611050,407D061105,197C,0,+,7.0,,,1.0,S,07S03,,,,,,,,,,swe
70700611080,407D061108,197C,0,+,,,07P14,1.0,S,07S03,,,,,,,,,,swe
70700611100,407D061110,197X,0,+,,,07P14,1.0,S,07S03,,,,,,,,,,ice/nor
70700611200,407D061120,197X,0,+,,,07P14,1.0,S,07S03,,,,,,,,,,den/est/lat
70700612000,407D061200,198X,0,+,7.0,,,,S,07S03,,,,,,,,,,den/est/fin/ice/lat/nor/swe
70700612100,407D061210,198X,0,+,,,07P14,,S,07S03,,,,,,,,,,ice/nor
70700612200,407D061220,198X,0,+,,,07P14,,S,07S03,,,,,,,,,,den/est/lat
70700612500,407D061250,198X,0,+,,,07P14,,S,07S03,,,,,,,,,,swe
70700613000,407D061300,198X,0,+,,,07P14,,S,07S03,,,,,,,,,,fin
70700710000,407D071000,493X,0,+,7.0,,,1.0,S,07S04,,,,,,,,,,fin
70700711000,407D071100,493X,0,+,7.0,,,1.0,S,07S04,,,,,,,,,,den/est/ice/lat/nor
70700711001,407D0711001,493X,0,+,,,07P14,1.0,S,07S04,,,,,,,,,,fin
70700711002,407D0711002,493M,0,+,7.0,,,2.0,S,07S04,,,,,,,,,,swe
70700711030,407D071103,493M,0,+,,,07P14,2.0,S,07S04,,,,,,,,,,swe
70700711050,407D071105,493C,0,+,7.0,,,1.0,S,07S04,,,,,,,,,,swe
70700711080,407D071108,493C,0,+,,,07P14,1.0,S,07S04,,,,,,,,,,swe
70700711100,407D071110,493X,0,+,,,07P14,1.0,S,07S04,,,,,,,,,,ice/nor
70700711200,407D071120,493X,0,+,,,07P14,1.0,S,07S04,,,,,,,,,,den/est/lat
70700712000,407D071200,494X,0,+,7.0,,,,S,07S04,,,,,,,,,,den/est/fin/ice/lat/nor/swe
70700712100,407D071210,494X,0,+,,,07P14,,S,07S04,,,,,,,,,,ice/nor
70700712200,407D071220,494X,0,+,,,07P14,,S,07S04,,,,,,,,,,den/est/lat
70700712500,407D071250,494X,0,+,,,07P14,,S,07S04,,,,,,,,,,swe
70700713000,407D071300,494X,0,+,,,07P14,,S,07S04,,,,,,,,,,fin
70701100000,407D110000,199X,0,+,7.0,07M02,,,S,07S06,,,,,,,,,,fin
70701110000,407D111000,199X,0,+,7.0,07M02,,,S,07S06,,,,,,,,,,den/est/ice/lat/nor
70701110001,407D1110001,199M,0,+,7.0,07M02,,2.0,S,07S06,,,,,,,,,,swe
70701110010,407D111001,199M,0,+,7.0,07M02,,2.0,,07S06,,00X10,,,,,,,,swe
70701110090,407D111009,199N,0,+,7.0,07M02,,,S,07S06,,,,,,,,,,swe
70701110100,407D111010,199N,0,+,7.0,07M02,,,,07S06,,00X10,,,,,,,,swe
70701111000,407D111100,199X,0,+,7.0,07M02,,,,07S06,,00X10,,,,,,,,den/est/ice/lat
70701120000,407D112000,199X,0,+,7.0,07M02,,,,07S06,,00X10,,,,,,,,fin
70701210000,407D121000,200X,0,+,7.0,,,,S,07S06,,,,,,,,,,den/est/fin/ice/lat/nor
70701210001,407D1210001,200M,0,+,7.0,,,2.0,S,07S06,,,,,,,,,,swe
70701210010,407D121001,200M,0,+,7.0,,,2.0,,07S06,,00X10,,,,,,,,swe
70701210050,407D121005,200C,0,+,7.0,,,1.0,S,07S06,,,,,,,,,,swe
70701210060,407D121006,200C,0,+,7.0,,,1.0,,07S06,,00X10,,,,,,,,swe
70701210090,407D121009,200N,0,+,7.0,,,,S,07S06,,,,,,,,,,swe
70701210100,407D121010,200N,0,+,7.0,,,,,07S06,,00X10,,,,,,,,swe
70701211000,407D121100,200X,0,+,7.0,,,,,07S06,,00X10,,,,,,,,den/est/ice/lat
70701220000,407D122000,200X,0,+,7.0,,,,,07S06,,00X10,,,,,,,,fin
70701301000,407D130100,201X,0,+,7.0,,,,S,07S07,,,,,,,,,,den/est/fin/ice/lat/nor
70701301050,407D130105,201C,0,+,7.0,,,1.0,S,07S07,,,,,,,,,,swe
70701301060,407D130106,201C,0,+,,,07P14,1.0,S,07S07,,,,,,,,,,swe
70701301070,407D130107,201C,0,+,7.0,,,1.0,,07S07,,00X10,,,,,,,,swe
70701301080,407D130108,201N,0,+,7.0,,,,S,07S07,,,,,,,,,,swe
70701301100,407D130110,201X,0,+,7.0,,,,,07S07,,00X10,,,,,,,,den/est/ice/lat
70701301101,407D1301101,201X,0,+,,,07P14,,S,07S07,,,,,,,,,,nor
70701301102,407D1301102,201N,0,+,7.0,,,,,07S07,,00X10,,,,,,,,swe
70701301150,407D130115,201N,0,+,,,07P14,,S,07S07,,,,,,,,,,swe
70701301200,407D130120,201X,0,+,,,07P14,,S,07S07,,,,,,,,,,den/est/ice/lat
70701301300,407D130130,201X,0,+,,,07P14,,,07S07,,00X10,,,,,,,,den
70701302000,407D130200,201X,0,+,7.0,,,,,07S07,,00X10,,,,,,,,fin
70701304000,407D130400,201X,0,+,,,07P14,,S,07S07,,,,,,,,,,fin
70701500000,407D150000,493X,0,+,7.0,,,1.0,,07S08,,,,,,,,,,fin
70701500100,407D150010,493X,0,+,7.0,,,1.0,,07S08,,,,,,,,,,den/est/ice/lat/nor
70701500102,407D1500102,493M,0,+,7.0,,,2.0,,07S08,,,,,,,,,,swe
70701500190,407D150019,493C,0,+,7.0,,,1.0,,07S08,,,,,,,,,,swe
70701500200,407D150020,494X,0,+,7.0,,,,,07S08,,,,,,,,,,den/est/fin/ice/lat/nor/swe
70701500300,407D150030,493X,0,+,,,07P14,1.0,,07S08,,,,,,,,,,den/lat/nor
70701500400,407D150040,494X,0,+,,,07P14,,,07S08,,,,,,,,,,den/nor
70701590000,407D159000,203M,0,+,7.0,,,2.0,,07S09,,,,,,,,,,swe
70701590060,407D159006,203C,0,+,7.0,,,1.0,,07S09,,,,,,,,,,swe
70701590100,407D159010,203N,0,+,7.0,,,,,07S09,,,,,,,,,,swe
70701600000,407D160000,202X,0,+,7.0,07M01,,,N,,,,,,,,,,,den/est/fin/ice/lat/nor
70701600001,407D1600001,202M,0,+,7.0,07M01,,2.0,N,,,,,,,,,,,swe
70701600050,407D160005,202C,0,+,7.0,07M01,,1.0,N,,,,,,,,,,,swe
70701600090,407D160009,202N,0,+,7.0,07M01,,,N,,,,,,,,,,,swe
70701700000,407D170000,203X,0,+,7.0,07M02,,,N,,,,,,,,,,,den/est/ice/lat/nor
70701700001,407D1700001,203M,0,+,7.0,07M02,,2.0,N,,,,,,,,,,,swe
70701700050,407D170005,203C,0,+,7.0,07M02,,1.0,N,,,,,,,,,,,swe
70701700090,407D170009,203N,0,+,7.0,07M02,,,N,,,,,,,,,,,swe
70701799500,407D179950,203A,0,+,7.0,07M02,,,N,90T06,,,,,,,,,,fin
70701799510,407D179951,203A,0,+,7.0,07M02,,,N,90T07,,,,,,,,,,fin
70701799520,407D179952,203A,0,+,7.0,07M02,,,N,90T08,,,,,,,,,,fin
70701799530,407D179953,203A,0,+,7.0,07M02,,,N,90T05,,,,,,,,,,fin
70701799600,407D179960,203B,0,+,7.0,07M02,,,N,90T01,90S01,,,,,,,,,fin
70701799610,407D179961,203B,0,+,7.0,07M02,,,N,99S80,,,,,,,,,,fin
70701799990,407D179999,203E,0,+,7.0,07M02,,,N,,,,,,,,,,,fin
70701800000,407D180000,204X,0,+,7.0,07M03,,,N,,,,,,,,,,,den/est/fin/ice/lat/nor
70701800001,407D1800001,204M,0,+,7.0,07M03,,2.0,N,,,,,,,,,,,swe
70701800050,407D180005,204C,0,+,7.0,07M03,,1.0,N,,,,,,,,,,,swe
70701800090,407D180009,204N,0,+,7.0,07M03,,,N,,,,,,,,,,,swe
70701900000,407D190000,205X,0,+,7.0,07M04,,1.0,N,,,,,,,,,,,den/est/fin/ice/lat/nor
70701900001,407D1900001,205M,0,+,7.0,07M04,,2.0,N,,,,,,,,,,,swe
70701900050,407D190005,205C,0,+,7.0,07M04,,1.0,N,,,,,,,,,,,swe
70701910000,407D191000,206X,0,+,7.0,07M04,,,N,,,,,,,,,,,den/est/fin/ice/lat/nor/swe
70702000000,407D200000,207X,0,+,7.0,,,1.0,N,,,,,,,,,,,den/est/fin/ice/lat/nor
70702000001,407D2000001,207M,0,+,7.0,,,2.0,N,,,,,,,,,,,swe
70702000050,407D200005,207C,0,+,7.0,,,1.0,N,,,,,,,,,,,swe
70702010000,407D201000,208X,0,+,7.0,,,,N,,,,,,,,,,,den/est/fin/ice/lat/nor/swe
70800100100,408D010010,471N,0,+,8.0,,,,S,08S81,08S82,,,,,,,,,den/est/ice/lat/nor/swe
70800100101,408D0100101,471X,0,+,8.0,,,,S,08S81,08S82,,,,,,,,,fin
70800101000,408D010100,471X,0,+,8.0,,,,S,08S81,08S83,,,,,,,,,fin
70800101100,408D010110,471N,0,+,8.0,,,,S,08S81,08S83,,,,,,,,,den/est/ice/lat/nor/swe
70800101200,408D010120,471N,0,+,8.0,,,,S,08S81,08S61,,,,,,,,,den/est/ice/lat/nor/swe
70800101201,408D0101201,471X,0,+,8.0,,,,S,08S81,08S61,,,,,,,,,fin
70800101300,408D010130,471N,0,+,8.0,,,,S,08S81,08S62,,,,,,,,,den/est/ice/lat/nor/swe
70800101301,408D0101301,471X,0,+,8.0,,,,S,08S81,08S62,,,,,,,,,fin
70800102100,408D010210,471N,0,+,8.0,,,,S,08S81,,99X04,,,,,,,,den/est/lat/swe
70800102101,408D0102101,471X,0,+,8.0,,,,S,08S81,,99X04,,,,,,,,fin
70800102102,408D0102102,471N,0,+,8.0,,,,S,08S81,99S13,,,,,,,,,ice/nor
70800102200,408D010220,471N,0,+,8.0,,,,S,08S81,,99X04,,,,,,,,nor
70800103100,408D010310,471N,0,+,8.0,,,,S,08S81,,99X00,99X02,,,,,,,den/est/ice/lat/nor/swe
70800103101,408D0103101,471X,0,+,8.0,,,,S,08S81,,99X00,99X02,,,,,,,fin
70800110100,408D011010,471N,0,+,8.0,,,,S,08S82,08S83,,,,,,,,,den/est/ice/lat/nor/swe
70800110101,408D0110101,471X,0,+,8.0,,,,S,08S82,08S83,,,,,,,,,fin
70800110200,408D011020,471N,0,+,8.0,,,,S,08S82,08S61,,,,,,,,,den/est/ice/lat/nor/swe
70800110201,408D0110201,471X,0,+,8.0,,,,S,08S82,08S61,,,,,,,,,fin
70800110300,408D011030,471N,0,+,8.0,,,,S,08S82,08S62,,,,,,,,,den/est/ice/lat/nor/swe
70800110301,408D0110301,471X,0,+,8.0,,,,S,08S82,08S62,,,,,,,,,fin
70800111100,408D011110,471N,0,+,8.0,,,,S,08S82,,99X04,,,,,,,,den/est/lat/swe
70800111101,408D0111101,471X,0,+,8.0,,,,S,08S82,,99X04,,,,,,,,fin
70800111102,408D0111102,471N,0,+,8.0,,,,S,08S82,99S13,,,,,,,,,ice/nor
70800111200,408D011120,471N,0,+,8.0,,,,S,08S82,,99X04,,,,,,,,nor
70800112100,408D011210,471N,0,+,8.0,,,,S,08S82,,99X00,99X02,,,,,,,den/est/ice/lat/nor/swe
70800112101,408D0112101,471X,0,+,8.0,,,,S,08S82,,99X00,99X02,,,,,,,fin
70800120100,408D012010,471N,0,+,8.0,,,,S,08S83,,99X04,,,,,,,,den/est/lat/swe
70800120101,408D0120101,471X,0,+,8.0,,,,S,08S83,08S61,,,,,,,,,fin
70800120102,408D0120102,471N,0,+,8.0,,,,S,08S83,99S13,,,,,,,,,ice/nor
70800120110,408D012011,471N,0,+,8.0,,,,S,08S83,,99X04,,,,,,,,nor
70800120200,408D012020,471N,0,+,8.0,,,,S,08S83,08S61,,,,,,,,,den/est/ice/lat/nor/swe
70800120300,408D012030,471N,0,+,8.0,,,,S,08S83,08S62,,,,,,,,,den/est/ice/lat/nor/swe
70800120301,408D0120301,471X,0,+,8.0,,,,S,08S83,08S62,,,,,,,,,fin
70800121000,408D012100,471X,0,+,8.0,,,,S,08S83,,99X00,99X02,,,,,,,fin
70800121100,408D012110,471N,0,+,8.0,,,,S,08S83,,99X00,99X02,,,,,,,den/est/ice/lat/nor/swe
70800121200,408D012120,471N,0,+,8.0,,,,S,08S61,08S62,,,,,,,,,den/est/ice/lat/nor/swe
70800121201,408D0121201,471X,0,+,8.0,,,,S,08S61,08S62,,,,,,,,,fin
70800121300,408D012130,471N,0,+,8.0,,,,S,08S61,,99X04,,,,,,,,den/est/lat/swe
70800121301,408D0121301,471X,0,+,8.0,,,,S,08S61,,99X04,,,,,,,,fin
70800121302,408D0121302,471N,0,+,8.0,,,,S,08S61,99S13,,,,,,,,,ice/nor
70800121310,408D012131,471N,0,+,8.0,,,,S,08S61,,99X04,,,,,,,,nor
70800121400,408D012140,471X,0,+,8.0,,,,S,08S61,,99X00,99X02,,,,,,,fin
70800121500,408D012150,471N,0,+,8.0,,,,S,08S62,,99X04,,,,,,,,den/est/lat/swe
70800121501,408D0121501,471X,0,+,8.0,,,,S,08S62,,99X04,,,,,,,,fin
70800121502,408D0121502,471N,0,+,8.0,,,,S,08S62,99S13,,,,,,,,,ice/nor
70800121510,408D012151,471N,0,+,8.0,,,,S,08S62,,99X04,,,,,,,,nor
70800121600,408D012160,471X,0,+,8.0,,,,S,08S62,,99X00,99X02,,,,,,,fin
70800309800,408D030980,075X,0,+,8.0,,,,S,04S01,,,,,,,,,,fin
70800309900,408D030990,075X,0,+,8.0,,,,S,04S01,,,,,,,,,,den/est/ice/lat/nor
70800309901,408D0309901,075M,0,+,8.0,,,2.0,S,04S01,,,,,,,,,,swe
70800309940,408D030994,209B,0,+,8.0,,,,S,08O50,,,,,,,,,,nor
70800309960,408D030996,209B,0,+,8.0,,,,S,08O51,,08X80,,,,,,,,nor
70800309990,408D030999,075N,0,+,8.0,,,,S,04S01,,,,,,,,,,swe
70800310000,408D031000,209C,0,+,8.0,,,,S,08S93,,,,,,,,,,den/est/fin/ice/lat
70800310010,408D031001,209C,0,+,8.0,,,,S,08O51,,,,,,,,,,nor
70800310090,408D031009,513N,0,+,8.0,,,,S,08S93,,,,,,,,,,swe
70800311000,408D031100,209D,0,+,8.0,,,1.0,S,08S81,,,,,,,,,,den/est/fin/lat
70800311037,408D0311000,209D,0,+,8.0,,08P05,,S,08S81,,,,,,,,,,est
70800311075,408D0311001,209S,0,+,8.0,08M02,,1.0,S,08S81,,,,,,,,,,ice/nor
70800311112,408D0311002,209S,0,+,8.0,08M05,,1.0,S,08S81,,,,,,,,,,ice/nor
70800311131,408D0311003,209T,0,+,8.0,08M02,,,S,08S81,,,,,,,,,,ice/nor
70800311140,408D0311004,209T,0,+,8.0,08M05,,,S,08S81,,,,,,,,,,ice/nor
70800311150,408D031115,512C,0,+,8.0,,,1.0,S,08S81,,,,,,,,,,swe
70800311170,408D031117,512C,0,+,,,08P05,,S,08S81,,,,,,,,,,swe
70800311190,408D031119,512N,0,+,8.0,,,,S,08S81,,,,,,,,,,swe
70800312000,408D031200,209E,0,+,8.0,,,,S,08S81,,,,,,,,,,den/est/fin/lat
70800312050,408D0312001,209U,0,+,8.0,,,1.0,S,08S81,,,,,,,,,,nor/ice
70800312075,408D0312002,209V,0,+,8.0,,,,S,08S81,,,,,,,,,,nor/ice
70800312100,408D031210,511B,0,+,8.0,,,,S,08S94,,,,,,,,,,swe
70800312180,408D031218,511B,0,+,8.0,,,,S,08S95,,,,,,,,,,swe
70800312700,408D031270,209J,0,+,8.0,,,,S,08S95,,08X80,,,,,,,,nor
70800312800,408D031280,209J,0,+,8.0,,,,S,08S94,,08X80,,,,,,,,nor
70800312900,408D031290,209F,0,+,8.0,,,,S,08S94,,,,,,,,,,fin
70800312910,408D031291,209J,0,+,8.0,,,,S,08O52,,,,,,,,,,nor
70800313000,408D031300,209F,0,+,8.0,,,,S,08S94,,,,,,,,,,den/est/ice/lat/nor
70800313100,408D031310,209F,0,+,8.0,,,,S,08S95,,,,,,,,,,den/est/fin/ice/lat/nor
70800313101,408D0313101,511A,0,+,8.0,,,,S,08S82,,,,,,,,,,swe
70800313110,408D031311,511A,0,+,8.0,,,,S,08S83,,,,,,,,,,swe
