code_plus,text_plus,ast,nat_ver
P7190,"Transitory neonatal disorder of calcium and magnesium metabolism, unspecified",,est/swe/lat/ice/den/fin/nor
P7200,"Neonatal goitre, not elsewhere classified",,est/swe/lat/ice/den/fin/nor
P7210,Transitory neonatal hyperthyroidism,,est/swe/lat/ice/den/fin/nor
P7220,"Other transitory neonatal disorders of thyroid function, not elsewhere classified",,est/swe/lat/ice/den/fin/nor
P7280,Other specified transitory neonatal endocrine disorders,,est/swe/lat/ice/den/fin/nor
P7290,"Transitory neonatal endocrine disorder, unspecified",,est/swe/lat/ice/den/fin/nor
P7400,Late metabolic acidosis of newborn,,est/swe/lat/ice/den/fin/nor
P7410,Dehydration of newborn,,est/swe/lat/ice/den/fin/nor
P7420,Disturbances of sodium balance of newborn,,est/swe/lat/ice/den/fin/nor
P7430,Disturbances of potassium balance of newborn,,est/swe/lat/ice/den/fin/nor
P7440,Other transitory electrolyte disturbances of newborn,,est/swe/lat/ice/den/fin/nor
P7450,Transitory tyrosinaemia of newborn,,est/swe/lat/ice/den/fin/nor
P7480,Other transitory metabolic disturbances of newborn,,est/swe/lat/ice/den/fin/nor
P7490,"Transitory metabolic disturbance of newborn, unspecified",,est/swe/lat/ice/den/fin/nor
P7500,Meconium ileus (E84.1+),*,est/swe/lat/ice/den/fin/nor
P7600,Meconium plug syndrome,,est/swe/lat/ice/den/fin/nor
P7610,Transitory ileus of newborn,,est/swe/lat/ice/den/fin/nor
P7620,Intestinal obstruction due to inspissated milk,,est/swe/lat/ice/den/fin/nor
P7680,Other specified intestinal obstruction of newborn,,est/swe/lat/ice/den/fin/nor
P7690,"Intestinal obstruction of newborn, unspecified",,est/swe/lat/ice/den/fin/nor
P7700,Necrotizing enterocolitis of fetus and newborn,,est/swe/lat/ice/den/fin/nor
P7800,Perinatal intestinal perforation,,est/swe/lat/ice/den/fin/nor
P7810,Other neonatal peritonitis,,est/swe/lat/ice/den/fin/nor
P7820,Neonatal haematemesis and melaena due to swallowed maternal blood,,est/swe/lat/ice/den/fin/nor
P7830,Noninfective neonatal diarrhoea,,est/swe/lat/ice/den/fin/nor
P7880,Other specified perinatal digestive system disorders,,est/swe/lat/ice/den/fin/nor
P788A,Congenital fibrosis of liver,,fin
P788B,Congenital cirrhosis of liver,,fin
P788E,Neonatal peptic ulcer,,fin
P7890,"Perinatal digestive system disorder, unspecified",,est/swe/lat/ice/den/fin/nor
P8000,Cold injury syndrome,,est/swe/lat/ice/den/fin/nor
P8080,Other hypothermia of newborn,,est/swe/lat/ice/den/fin/nor
P8090,"Hypothermia of newborn, unspecified",,est/swe/lat/ice/den/fin/nor
P8100,Environmental hyperthermia of newborn,,est/swe/lat/ice/den/fin/nor
P8180,Other specified disturbances of temperature regulation of newborn,,est/swe/lat/ice/den/fin/nor
P8190,"Disturbance of temperature regulation of newborn, unspecified",,est/swe/lat/ice/den/fin/nor
P8300,Sclerema neonatorum,,est/swe/lat/ice/den/fin/nor
P8310,Neonatal erythema toxicum,,est/swe/lat/ice/den/fin/nor
P8320,Hydrops fetalis not due to haemolytic disease,,est/swe/lat/ice/den/fin/nor
P8330,Other and unspecified oedema specific to fetus and newborn,,est/swe/lat/ice/den/fin/nor
P8340,Breast engorgement of newborn,,est/swe/lat/ice/den/fin/nor
P8350,Congenital hydrocele,,est/swe/lat/ice/den/fin/nor
P8360,Umbilical polyp of newborn,,est/swe/lat/ice/den/fin/nor
P8380,Other specified conditions of integument specific to fetus and newborn,,est/swe/lat/ice/den/fin/nor
P8390,"Condition of integument specific to fetus and newborn, unspecified",,est/swe/lat/ice/den/fin/nor
P9000,Convulsions of newborn,,est/swe/lat/ice/den/fin/nor
P9100,Neonatal cerebral ischaemia,,est/swe/lat/ice/den/fin/nor
P910A,Neonatal hypoxic-ischemic encephalopathy,,swe/lat/ice/den/fin/nor
P9110,Acquired periventricular cysts of newborn,,est/swe/lat/ice/den/fin/nor
P9120,Neonatal cerebral leukomalacia,,est/swe/lat/ice/den/fin/nor
P9130,Neonatal cerebral irritability,,est/swe/lat/ice/den/fin/nor
P9140,Neonatal cerebral depression,,est/swe/lat/ice/den/fin/nor
P9150,Neonatal coma,,est/swe/lat/ice/den/fin/nor
P9180,Other specified disturbances of cerebral status of newborn,,est/swe/lat/ice/den/fin/nor
P9190,"Disturbance of cerebral status of newborn, unspecified",,est/swe/lat/ice/den/fin/nor
P9200,Vomiting in newborn,,est/swe/lat/ice/den/fin/nor
P9210,Regurgitation and rumination in newborn,,est/swe/lat/ice/den/fin/nor
P9220,Slow feeding of newborn,,est/swe/lat/ice/den/fin/nor
P9230,Underfeeding of newborn,,est/swe/lat/ice/den/fin/nor
P9240,Overfeeding of newborn,,est/swe/lat/ice/den/fin/nor
P9250,Neonatal difficulty in feeding at breast,,est/swe/lat/ice/den/fin/nor
P9280,Other feeding problems of newborn,,est/swe/lat/ice/den/fin/nor
P9290,"Feeding problem of newborn, unspecified",,est/swe/lat/ice/den/fin/nor
P9300,Reactions and intoxications due to drugs administered to fetus and newborn,,est/swe/lat/ice/den/fin/nor
P9400,Transient neonatal myasthenia gravis,,est/swe/lat/ice/den/fin/nor
P9410,Congenital hypertonia,,est/swe/lat/ice/den/fin/nor
P9420,Congenital hypotonia,,est/swe/lat/ice/den/fin/nor
P9480,Other disorders of muscle tone of newborn,,est/swe/lat/ice/den/fin/nor
P9490,"Disorder of muscle tone of newborn, unspecified",,est/swe/lat/ice/den/fin/nor
P9500,Fetal death of unspecified cause,,est/swe/lat/ice/den/fin/nor
P9600,Congenital renal failure,,est/swe/lat/ice/den/fin/nor
P9610,Neonatal withdrawal symptoms from maternal use of drugs of addiction,,est/swe/lat/ice/den/fin/nor
P9620,Withdrawal symptoms from therapeutic use of drugs in newborn,,est/swe/lat/ice/den/fin/nor
P9630,Wide cranial sutures of newborn,,est/swe/lat/ice/den/fin/nor
P9640,"Termination of pregnancy, fetus and newborn",,est/swe/lat/ice/den/fin/nor
P9650,"Complications of intrauterine procedures, not elsewhere classified",,est/swe/lat/ice/den/fin/nor
P9680,Other specified conditions originating in the perinatal period,,est/swe/lat/ice/den/fin/nor
P9690,"Condition originating in the perinatal period, unspecified",,est/swe/lat/ice/den/fin/nor
Q0000,Anencephaly,,est/swe/lat/ice/den/fin/nor
Q0010,Craniorachischisis,,est/swe/lat/ice/den/fin/nor
Q0020,Iniencephaly,,est/swe/lat/ice/den/fin/nor
Q0100,Frontal encephalocele,,est/swe/lat/ice/den/fin/nor
Q0110,Nasofrontal encephalocele,,est/swe/lat/ice/den/fin/nor
Q0120,Occipital encephalocele,,est/swe/lat/ice/den/fin/nor
Q0180,Encephalocele of other sites,,est/swe/lat/ice/den/fin/nor
Q0190,"Encephalocele, unspecified",,est/swe/lat/ice/den/fin/nor
Q0200,Microcephaly,,est/swe/lat/ice/den/fin/nor
Q0300,Malformations of aqueduct of Sylvius,,est/swe/lat/ice/den/fin/nor
Q0310,Atresia of foramina of Magendie and Luschka,,est/swe/lat/ice/den/fin/nor
Q0380,Other congenital hydrocephalus,,est/swe/lat/ice/den/fin/nor
Q038A,Hydrolethalus syndrome,,fin
Q0390,"Congenital hydrocephalus, unspecified",,est/swe/lat/ice/den/fin/nor
Q0400,Congenital malformations of corpus callosum,,est/swe/lat/ice/den/fin/nor
Q0410,Arhinencephaly,,est/swe/lat/ice/den/fin/nor
Q0420,Holoprosencephaly,,est/swe/lat/ice/den/fin/nor
Q0430,Other reduction deformities of brain,,est/swe/lat/ice/den/fin/nor
Q0440,Septo-optic dysplasia,,est/swe/lat/ice/den/fin/nor
Q0450,Megalencephaly,,est/swe/lat/ice/den/fin/nor
Q0460,Congenital cerebral cysts,,est/swe/lat/ice/den/fin/nor
Q0480,Other specified congenital malformations of brain,,est/swe/lat/ice/den/fin/nor
Q0490,"Congenital malformation of brain, unspecified",,est/swe/lat/ice/den/fin/nor
Q0500,Cervical spina bifida with hydrocephalus,,est/swe/lat/ice/den/fin/nor
Q0510,Thoracic spina bifida with hydrocephalus,,est/swe/lat/ice/den/fin/nor
Q0520,Lumbar spina bifida with hydrocephalus,,est/swe/lat/ice/den/fin/nor
Q0530,Sacral spina bifida with hydrocephalus,,est/swe/lat/ice/den/fin/nor
Q0540,Unspecified spina bifida with hydrocephalus,,est/swe/lat/ice/den/fin/nor
Q0550,Cervical spina bifida without hydrocephalus,,est/swe/lat/ice/den/fin/nor
Q0560,Thoracic spina bifida without hydrocephalus,,est/swe/lat/ice/den/fin/nor
Q0570,Lumbar spina bifida without hydrocephalus,,est/swe/lat/ice/den/fin/nor
Q0580,Sacral spina bifida without hydrocephalus,,est/swe/lat/ice/den/fin/nor
Q0590,"Spina bifida, unspecified",,est/swe/lat/ice/den/fin/nor
Q0600,Amyelia,,est/swe/lat/ice/den/fin/nor
Q0610,Hypoplasia and dysplasia of spinal cord,,est/swe/lat/ice/den/fin/nor
Q0620,Diastematomyelia,,est/swe/lat/ice/den/fin/nor
Q0630,Other congenital cauda equina malformations,,est/swe/lat/ice/den/fin/nor
Q0640,Hydromyelia,,est/swe/lat/ice/den/fin/nor
Q0680,Other specified congenital malformations of spinal cord,,est/swe/lat/ice/den/fin/nor
Q0690,"Congenital malformation of spinal cord, unspecified",,est/swe/lat/ice/den/fin/nor
Q0700,Arnold-Chiari syndrome,,est/swe/lat/ice/den/fin/nor
Q0780,Other specified congenital malformations of nervous system,,est/swe/lat/ice/den/fin/nor
Q0790,"Congenital malformation of nervous system, unspecified",,est/swe/lat/ice/den/fin/nor
Q1000,Congenital ptosis,,est/swe/lat/ice/den/fin/nor
Q1010,Congenital ectropion,,est/swe/lat/ice/den/fin/nor
Q1020,Congenital entropion,,est/swe/lat/ice/den/fin/nor
Q1030,Other congenital malformations of eyelid,,est/swe/lat/ice/den/fin/nor
Q103A,Accessory eye muscle,,fin
Q1040,Absence and agenesis of lacrimal apparatus,,est/swe/lat/ice/den/fin/nor
Q1050,Congenital stenosis and stricture of lacrimal duct,,est/swe/lat/ice/den/fin/nor
Q1060,Other congenital malformations of lacrimal apparatus,,est/swe/lat/ice/den/fin/nor
Q1070,Congenital malformation of orbit,,est/swe/lat/ice/den/fin/nor
Q1100,Cystic eyeball,,est/swe/lat/ice/den/fin/nor
Q1110,Other anophthalmos,,est/swe/lat/ice/den/fin/nor
Q1120,Microphthalmos,,est/swe/lat/ice/den/fin/nor
Q1130,Macrophthalmos,,est/swe/lat/ice/den/fin/nor
Q1200,Congenital cataract,,est/swe/lat/ice/den/fin/nor
Q1210,Congenital displaced lens,,est/swe/lat/ice/den/fin/nor
Q1220,Coloboma of lens,,est/swe/lat/ice/den/fin/nor
Q1230,Congenital aphakia,,est/swe/lat/ice/den/fin/nor
Q1240,Spherophakia,,est/swe/lat/ice/den/fin/nor
Q1280,Other congenital lens malformations,,est/swe/lat/ice/den/fin/nor
Q1290,"Congenital lens malformation, unspecified",,est/swe/lat/ice/den/fin/nor
Q1300,Coloboma of iris,,est/swe/lat/ice/den/fin/nor
Q1310,Absence of iris,,est/swe/lat/ice/den/fin/nor
Q1320,Other congenital malformations of iris,,est/swe/lat/ice/den/fin/nor
Q1330,Congenital corneal opacity,,est/swe/lat/ice/den/fin/nor
Q1340,Other congenital corneal malformations,,est/swe/lat/ice/den/fin/nor
Q1350,Blue sclera,,est/swe/lat/ice/den/fin/nor
Q1380,Other congenital malformations of anterior segment of eye,,est/swe/lat/ice/den/fin/nor
Q1390,"Congenital malformation of anterior segment of eye, unspecified",,est/swe/lat/ice/den/fin/nor
Q1400,Congenital malformation of vitreous humour,,est/swe/lat/ice/den/fin/nor
Q1410,Congenital malformation of retina,,est/swe/lat/ice/den/fin/nor
Q1420,Congenital malformation of optic disc,,est/swe/lat/ice/den/fin/nor
Q1430,Congenital malformation of choroid,,est/swe/lat/ice/den/fin/nor
Q1480,Other congenital malformations of posterior segment of eye,,est/swe/lat/ice/den/fin/nor
Q1490,"Congenital malformation of posterior segment of eye, unspecified",,est/swe/lat/ice/den/fin/nor
Q1500,Congenital glaucoma,,est/swe/lat/ice/den/fin/nor
Q1580,Other specified congenital malformations of eye,,est/swe/lat/ice/den/fin/nor
Q1590,"Congenital malformation of eye, unspecified",,est/swe/lat/ice/den/fin/nor
Q1600,Congenital absence of (ear) auricle,,est/swe/lat/ice/den/fin/nor
Q1610,"Congenital absence, atresia and stricture of auditory canal (external)",,est/swe/lat/ice/den/fin/nor
Q1620,Absence of eustachian tube,,est/swe/lat/ice/den/fin/nor
Q1630,Congenital malformation of ear ossicles,,est/swe/lat/ice/den/fin/nor
Q1640,Other congenital malformations of middle ear,,est/swe/lat/ice/den/fin/nor
Q1650,Congenital malformation of inner ear,,est/swe/lat/ice/den/fin/nor
Q1690,"Congenital malformation of ear causing impairment of hearing, unspecified",,est/swe/lat/ice/den/fin/nor
Q1700,Accessory auricle,,est/swe/lat/ice/den/fin/nor
Q1710,Macrotia,,est/swe/lat/ice/den/fin/nor
Q1720,Microtia,,est/swe/lat/ice/den/fin/nor
Q1730,Other misshapen ear,,est/swe/lat/ice/den/fin/nor
Q1740,Misplaced ear,,est/swe/lat/ice/den/fin/nor
Q1750,Prominent ear,,est/swe/lat/ice/den/fin/nor
Q1780,Other specified congenital malformations of ear,,est/swe/lat/ice/den/fin/nor
Q1790,"Congenital malformation of ear, unspecified",,est/swe/lat/ice/den/fin/nor
Q1800,"Sinus, fistula and cyst of brachial cleft",,est/swe/lat/ice/den/fin/nor
Q1810,Preauricular sinus and cyst,,est/swe/lat/ice/den/fin/nor
Q1820,Other branchial cleft malformations,,est/swe/lat/ice/den/fin/nor
Q1830,Webbing of neck,,est/swe/lat/ice/den/fin/nor
Q1840,Macrostomia,,est/swe/lat/ice/den/fin/nor
Q1850,Microstomia,,est/swe/lat/ice/den/fin/nor
Q1860,Macrocheilia,,est/swe/lat/ice/den/fin/nor
Q1870,Microcheilia,,est/swe/lat/ice/den/fin/nor
Q1880,Other specified congenital malformations of face and neck,,est/swe/lat/ice/den/fin/nor
Q1890,"Congenital malformation of face and neck, unspecified",,est/swe/lat/ice/den/fin/nor
Q2000,Common arterial trunk,,est/swe/lat/ice/den/fin/nor
Q200A,Unilateral arterial trunk,,fin
Q2010,Double outlet right ventricle,,est/swe/lat/ice/den/fin/nor
Q2020,Double outlet left ventricle,,est/swe/lat/ice/den/fin/nor
Q2030,Discordant ventriculoarterial connection,,est/swe/lat/ice/den/fin/nor
Q2040,Double inlet ventricle,,est/swe/lat/ice/den/fin/nor
Q2050,Discordant atrioventricular connection,,est/swe/lat/ice/den/fin/nor
Q2060,Isomerism of atrial appendages,,est/swe/lat/ice/den/fin/nor
Q2080,Other congenital malformations of cardiac chambers and connections,,est/swe/lat/ice/den/fin/nor
Q2090,"Congenital malformation of cardiac chambers and connections, unspecified",,est/swe/lat/ice/den/fin/nor
Q2100,Ventricular septal defect,,est/swe/lat/ice/den/fin/nor
Q2110,Atrial septal defect,,est/swe/lat/ice/den/fin/nor
Q211E,Coronary sinus defect,,fin
Q211F,Lutembacher's syndrome,,fin
Q211G,Common atrium,,fin
Q2120,Atrioventricular septal defect,,est/swe/lat/ice/den/fin/nor
Q2130,Tetralogy of Fallot,,est/swe/lat/ice/den/fin/nor
Q2140,Aortopulmonary septal defect,,est/swe/lat/ice/den/fin/nor
Q2180,Other congenital malformations of cardiac septa,,est/swe/lat/ice/den/fin/nor
Q2190,"Congenital malformation of cardiac septum, unspecified",,est/swe/lat/ice/den/fin/nor
Q2200,Pulmonary valve atresia,,est/swe/lat/ice/den/fin/nor
Q2210,Congenital pulmonary valve stenosis,,est/swe/lat/ice/den/fin/nor
Q2220,Congenital pulmonary valve insufficiency,,est/swe/lat/ice/den/fin/nor
Q2230,Other congenital malformations of pulmonary valve,,est/swe/lat/ice/den/fin/nor
Q2240,Congenital tricuspid stenosis,,est/swe/lat/ice/den/fin/nor
Q2250,Ebstein's anomaly,,est/swe/lat/ice/den/fin/nor
Q2260,Hypoplastic right heart syndrome,,est/swe/lat/ice/den/fin/nor
Q2280,Other congenital malformations of tricuspid valve,,est/swe/lat/ice/den/fin/nor
Q2290,"Congenital malformation of tricuspid valve, unspecified",,est/swe/lat/ice/den/fin/nor
Q2300,Congenital stenosis of aortic valve,,est/swe/lat/ice/den/fin/nor
Q2310,Congenital insufficiency of aortic valve,,est/swe/lat/ice/den/fin/nor
Q2320,Congenital mitral stenosis,,est/swe/lat/ice/den/fin/nor
Q2330,Congenital mitral insufficiency,,est/swe/lat/ice/den/fin/nor
Q2340,Hypoplastic left heart syndrome,,est/swe/lat/ice/den/fin/nor
Q2380,Other congenital malformations of aortic and mitral valves,,est/swe/lat/ice/den/fin/nor
Q2390,"Congenital malformation of aortic and mitral valves, unspecified",,est/swe/lat/ice/den/fin/nor
Q2400,Dextrocardia,,est/swe/lat/ice/den/fin/nor
Q2410,Laevocardia,,est/swe/lat/ice/den/fin/nor
Q2420,Cor triatriatum,,est/swe/lat/ice/den/fin/nor
Q2430,Pulmonary infundibular stenosis,,est/swe/lat/ice/den/fin/nor
Q2440,Congenital subaortic stenosis,,est/swe/lat/ice/den/fin/nor
Q2450,Malformation of coronary vessels,,est/swe/lat/ice/den/fin/nor
Q2460,Congenital heart block,,est/swe/lat/ice/den/fin/nor
Q2480,Other specified congenital malformations of heart,,est/swe/lat/ice/den/fin/nor
Q2490,"Congenital malformation of heart, unspecified",,est/swe/lat/ice/den/fin/nor
Q2500,Patent ductus arteriosus,,est/swe/lat/ice/den/fin/nor
Q2510,Coarctation of aorta,,est/swe/lat/ice/den/fin/nor
Q2520,Atresia of aorta,,est/swe/lat/ice/den/fin/nor
Q252A,Interrupted aortic arch,,fin
Q2530,Stenosis of aorta,,est/swe/lat/ice/den/fin/nor
Q2540,Other congenital malformations of aorta,,est/swe/lat/ice/den/fin/nor
Q2550,Atresia of pulmonary artery,,est/swe/lat/ice/den/fin/nor
Q2560,Stenosis of pulmonary artery,,est/swe/lat/ice/den/fin/nor
Q2570,Other congenital malformations of pulmonary artery,,est/swe/lat/ice/den/fin/nor
Q2580,Other congenital malformations of great arteries,,est/swe/lat/ice/den/fin/nor
Q2590,"Congenital malformation of great arteries, unspecified",,est/swe/lat/ice/den/fin/nor
Q2600,Congenital stenosis of vena cava,,est/swe/lat/ice/den/fin/nor
Q2610,Persistent left superior vena cava,,est/swe/lat/ice/den/fin/nor
Q2620,Total anomalous pulmonary venous connection,,est/swe/lat/ice/den/fin/nor
Q2630,Partial anomalous pulmonary venous connection,,est/swe/lat/ice/den/fin/nor
Q2640,"Anomalous pulmonary venous connection, unspecified",,est/swe/lat/ice/den/fin/nor
Q2650,Anomalous portal venous connection,,est/swe/lat/ice/den/fin/nor
Q2660,Portal vein-hepatic artery fistula,,est/swe/lat/ice/den/fin/nor
Q2680,Other congenital malformations of great veins,,est/swe/lat/ice/den/fin/nor
Q2690,"Congenital malformation of great vein, unspecified",,est/swe/lat/ice/den/fin/nor
Q2700,Congenital absence and hypoplasia of umbilical artery,,est/swe/lat/ice/den/fin/nor
Q2710,Congenital renal artery stenosis,,est/swe/lat/ice/den/fin/nor
Q2720,Other congenital malformations of renal artery,,est/swe/lat/ice/den/fin/nor
Q2730,Peripheral arteriovenous malformation,,est/swe/lat/ice/den/fin/nor
Q2740,Congenital phlebectasia,,est/swe/lat/ice/den/fin/nor
Q2780,Other specified congenital malformations of peripheral vascular system,,est/swe/lat/ice/den/fin/nor
Q2790,"Congenital malformation of peripheral vascular system, unspecified",,est/swe/lat/ice/den/fin/nor
Q2800,Arteriovenous malformation of precerebral vessels,,est/swe/lat/ice/den/fin/nor
Q2810,Other malformations of precerebral vessels,,est/swe/lat/ice/den/fin/nor
Q2820,Arteriovenous malformation of cerebral vessels,,est/swe/lat/ice/den/fin/nor
Q2830,Other malformations of cerebral vessels,,est/swe/lat/ice/den/fin/nor
Q2880,Other specified congenital malformations of circulatory system,,est/swe/lat/ice/den/fin/nor
Q2890,"Congenital malformation of circulatory system, unspecified",,est/swe/lat/ice/den/fin/nor
Q3000,Choanal atresia,,est/swe/lat/ice/den/fin/nor
Q3010,Agenesis and underdevelopment of nose,,est/swe/lat/ice/den/fin/nor
Q3020,"Fissured, notched and cleft nose",,est/swe/lat/ice/den/fin/nor
Q3030,Congenital perforated nasal septum,,est/swe/lat/ice/den/fin/nor
Q3080,Other congenital malformations of nose,,est/swe/lat/ice/den/fin/nor
Q3090,"Congenital malformation of nose, unspecified",,est/swe/lat/ice/den/fin/nor
Q3100,Web of larynx,,est/swe/lat/ice/den/fin/nor
Q3110,Congenital subglottic stenosis,,est/swe/lat/ice/den/fin/nor
Q3120,Laryngeal hypoplasia,,est/swe/lat/ice/den/fin/nor
Q3130,Laryngocele,,est/swe/lat/ice/den/fin/nor
Q3140,Congenital laryngeal stridor,,est
Q3150,Congenital laryngomalacia,,est/swe/lat/ice/fin/nor
Q3180,Other congenital malformations of larynx,,est/swe/lat/ice/den/fin/nor
Q3190,"Congenital malformation of larynx, unspecified",,est/swe/lat/ice/den/fin/nor
Q3200,Congenital tracheomalacia,,est/swe/lat/ice/den/fin/nor
Q3210,Other congenital malformations of trachea,,est/swe/lat/ice/den/fin/nor
Q3220,Congenital bronchomalacia,,est/swe/lat/ice/den/fin/nor
Q3230,Congenital stenosis of bronchus,,est/swe/lat/ice/den/fin/nor
Q3240,Other congenital malformations of bronchus,,est/swe/lat/ice/den/fin/nor
Q3300,Congenital cystic lung,,est/swe/lat/ice/den/fin/nor
Q3310,Accessory lobe of lung,,est/swe/lat/ice/den/fin/nor
Q3320,Sequestration of lung,,est/swe/lat/ice/den/fin/nor
Q3330,Agenesis of lung,,est/swe/lat/ice/den/fin/nor
Q3340,Congenital bronchiectasis,,est/swe/lat/ice/den/fin/nor
Q3350,Ectopic tissue in lung,,est/swe/lat/ice/den/fin/nor
Q3360,Hypoplasia and dysplasia of lung,,est/swe/lat/ice/den/fin/nor
Q3380,Other congenital malformations of lung,,est/swe/lat/ice/den/fin/nor
Q3390,"Congenital malformation of lung, unspecified",,est/swe/lat/ice/den/fin/nor
Q3400,Anomaly of pleura,,est/swe/lat/ice/den/fin/nor
Q3410,Congenital cyst of mediastinum,,est/swe/lat/ice/den/fin/nor
Q3480,Other specified congenital malformations of respiratory system,,est/swe/lat/ice/den/fin/nor
Q3490,"Congenital malformation of respiratory system, unspecified",,est/swe/lat/ice/den/fin/nor
Q3510,Cleft hard palate,,est/lat/ice/den/fin/nor
Q3530,Cleft soft palate,,est/swe/lat/ice/den/fin/nor
Q3550,Cleft hard palate with cleft soft palate,,est/swe/lat/ice/den/nor
Q3570,Cleft uvula,,est/swe/lat/ice/den/fin/nor
Q357A,Hidden cleft palate,,fin
Q3590,"Cleft palate, unspecified",,est/swe/lat/ice/den/fin/nor
Q3600,"Cleft lip, bilateral",,est/swe/lat/ice/den/fin/nor
Q3610,"Cleft lip, median",,est/swe/lat/ice/den/fin/nor
Q3690,"Cleft lip, unilateral",,est/swe/lat/ice/den/fin/nor
Q369A,"Cleft lip, unspecified",,fin
Q3700,Cleft hard palate with bilateral cleft lip,,est/lat/ice/den/fin/nor
Q3710,Cleft hard palate with unilateral cleft lip,,est/lat/ice/den/fin/nor
Q3720,Cleft soft palate with bilateral cleft lip,,est/swe/lat/ice/den/fin/nor
Q3730,Cleft soft palate with unilateral cleft lip,,est/swe/lat/ice/den/fin/nor
Q3740,Cleft hard and soft palate with bilateral cleft lip,,est/swe/lat/ice/den/nor
Q3750,Cleft hard and soft palate with unilateral cleft lip,,est/swe/lat/ice/den/nor
Q3780,Unspecified cleft palate with bilateral cleft lip,,est/swe/lat/ice/den/fin/nor
Q3790,Unspecified cleft palate with unilateral cleft lip,,est/swe/lat/ice/den/fin/nor
Q379A,Unspecified cleft palatae and lip,,fin
Q3800,"Congenital malformations of lips, not elsewhere classified",,est/swe/lat/ice/den/fin/nor
Q380A,Congenital lip fistel,,fin
Q3810,Ankyloglossia,,est/swe/lat/ice/den/fin/nor
Q3820,Macroglossia,,est/swe/lat/ice/den/fin/nor
Q3830,Other congenital malformations of tongue,,est/swe/lat/ice/den/fin/nor
Q3840,Congenital malformations of salivary glands and ducts,,est/swe/lat/ice/den/fin/nor
Q3850,"Congenital malformations of palate, not elsewhere classified",,est/swe/lat/ice/den/fin/nor
Q3860,Other congenital malformations of mouth,,est/swe/lat/ice/den/fin/nor
Q3870,Pharyngeal pouch,,est/swe/lat/ice/den/fin/nor
Q3880,Other congenital malformations of pharynx,,est/swe/lat/ice/den/fin/nor
Q3900,Atresia of oesophagus without fistula,,est/swe/lat/ice/den/fin/nor
Q3910,Atresia of oesophagus with tracheo-oesophageal fistula,,est/swe/lat/ice/den/fin/nor
Q3920,Congenital tracheo-oesophageal fistula without atresia,,est/swe/lat/ice/den/fin/nor
Q3930,Congenital stenosis and stricture of oesophagus,,est/swe/lat/ice/den/fin/nor
Q3940,Oesophageal web,,est/swe/lat/ice/den/fin/nor
Q3950,Congenital dilatation of oesophagus,,est/swe/lat/ice/den/fin/nor
Q3960,Diverticulum of oesophagus,,est/swe/lat/ice/den/fin/nor
Q3980,Other congenital malformations of oesophagus,,est/swe/lat/ice/den/fin/nor
Q3990,"Congenital malformation of oesophagus, unspecified",,est/swe/lat/ice/den/fin/nor
Q4000,Congenital hypertrophic pyloric stenosis,,est/swe/lat/ice/den/fin/nor
Q4010,Congenital hiatus hernia,,est/swe/lat/ice/den/fin/nor
Q4020,Other specified congenital malformations of stomach,,est/swe/lat/ice/den/fin/nor
Q4030,"Congenital malformation of stomach, unspecified",,est/swe/lat/ice/den/fin/nor
Q4080,Other specified congenital malformations of upper alimentary tract,,est/swe/lat/ice/den/fin/nor
Q4090,"Congenital malformation of upper alimentary tract, unspecified",,est/swe/lat/ice/den/fin/nor
Q4100,"Congenital absence, atresia and stenosis of duodenum",,est/swe/lat/ice/den/fin/nor
Q4110,"Congenital absence, atresia and stenosis of jejunum",,est/swe/lat/ice/den/fin/nor
Q4120,"Congenital absence, atresia and stenosis of ileum",,est/swe/lat/ice/den/fin/nor
Q4180,"Congenital absence, atresia and stenosis of other specified parts of small intestine",,est/swe/lat/ice/den/fin/nor
Q4190,"Congenital absence, atresia and stenosis of small intestine, part unspecified",,est/swe/lat/ice/den/fin/nor
Q4200,"Congenital absence, atresia and stenosis of rectum with fistula",,est/swe/lat/ice/den/fin/nor
Q4210,"Congenital absence, atresia and stenosis of rectum without fistula",,est/swe/lat/ice/den/fin/nor
Q4220,"Congenital absence, atresia and stenosis of anus with fistula",,est/swe/lat/ice/den/fin/nor
Q4230,"Congenital absence, atresia and stenosis of anus without fistula",,est/swe/lat/ice/den/fin/nor
Q4280,"Congenital absence, atresia and stenosis of other parts of large intestine",,est/swe/lat/ice/den/fin/nor
Q4290,"Congenital absence, atresia and stenosis of large intestine, part unspecified",,est/swe/lat/ice/den/fin/nor
Q4300,Meckel's diverticulum,,est/swe/lat/ice/den/fin/nor
Q4310,Hirschsprung's disease,,est/swe/lat/ice/den/fin/nor
Q4320,Other congenital functional disorders of colon,,est/swe/lat/ice/den/fin/nor
Q4330,Congenital malformations of intestinal fixation,,est/swe/lat/ice/den/fin/nor
Q4340,Duplication of intestine,,est/swe/lat/ice/den/fin/nor
Q4350,Ectopic anus,,est/swe/lat/ice/den/fin/nor
Q4360,Congenital fistula of rectum and anus,,est/swe/lat/ice/den/fin/nor
Q4370,Persistent cloaca,,est/swe/lat/ice/den/fin/nor
Q4380,Other specified congenital malformations of intestine,,est/swe/lat/ice/den/fin/nor
Q4390,"Congenital malformation of intestine, unspecified",,est/swe/lat/ice/den/fin/nor
Q4400,"Agenesis, aplasia and hypoplasia of gallbladder",,est/swe/lat/ice/den/fin/nor
Q4410,Other congenital malformations of gallbladder,,est/swe/lat/ice/den/fin/nor
