vartype,varval,varval_text_comb,code_plus,d_code_plus,text_plus,d_text_plus,nat_ver
COMPLEX,16C05,Complicated coagulation disorder,D6950,,Secondary thrombocytopenia,,est/swe/lat/ice/den/fin/nor
COMPLEX,16C05,Complicated coagulation disorder,D6960,,"Thrombocytopenia, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,16C05,Complicated coagulation disorder,D6980,,Other specified haemorrhagic conditions,,est/swe/lat/ice/den/fin/nor
COMPLEX,16C05,Complicated coagulation disorder,D6990,,"Haemorrhagic condition, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,16C05,Complicated coagulation disorder,D7580,,Other specified diseases of blood and blood-forming organs,,est/swe/lat/ice/den/fin/nor
COMPLEX,16C05,Complicated coagulation disorder,D7590,,"Disease of blood and blood-forming organs, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,16C05,Complicated coagulation disorder,D7700,,Other disorders of blood and blood-forming organs in diseases classified elsewhere,,est/swe/lat/ice/den/fin/nor
COMPLEX,16C06,Disorder of granulocytes,D7000,,Agranulocytosis,,est/swe/lat/ice/den/fin/nor
COMPLEX,16C06,Disorder of granulocytes,D700A,,Agranulocytic angina,,fin
COMPLEX,16C06,Disorder of granulocytes,D700B,,Periodic neutropenia,,fin
COMPLEX,16C06,Disorder of granulocytes,D700C,,Drug induced neutropenia,,fin
COMPLEX,16C06,Disorder of granulocytes,D709B,,Severe congenital neutropenia,,swe
COMPLEX,16C06,Disorder of granulocytes,D709C,,Neutropenia NOS,,swe
COMPLEX,16C06,Disorder of granulocytes,D709D,,Shwachman–Diamond syndrome,,swe
COMPLEX,16C06,Disorder of granulocytes,D7100,,Functional disorders of polymorphonuclear neutrophils,,est/swe/lat/ice/den/fin/nor
COMPLEX,16C06,Disorder of granulocytes,D7200,,Genetic anomalies of leukocytes,,est/swe/lat/ice/den/fin/nor
COMPLEX,16C06,Disorder of granulocytes,D7210,,Eosinophilia,,est/swe/lat/ice/den/fin/nor
COMPLEX,16C06,Disorder of granulocytes,D7280,,Other specified disorders of white blood cells,,est/swe/lat/ice/den/fin/nor
COMPLEX,16C06,Disorder of granulocytes,D7290,,"Disorder of white blood cells, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,16C06,Disorder of granulocytes,D7580,,Other specified diseases of blood and blood-forming organs,,est/swe/lat/ice/den/fin/nor
COMPLEX,16C06,Disorder of granulocytes,D7590,,"Disease of blood and blood-forming organs, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,16C06,Disorder of granulocytes,D7700,,Other disorders of blood and blood-forming organs in diseases classified elsewhere,,est/swe/lat/ice/den/fin/nor
COMPLEX,16C07,Acute posthemorrhagic anemia,D5000,,Iron deficiency anaemia secondary to blood loss (chronic),,est/swe/lat/ice/den/fin/nor
COMPLEX,16C07,Acute posthemorrhagic anemia,D5010,,Sideropenic dysphagia,,est/swe/lat/ice/den/fin/nor
COMPLEX,16C07,Acute posthemorrhagic anemia,D5080,,Other iron deficiency anaemias,,est/swe/lat/ice/den/fin/nor
COMPLEX,16C07,Acute posthemorrhagic anemia,D5090,,"Iron deficiency anaemia, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,16C07,Acute posthemorrhagic anemia,D5100,,Vitamin B12 deficiency anaemia due to intrinsic factor deficiency,,est/swe/lat/ice/den/fin/nor
COMPLEX,16C07,Acute posthemorrhagic anemia,D5110,,Vitamin B12 deficiency anaemia due to selective vitamin B12 malabsorption with proteinuria,,est/swe/lat/ice/den/fin/nor
COMPLEX,16C07,Acute posthemorrhagic anemia,D5120,,Transcobalamin II deficiency,,est/swe/lat/ice/den/fin/nor
COMPLEX,16C07,Acute posthemorrhagic anemia,D5130,,Other dietary vitamin B12 deficiency anaemia,,est/swe/lat/ice/den/fin/nor
COMPLEX,16C07,Acute posthemorrhagic anemia,D5180,,Other vitamin B12 deficiency anaemias,,est/swe/lat/ice/den/fin/nor
COMPLEX,16C07,Acute posthemorrhagic anemia,D5190,,"Vitamin B12 deficiency anaemia, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,16C07,Acute posthemorrhagic anemia,D5200,,Dietary folate deficiency anaemia,,est/swe/lat/ice/den/fin/nor
COMPLEX,16C07,Acute posthemorrhagic anemia,D5210,,Drug-induced folate deficiency anaemia,,est/swe/lat/ice/den/fin/nor
COMPLEX,16C07,Acute posthemorrhagic anemia,D5280,,Other folate deficiency anaemias,,est/swe/lat/ice/den/fin/nor
COMPLEX,16C07,Acute posthemorrhagic anemia,D5290,,"Folate deficiency anaemia, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,16C07,Acute posthemorrhagic anemia,D5300,,Protein deficiency anaemia,,est/swe/lat/ice/den/fin/nor
COMPLEX,16C07,Acute posthemorrhagic anemia,D5310,,"Other megaloblastic anaemias, not elsewhere classified",,est/swe/lat/ice/den/fin/nor
COMPLEX,16C07,Acute posthemorrhagic anemia,D5320,,Scorbutic anaemia,,est/swe/lat/ice/den/fin/nor
COMPLEX,16C07,Acute posthemorrhagic anemia,D5380,,Other specified nutritional anaemias,,est/swe/lat/ice/den/fin/nor
COMPLEX,16C07,Acute posthemorrhagic anemia,D5390,,"Nutritional anaemia, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,16C07,Acute posthemorrhagic anemia,D5500,,Anaemia due to glucose-6-phosphate dehydrogenase [G6PD] deficiency,,est/swe/lat/ice/den/fin/nor
COMPLEX,16C07,Acute posthemorrhagic anemia,D5510,,Anaemia due to other disorders of glutathione metabolism,,est/swe/lat/ice/den/fin/nor
COMPLEX,16C07,Acute posthemorrhagic anemia,D5520,,Anaemia due to disorders of glycolytic enzymes,,est/swe/lat/ice/den/fin/nor
COMPLEX,16C07,Acute posthemorrhagic anemia,D5530,,Anaemia due to disorders of nucleotide metabolism,,est/swe/lat/ice/den/fin/nor
COMPLEX,16C07,Acute posthemorrhagic anemia,D5580,,Other anaemias due to enzyme disorders,,est/swe/lat/ice/den/fin/nor
COMPLEX,16C07,Acute posthemorrhagic anemia,D5590,,"Anaemia due to enzyme disorder, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,16C07,Acute posthemorrhagic anemia,D5600,,Alpha thalassaemia,,est/swe/lat/ice/den/fin/nor
COMPLEX,16C07,Acute posthemorrhagic anemia,D5610,,Beta thalassaemia,,est/swe/lat/ice/den/fin/nor
COMPLEX,16C07,Acute posthemorrhagic anemia,D5620,,Delta-beta thalassaemia,,est/swe/lat/ice/den/fin/nor
COMPLEX,16C07,Acute posthemorrhagic anemia,D5630,,Thalassaemia trait,,est/swe/lat/ice/den/fin/nor
COMPLEX,16C07,Acute posthemorrhagic anemia,D5640,,Hereditary persistence of fetal haemoglobin [HPFH],,est/swe/lat/ice/den/fin/nor
COMPLEX,16C07,Acute posthemorrhagic anemia,D5680,,Other thalassaemias,,est/swe/lat/ice/den/fin/nor
COMPLEX,16C07,Acute posthemorrhagic anemia,D5690,,"Thalassaemia, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,16C07,Acute posthemorrhagic anemia,D5700,,Sickle-cell anaemia with crisis,,est/swe/lat/ice/den/fin/nor
COMPLEX,16C07,Acute posthemorrhagic anemia,D5710,,Sickle-cell anaemia without crisis,,est/swe/lat/ice/den/fin/nor
COMPLEX,16C07,Acute posthemorrhagic anemia,D5720,,Double heterozygous sickling disorders,,est/swe/lat/ice/den/fin/nor
COMPLEX,16C07,Acute posthemorrhagic anemia,D5730,,Sickle-cell trait,,est/swe/lat/ice/den/fin/nor
COMPLEX,16C07,Acute posthemorrhagic anemia,D5780,,Other sickle-cell disorders,,est/swe/lat/ice/den/fin/nor
COMPLEX,16C07,Acute posthemorrhagic anemia,D5800,,Hereditary spherocytosis,,est/swe/lat/ice/den/fin/nor
COMPLEX,16C07,Acute posthemorrhagic anemia,D5810,,Hereditary elliptocytosis,,est/swe/lat/ice/den/fin/nor
COMPLEX,16C07,Acute posthemorrhagic anemia,D5820,,Other haemoglobinopathies,,est/swe/lat/ice/den/fin/nor
COMPLEX,16C07,Acute posthemorrhagic anemia,D5880,,Other specified hereditary haemolytic anaemias,,est/swe/lat/ice/den/fin/nor
COMPLEX,16C07,Acute posthemorrhagic anemia,D5890,,"Hereditary haemolytic anaemia, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,16C07,Acute posthemorrhagic anemia,D5900,,Drug-induced autoimmune haemolytic anaemia,,est/swe/lat/ice/den/fin/nor
COMPLEX,16C07,Acute posthemorrhagic anemia,D5910,,Other autoimmune haemolytic anaemias,,est/swe/lat/ice/den/fin/nor
COMPLEX,16C07,Acute posthemorrhagic anemia,D591A,,Cold agglutinin disease,,swe
COMPLEX,16C07,Acute posthemorrhagic anemia,D591B,,Warm agglutinin disease,,swe
COMPLEX,16C07,Acute posthemorrhagic anemia,D5920,,Drug-induced nonautoimmune haemolytic anaemia,,est/swe/lat/ice/den/fin/nor
COMPLEX,16C07,Acute posthemorrhagic anemia,D5930,,Haemolytic-uraemic syndrome,,est/swe/lat/ice/den/fin/nor
COMPLEX,16C07,Acute posthemorrhagic anemia,D5940,,Other nonautoimmune haemolytic anaemias,,est/swe/lat/ice/den/fin/nor
COMPLEX,16C07,Acute posthemorrhagic anemia,D5950,,Paroxysmal nocturnal haemoglobinuria [Marchiafava-Micheli],,est/swe/lat/ice/den/fin/nor
COMPLEX,16C07,Acute posthemorrhagic anemia,D5960,,Haemoglobinuria due to haemolysis from other external causes,,est/swe/lat/ice/den/fin/nor
COMPLEX,16C07,Acute posthemorrhagic anemia,D5980,,Other acquired haemolytic anaemias,,est/swe/lat/ice/den/fin/nor
COMPLEX,16C07,Acute posthemorrhagic anemia,D5990,,"Acquired haemolytic anaemia, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,16C07,Acute posthemorrhagic anemia,D6000,,Chronic acquired pure red cell aplasia,,est/swe/lat/ice/den/fin/nor
COMPLEX,16C07,Acute posthemorrhagic anemia,D6010,,Transient acquired pure red cell aplasia,,est/swe/lat/ice/den/fin/nor
COMPLEX,16C07,Acute posthemorrhagic anemia,D6080,,Other acquired pure red cell aplasias,,est/swe/lat/ice/den/fin/nor
COMPLEX,16C07,Acute posthemorrhagic anemia,D6090,,"Acquired pure red cell aplasia, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,16C07,Acute posthemorrhagic anemia,D6100,,Constitutional aplastic anaemia,,est/swe/lat/ice/den/fin/nor
COMPLEX,16C07,Acute posthemorrhagic anemia,D6110,,Drug-induced aplastic anaemia,,est/swe/lat/ice/den/fin/nor
COMPLEX,16C07,Acute posthemorrhagic anemia,D6120,,Aplastic anaemia due to other external agents,,est/swe/lat/ice/den/fin/nor
COMPLEX,16C07,Acute posthemorrhagic anemia,D6130,,Idiopathic aplastic anaemia,,est/swe/lat/ice/den/fin/nor
COMPLEX,16C07,Acute posthemorrhagic anemia,D6180,,Other specified aplastic anaemias,,est/swe/lat/ice/den/fin/nor
COMPLEX,16C07,Acute posthemorrhagic anemia,D6190,,"Aplastic anaemia, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,16C07,Acute posthemorrhagic anemia,D6200,,Acute posthaemorrhagic anaemia,,est/swe/lat/ice/den/fin/nor
COMPLEX,16C07,Acute posthemorrhagic anemia,D6300,,Anaemia in neoplastic disease,,est/swe/lat/ice/den/fin/nor
COMPLEX,16C07,Acute posthemorrhagic anemia,D6380,,Anaemia in other chronic diseases classified elsewhere,,est/swe/lat/ice/den/fin/nor
COMPLEX,16C07,Acute posthemorrhagic anemia,D6400,,Hereditary sideroblastic anaemia,,est/swe/lat/ice/den/fin/nor
COMPLEX,16C07,Acute posthemorrhagic anemia,D6410,,Secondary sideroblastic anaemia due to disease,,est/swe/lat/ice/den/fin/nor
COMPLEX,16C07,Acute posthemorrhagic anemia,D6420,,Secondary sideroblastic anaemia due to drugs and toxins,,est/swe/lat/ice/den/fin/nor
COMPLEX,16C07,Acute posthemorrhagic anemia,D6430,,Other sideroblastic anaemias,,est/swe/lat/ice/den/fin/nor
COMPLEX,16C07,Acute posthemorrhagic anemia,D6440,,Congenital dyserythropoietic anaemia,,est/swe/lat/ice/den/fin/nor
COMPLEX,16C07,Acute posthemorrhagic anemia,D6480,,Other specified anaemias,,est/swe/lat/ice/den/fin/nor
COMPLEX,16C07,Acute posthemorrhagic anemia,D6490,,"Anaemia, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,16C07,Acute posthemorrhagic anemia,D7580,,Other specified diseases of blood and blood-forming organs,,est/swe/lat/ice/den/fin/nor
COMPLEX,16C07,Acute posthemorrhagic anemia,D7590,,"Disease of blood and blood-forming organs, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,16C07,Acute posthemorrhagic anemia,D7700,,Other disorders of blood and blood-forming organs in diseases classified elsewhere,,est/swe/lat/ice/den/fin/nor
COMPLEX,16C07,Acute posthemorrhagic anemia,T7920,,Traumatic secondary and recurrent haemorrhage,,est/swe/lat/ice/den/fin/nor
COMPLEX,17C01,Disseminated Kaposi's sarcoma,C4570,,Malignant neoplasm of mesothelioma of other sites,,est/swe/lat/ice/den/fin/nor
COMPLEX,17C01,Disseminated Kaposi's sarcoma,C4590,,"Malignant neoplasm of mesothelioma, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,17C01,Disseminated Kaposi's sarcoma,C4630,,Malignant neoplasm of kaposi's sarcoma of lymph nodes,,est/swe/lat/ice/den/fin/nor
COMPLEX,17C01,Disseminated Kaposi's sarcoma,C7670,,Malignant neoplasm of other ill-defined sites,,est/swe/lat/ice/den/fin/nor
COMPLEX,17C01,Disseminated Kaposi's sarcoma,C7680,,Malignant overlapping lesion of other and ill-defined sites,,est/swe/lat/ice/den/fin/nor
COMPLEX,17C01,Disseminated Kaposi's sarcoma,C8000,,Malignant neoplasm without specification of site,,est/swe/lat/ice/den/fin/nor
COMPLEX,17C01,Disseminated Kaposi's sarcoma,C800A,,"Malign tumör, primär lokalisation angiven som okänd",,swe
COMPLEX,17C01,Disseminated Kaposi's sarcoma,C9670,,"Other specified malignant neoplasms of lymphoid, haematopoietic and related tissue",,est/swe/lat/ice/den/fin/nor
COMPLEX,17C01,Disseminated Kaposi's sarcoma,C9690,,"Malignant neoplasm of lymphoid, haematopoietic and related tissue, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,17C01,Disseminated Kaposi's sarcoma,C9700,,Malignant neoplasms of independent (primary) multiple sites,,est/swe/lat/ice/den/fin/nor
COMPLEX,17C01,Disseminated Kaposi's sarcoma,D4790,,"Neoplasm of uncertain or unknown behaviour of lymphoid, haematopoietic and related tissue, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,17C01,Disseminated Kaposi's sarcoma,D4870,,Neoplasm of uncertain or unknown behaviour of other specified sites,,est/swe/lat/ice/den/fin/nor
COMPLEX,17C02,Complicated malignant neoplasm,C4570,,Malignant neoplasm of mesothelioma of other sites,,est/swe/lat/ice/den/fin/nor
COMPLEX,17C02,Complicated malignant neoplasm,C4590,,"Malignant neoplasm of mesothelioma, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,17C02,Complicated malignant neoplasm,C7670,,Malignant neoplasm of other ill-defined sites,,est/swe/lat/ice/den/fin/nor
COMPLEX,17C02,Complicated malignant neoplasm,C7680,,Malignant overlapping lesion of other and ill-defined sites,,est/swe/lat/ice/den/fin/nor
COMPLEX,17C02,Complicated malignant neoplasm,C7900,,Secondary malignant neoplasm of kidney and renal pelvis,,est/swe/lat/ice/den/fin/nor
COMPLEX,17C02,Complicated malignant neoplasm,C7920,,Secondary malignant neoplasm of skin,,est/swe/lat/ice/den/fin/nor
COMPLEX,17C02,Complicated malignant neoplasm,C7930,,Secondary malignant neoplasm of brain and cerebral meninges,,est/swe/lat/ice/den/fin/nor
COMPLEX,17C02,Complicated malignant neoplasm,C793A,,Secondary malignant neoplasm of cerebrum,,fin
COMPLEX,17C02,Complicated malignant neoplasm,C793B,,Secondary malignant neoplasm of cerebellum,,fin
COMPLEX,17C02,Complicated malignant neoplasm,C793C,,Secondary malignant neoplasm of brainstem,,fin
COMPLEX,17C02,Complicated malignant neoplasm,C7940,,Secondary malignant neoplasm of other and unspecified parts of nervous system,,est/swe/lat/ice/den/fin/nor
COMPLEX,17C02,Complicated malignant neoplasm,C794A,,Secondary malignant neoplasm of spinal cord,,fin
COMPLEX,17C02,Complicated malignant neoplasm,C794B,,Secondary malignant neoplasm of eye and optic nerve,,fin
COMPLEX,17C02,Complicated malignant neoplasm,C794C,,Secondary malignant neoplasm of acoustical nerve,,fin
COMPLEX,17C02,Complicated malignant neoplasm,C7950,,Secondary malignant neoplasm of bone and bone marrow,,est/swe/lat/ice/den/fin/nor
COMPLEX,17C02,Complicated malignant neoplasm,C7960,,Secondary malignant neoplasm of ovary,,est/swe/lat/ice/den/fin/nor
COMPLEX,17C02,Complicated malignant neoplasm,C7970,,Secondary malignant neoplasm of adrenal gland,,est/swe/lat/ice/den/fin/nor
COMPLEX,17C02,Complicated malignant neoplasm,C7980,, Secondary malignant neoplasm of other specified sites,,est/swe/lat/ice/den/fin/nor
COMPLEX,17C02,Complicated malignant neoplasm,C7990,,"Secondary malignant neoplasm, unspecified site",,swe/lat/ice/nor
COMPLEX,17C02,Complicated malignant neoplasm,C8000,,Malignant neoplasm without specification of site,,est/swe/lat/ice/den/fin/nor
COMPLEX,17C02,Complicated malignant neoplasm,C800A,,"Malign tumör, primär lokalisation angiven som okänd",,swe
COMPLEX,17C02,Complicated malignant neoplasm,C9670,,"Other specified malignant neoplasms of lymphoid, haematopoietic and related tissue",,est/swe/lat/ice/den/fin/nor
COMPLEX,17C02,Complicated malignant neoplasm,C9690,,"Malignant neoplasm of lymphoid, haematopoietic and related tissue, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,17C02,Complicated malignant neoplasm,C9700,,Malignant neoplasms of independent (primary) multiple sites,,est/swe/lat/ice/den/fin/nor
COMPLEX,17C02,Complicated malignant neoplasm,D4790,,"Neoplasm of uncertain or unknown behaviour of lymphoid, haematopoietic and related tissue, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,17C02,Complicated malignant neoplasm,D4890,,"Neoplasm of uncertain or unknown behaviour, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,17C03,Malignant neoplasm of lymph nodes,C4570,,Malignant neoplasm of mesothelioma of other sites,,est/swe/lat/ice/den/fin/nor
COMPLEX,17C03,Malignant neoplasm of lymph nodes,C4590,,"Malignant neoplasm of mesothelioma, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,17C03,Malignant neoplasm of lymph nodes,C4630,,Malignant neoplasm of kaposi's sarcoma of lymph nodes,,est/swe/lat/ice/den/fin/nor
COMPLEX,17C03,Malignant neoplasm of lymph nodes,C7670,,Malignant neoplasm of other ill-defined sites,,est/swe/lat/ice/den/fin/nor
COMPLEX,17C03,Malignant neoplasm of lymph nodes,C7680,,Malignant overlapping lesion of other and ill-defined sites,,est/swe/lat/ice/den/fin/nor
COMPLEX,17C03,Malignant neoplasm of lymph nodes,C7700,,"Malignant neoplasm of lymph nodes of head, face and neck",,est/swe/lat/ice/den/fin/nor
COMPLEX,17C03,Malignant neoplasm of lymph nodes,C7710,,Malignant neoplasm of intrathoracic lymph nodes,,est/swe/lat/ice/den/fin/nor
COMPLEX,17C03,Malignant neoplasm of lymph nodes,C7720,,Malignant neoplasm of intra-abdominal lymph nodes,,est/swe/lat/ice/den/fin/nor
COMPLEX,17C03,Malignant neoplasm of lymph nodes,C7730,,Malignant neoplasm of axillary and upper limb lymph nodes,,est/swe/lat/ice/den/fin/nor
COMPLEX,17C03,Malignant neoplasm of lymph nodes,C7740,,Malignant neoplasm of inguinal and lower limb lymph nodes,,est/swe/lat/ice/den/fin/nor
COMPLEX,17C03,Malignant neoplasm of lymph nodes,C7750,,Malignant neoplasm of intrapelvic lymph nodes,,est/swe/lat/ice/den/fin/nor
COMPLEX,17C03,Malignant neoplasm of lymph nodes,C7780,,Malignant neoplasm of lymph nodes of multiple regions,,est/swe/lat/ice/den/fin/nor
COMPLEX,17C03,Malignant neoplasm of lymph nodes,C7790,,"Malignant neoplasm of lymph node, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,17C03,Malignant neoplasm of lymph nodes,C7900,,Secondary malignant neoplasm of kidney and renal pelvis,,est/swe/lat/ice/den/fin/nor
COMPLEX,17C03,Malignant neoplasm of lymph nodes,C7980,, Secondary malignant neoplasm of other specified sites,,est/swe/lat/ice/den/fin/nor
COMPLEX,17C03,Malignant neoplasm of lymph nodes,C8000,,Malignant neoplasm without specification of site,,est/swe/lat/ice/den/fin/nor
COMPLEX,17C03,Malignant neoplasm of lymph nodes,C800A,,"Malign tumör, primär lokalisation angiven som okänd",,swe
COMPLEX,17C03,Malignant neoplasm of lymph nodes,C9670,,"Other specified malignant neoplasms of lymphoid, haematopoietic and related tissue",,est/swe/lat/ice/den/fin/nor
COMPLEX,17C03,Malignant neoplasm of lymph nodes,C9690,,"Malignant neoplasm of lymphoid, haematopoietic and related tissue, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,17C03,Malignant neoplasm of lymph nodes,C9700,,Malignant neoplasms of independent (primary) multiple sites,,est/swe/lat/ice/den/fin/nor
COMPLEX,17C04,Lymphoma or other and unspecifided malignancy of hematopoetic tissue,C8100,,Nodular lymphocyte predominant Hodgkin lymphoma,,est/swe/lat/ice/den/fin/nor
COMPLEX,17C04,Lymphoma or other and unspecifided malignancy of hematopoetic tissue,C8110,,Nodular sclerosis classical Hodgkin lymphoma,,est/swe/lat/ice/den/fin/nor
COMPLEX,17C04,Lymphoma or other and unspecifided malignancy of hematopoetic tissue,C8120,,Mixed cellularity classical Hodgkin lymphom,,est/swe/lat/ice/den/fin/nor
COMPLEX,17C04,Lymphoma or other and unspecifided malignancy of hematopoetic tissue,C8130,,Lymphocytic depletion classical Hodgkin lymphoma,,est/swe/lat/ice/den/fin/nor
COMPLEX,17C04,Lymphoma or other and unspecifided malignancy of hematopoetic tissue,C8140,,Lymphocyte-rich classical Hodgkin lymphoma,,swe/lat/ice/den/nor
COMPLEX,17C04,Lymphoma or other and unspecifided malignancy of hematopoetic tissue,C8170,,Other classical Hodgkin lymphoma,,est/swe/lat/ice/den/fin/nor
COMPLEX,17C04,Lymphoma or other and unspecifided malignancy of hematopoetic tissue,C8190,,"Hodgkin lymphoma, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,17C04,Lymphoma or other and unspecifided malignancy of hematopoetic tissue,C8200,,Follicular lymphoma grade I,,est/swe/lat/ice/den/fin/nor
COMPLEX,17C04,Lymphoma or other and unspecifided malignancy of hematopoetic tissue,C8210,,Follicular lymphoma grade II,,est/swe/lat/ice/den/fin/nor
COMPLEX,17C04,Lymphoma or other and unspecifided malignancy of hematopoetic tissue,C8220,,"Follicular lymphoma grade III, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,17C04,Lymphoma or other and unspecifided malignancy of hematopoetic tissue,C8230,,Follicular lymphoma grade IIIa,,swe/lat/ice/nor
COMPLEX,17C04,Lymphoma or other and unspecifided malignancy of hematopoetic tissue,C8240,,Follicular lymphoma grade IIIb,,swe/lat/ice/nor
COMPLEX,17C04,Lymphoma or other and unspecifided malignancy of hematopoetic tissue,C8250,,Diffuse follicle centre lymphoma,,swe/lat/ice/den/nor
COMPLEX,17C04,Lymphoma or other and unspecifided malignancy of hematopoetic tissue,C8260,,Cutaneous follicle centre lymphoma,,swe/lat/ice/den/nor
COMPLEX,17C04,Lymphoma or other and unspecifided malignancy of hematopoetic tissue,C8270,,Other types of follicular lymphoma,,est/swe/lat/ice/den/fin/nor
COMPLEX,17C04,Lymphoma or other and unspecifided malignancy of hematopoetic tissue,C8290,,"Follicular lymphoma, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,17C04,Lymphoma or other and unspecifided malignancy of hematopoetic tissue,C8300,,Small cell B-cell lymphoma,,est/swe/lat/ice/den/fin/nor
COMPLEX,17C04,Lymphoma or other and unspecifided malignancy of hematopoetic tissue,C830A,,Non-leukaemic variant of B-CLL,,swe
COMPLEX,17C04,Lymphoma or other and unspecifided malignancy of hematopoetic tissue,C830B,,Lymphoplasmacytic lymphoma,,swe/den
COMPLEX,17C04,Lymphoma or other and unspecifided malignancy of hematopoetic tissue,C830C,,Nodal marginal zone lymphoma,,swe/den
COMPLEX,17C04,Lymphoma or other and unspecifided malignancy of hematopoetic tissue,C830D,,Splenic marginal zone lymphoma,,swe/den
COMPLEX,17C04,Lymphoma or other and unspecifided malignancy of hematopoetic tissue,C8310,,Mantle cell lymphoma,,est/swe/lat/ice/den/fin/nor
COMPLEX,17C04,Lymphoma or other and unspecifided malignancy of hematopoetic tissue,C8320,,Mixed small and large cell (diffuse),,est/den/fin
COMPLEX,17C04,Lymphoma or other and unspecifided malignancy of hematopoetic tissue,C8330,,Diffuse large B-cell lymphoma,,est/swe/lat/ice/den/fin/nor
COMPLEX,17C04,Lymphoma or other and unspecifided malignancy of hematopoetic tissue,C8350,,Lymphoblastic (diffuse) lymphoma,,est/swe/lat/ice/den/fin/nor
COMPLEX,17C04,Lymphoma or other and unspecifided malignancy of hematopoetic tissue,C835A,,Lymphoblastic T-cell and T-precurcor lymphoma,,swe
COMPLEX,17C04,Lymphoma or other and unspecifided malignancy of hematopoetic tissue,C835B,,Lymphoblastic B-cell and B-precursor lymphoma,,swe
COMPLEX,17C04,Lymphoma or other and unspecifided malignancy of hematopoetic tissue,C8370,,Burkitt lymphoma,,est/swe/lat/ice/den/fin/nor
COMPLEX,17C04,Lymphoma or other and unspecifided malignancy of hematopoetic tissue,C8380,,Other non-follicular lymphoma,,est/swe/lat/ice/den/fin/nor
COMPLEX,17C04,Lymphoma or other and unspecifided malignancy of hematopoetic tissue,C8390,,"Non-follicular (diffuse non-Hodgkin) lymphoma, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,17C04,Lymphoma or other and unspecifided malignancy of hematopoetic tissue,C8400,,Mycosis fungoides,,est/swe/lat/ice/den/fin/nor
COMPLEX,17C04,Lymphoma or other and unspecifided malignancy of hematopoetic tissue,C8410,,Sézary's disease,,est/swe/lat/ice/den/fin/nor
COMPLEX,17C04,Lymphoma or other and unspecifided malignancy of hematopoetic tissue,C8440,,"Peripheral T-cell lymphoma, not classified",,est/swe/lat/ice/den/fin/nor
COMPLEX,17C04,Lymphoma or other and unspecifided malignancy of hematopoetic tissue,C8450,,Other mature T/NK-cell lymphomas,,est/swe/lat/ice/den/fin/nor
COMPLEX,17C04,Lymphoma or other and unspecifided malignancy of hematopoetic tissue,C8460,,"Anaplastic large cell lymphoma, ALK-positive",,swe/lat/ice/den/nor
COMPLEX,17C04,Lymphoma or other and unspecifided malignancy of hematopoetic tissue,C8470,,"Anaplastic large cell lymphoma, ALK-negative",,swe/lat/ice/den/fin/nor
COMPLEX,17C04,Lymphoma or other and unspecifided malignancy of hematopoetic tissue,C8480,,"Cutaneous T-cell lymphoma, unspecified",,swe/lat/ice/den/nor
COMPLEX,17C04,Lymphoma or other and unspecifided malignancy of hematopoetic tissue,C8490,,"Mature T/NK-cell lymphoma, unspecified",,swe/lat/ice/den/nor
COMPLEX,17C04,Lymphoma or other and unspecifided malignancy of hematopoetic tissue,C8510,,"B-cell lymphoma, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,17C04,Lymphoma or other and unspecifided malignancy of hematopoetic tissue,C8520,,Mediastinal (thymic) large B-cell lymphoma,,swe/lat/ice/den/fin/nor
