code_plus,text_plus,vartype,varval,or_val,prop_0,varval_text_comb,nat_ver
PGSU87,Injection of therapeutic agent into extra-anatomic bypass,PROCPR,21S09,1,False,Other OR procedure for injuries,est/swe/lat/ice/den/fin/nor
PGSU87,Injection of therapeutic agent into extra-anatomic bypass,PROCPR,21S10,1,False,OR procedure for trauma,fin
PGSU87,Injection of therapeutic agent into extra-anatomic bypass,PROCPR,40V78,1,False,Code not compatible with follow-up,swe
PGSU88,Excision of extra-anatomic bypass,DGPROP,00X99,1,False,Intervention code valid for single use - autogenerated prop,den
PGSU88,Excision of extra-anatomic bypass,OR,1,1,False,,est/swe/lat/ice/den/fin/nor
PGSU88,Excision of extra-anatomic bypass,PROCPR,05S15,1,False,Other vascular procedures,est/swe/lat/ice/den/fin/nor
PGSU88,Excision of extra-anatomic bypass,PROCPR,14S90,1,False,Significant operation for obstetrical patient,est/swe/lat/ice/den/fin/nor
PGSU88,Excision of extra-anatomic bypass,PROCPR,17S01,1,False,Major OR procedure in myeloproliferative diseases and disorders,est/swe/lat/ice/den/fin/nor
PGSU88,Excision of extra-anatomic bypass,PROCPR,21S09,1,False,Other OR procedure for injuries,est/swe/lat/ice/den/fin/nor
PGSU88,Excision of extra-anatomic bypass,PROCPR,21S10,1,False,OR procedure for trauma,fin
PGSU88,Excision of extra-anatomic bypass,PROCPR,40V78,1,False,Code not compatible with follow-up,swe
PGSU89,Ligature of extra-anatomic bypass,DGPROP,00X99,1,False,Intervention code valid for single use - autogenerated prop,den
PGSU89,Ligature of extra-anatomic bypass,OR,1,1,False,,est/swe/lat/ice/den/nor
PGSU89,Ligature of extra-anatomic bypass,PROCPR,05S15,1,False,Other vascular procedures,est/swe/lat/ice/den/nor
PGSU89,Ligature of extra-anatomic bypass,PROCPR,14S90,1,False,Significant operation for obstetrical patient,est/swe/lat/ice/den/nor
PGSU89,Ligature of extra-anatomic bypass,PROCPR,21S09,1,False,Other OR procedure for injuries,est/swe/lat/ice/den/nor
PGSU89,Ligature of extra-anatomic bypass,PROCPR,40V78,1,False,Code not compatible with follow-up,swe
PGSU93,Injection of therapeutic or sclerosing agent into extra-anatomic bypass,OR,0,0,False,,ice/nor
PGSU93,Injection of therapeutic or sclerosing agent into extra-anatomic bypass,PROCPR,05S15,0,False,Other vascular procedures,ice/nor
PGSU93,Injection of therapeutic or sclerosing agent into extra-anatomic bypass,PROCPR,21S09,0,False,Other OR procedure for injuries,ice/nor
PGSU96,Extra-anatomic re-bypass,OR,1,1,False,,est/ice/fin
PGSU96,Extra-anatomic re-bypass,PROCPR,05S15,1,False,Other vascular procedures,est/ice/fin
PGSU96,Extra-anatomic re-bypass,PROCPR,14S90,1,False,Significant operation for obstetrical patient,est/ice/fin
PGSU96,Extra-anatomic re-bypass,PROCPR,21S09,1,False,Other OR procedure for injuries,est/ice/fin
PGSU96,Extra-anatomic re-bypass,PROCPR,21S10,1,False,OR procedure for trauma,fin
PGSU99,Other repair of extra-anatomic bypass,DGPROP,00X99,1,False,Intervention code valid for single use - autogenerated prop,den
PGSU99,Other repair of extra-anatomic bypass,OR,1,1,False,,est/swe/lat/ice/den/fin/nor
PGSU99,Other repair of extra-anatomic bypass,PROCPR,05S15,1,False,Other vascular procedures,est/swe/lat/ice/den/fin/nor
PGSU99,Other repair of extra-anatomic bypass,PROCPR,14S90,1,False,Significant operation for obstetrical patient,est/swe/lat/ice/den/fin/nor
PGSU99,Other repair of extra-anatomic bypass,PROCPR,21S09,1,False,Other OR procedure for injuries,est/swe/lat/ice/den/fin/nor
PGSU99,Other repair of extra-anatomic bypass,PROCPR,21S10,1,False,OR procedure for trauma,fin
PGSU99,Other repair of extra-anatomic bypass,PROCPR,40V78,1,False,Code not compatible with follow-up,swe
PGSX99,Other extra-anatomic bypass operation,DGPROP,00X99,1,False,Intervention code valid for single use - autogenerated prop,den
PGSX99,Other extra-anatomic bypass operation,OR,1,1,False,,est/swe/lat/ice/den/fin/nor
PGSX99,Other extra-anatomic bypass operation,PROCPR,05S15,1,False,Other vascular procedures,est/swe/lat/ice/den/fin/nor
PGSX99,Other extra-anatomic bypass operation,PROCPR,14S90,1,False,Significant operation for obstetrical patient,est/swe/lat/ice/den/fin/nor
PGSX99,Other extra-anatomic bypass operation,PROCPR,21S09,1,False,Other OR procedure for injuries,est/swe/lat/ice/den/fin/nor
PGSX99,Other extra-anatomic bypass operation,PROCPR,21S10,1,False,OR procedure for trauma,fin
PGSX99,Other extra-anatomic bypass operation,PROCPR,40V78,1,False,Code not compatible with follow-up,swe
PGXA00,PTA of artery or arteries not elsewhere classified,OR,0,0,True,,est/ice/fin
PGXA05,PTA with stent not elsewhere classified,OR,0,0,True,,est/ice/fin
PGXA10,PTA of arterio-venous shunt for dialysis,OR,0,0,True,,est/ice/fin
PGXB00,Endovascular arterial thrombolysis with radiological guidance not elsewher classified,OR,0,0,True,,est/ice/fin
PGXB05,Percutaneous aspiration throbectomy,OR,0,0,True,,est/ice/fin
PGXB10,Endovascular thrombolysis of arterio-venous shunt for dialysis with radiological guidance,OR,0,0,True,,est/ice/fin
PGXG00,Endovascular embolisation or occlusion of aftery not elsewhere classified,OR,0,0,False,,est/swe/ice/fin/nor
PGXG00,Endovascular embolisation or occlusion of aftery not elsewhere classified,PROCPR,05V03,0,False,Closure of other minor blood vessels,swe
PGXG00,Endovascular embolisation or occlusion of aftery not elsewhere classified,PROCPR,40V78,0,False,Code not compatible with follow-up,swe
PGXH00,Intra-atrial loca vasoconstrictive treatment,OR,0,0,True,,est/ice/fin
PGXX00,Removal of foreign body from blood vessel with radiological guidance,OR,0,0,True,,est/ice/fin
PHD6AC,Ovarian venography,OR,0,0,True,,fin
PHDB00,Localisation of central venous catheter,OR,0,0,True,,swe/ice
PHDB3L,Localisation of catheter in portal vein,OR,2,2,False,,ice
PHDC1A,Flebography of upper extremity with X-ray,DGPROP,00X99,2,False,Intervention code valid for single use - autogenerated prop,den
PHDC1A,Flebography of upper extremity with X-ray,OR,2,2,False,,est/swe/ice/den/fin
PHDC1A,Flebography of upper extremity with X-ray,PROCPR,05D62,2,False,Demanding diagnostic procedure of periferal vascular system in MDC 05,fin
PHDC1A,Flebography of upper extremity with X-ray,PROCPR,90D62,2,False,Demanding diagnostic proc of periferal vascular system for malignancy,fin
PHDC2A,Flebography of lower extremity with X-ray,DGPROP,00X99,2,False,Intervention code valid for single use - autogenerated prop,den
PHDC2A,Flebography of lower extremity with X-ray,OR,2,2,False,,est/swe/ice/den/fin
PHDC2A,Flebography of lower extremity with X-ray,PROCPR,05D61,2,False,Diagnostic procedure of periferal vascular system in MDC 05,fin
PHDC2A,Flebography of lower extremity with X-ray,PROCPR,90D61,2,False,Diagnostic procedure of periferal vascular system for malignancy,fin
PHDC30,Flebography of orbita,OR,0,0,True,,swe/ice
PHDC3A,Flebography of internal organs with X-ray,DGPROP,00X99,2,False,Intervention code valid for single use - autogenerated prop,den
PHDC3A,Flebography of internal organs with X-ray,OR,2,2,False,,est/swe/ice/den/fin
PHDC3A,Flebography of internal organs with X-ray,PROCPR,05D62,2,False,Demanding diagnostic procedure of periferal vascular system in MDC 05,fin
PHDC3A,Flebography of internal organs with X-ray,PROCPR,06D62,2,False,Demanding diagnostic procedure of periferal vascular system in MDC 06,fin
PHDC3A,Flebography of internal organs with X-ray,PROCPR,10D62,2,False,Demanding diagnostic procedure of periferal vascular system in MDC 10,fin
PHDC3A,Flebography of internal organs with X-ray,PROCPR,13D62,2,False,Demanding diagnostic procedure of periferal vascular system in MDC 13,fin
PHDC3A,Flebography of internal organs with X-ray,PROCPR,90D62,2,False,Demanding diagnostic proc of periferal vascular system for malignancy,fin
PHDC3E,Flebography of liver with X-ray,OR,2,2,False,,est/swe/ice/fin
PHDC3E,Flebography of liver with X-ray,PROCPR,05D62,2,False,Demanding diagnostic procedure of periferal vascular system in MDC 05,fin
PHDC3E,Flebography of liver with X-ray,PROCPR,07D62,2,False,Demanding diagnostic procedure of periferal vascular system in MDC 07,fin
PHDC3E,Flebography of liver with X-ray,PROCPR,90D62,2,False,Demanding diagnostic proc of periferal vascular system for malignancy,fin
PHDC3H,Flebography of kidney with X-ray,OR,2,2,False,,est/swe/ice/fin
PHDC3H,Flebography of kidney with X-ray,PROCPR,05D62,2,False,Demanding diagnostic procedure of periferal vascular system in MDC 05,fin
PHDC3H,Flebography of kidney with X-ray,PROCPR,11D62,2,False,Demanding diagnostic procedure of periferal vascular system in MDC 11,fin
PHDC3H,Flebography of kidney with X-ray,PROCPR,90D62,2,False,Demanding diagnostic proc of periferal vascular system for malignancy,fin
PHDC4A,Flebography head and neck area,DGPROP,00X99,2,False,Intervention code valid for single use - autogenerated prop,den
PHDC4A,Flebography head and neck area,OR,2,2,False,,est/swe/ice/den/fin
PHDC4A,Flebography head and neck area,PROCPR,01D02,2,False,"Demanding diagnostic proc of head, neck and central nervous system in MDC 01",fin
PHDC4A,Flebography head and neck area,PROCPR,05D02,2,False,"Demanding diagn proc of head, neck and central nervous system in MDC 05",fin
PHDC4A,Flebography head and neck area,PROCPR,90D02,2,False,"Demanding diagnostic proc of head, neck and central nerv syst for malignancy",fin
PHDC5A,Flebography of spermatic vein,OR,2,2,False,,est/swe/ice/fin
PHDC5A,Flebography of spermatic vein,PROCPR,05D62,2,False,Demanding diagnostic procedure of periferal vascular system in MDC 05,fin
PHDC5A,Flebography of spermatic vein,PROCPR,12D62,2,False,Demanding diagnostic procedure of periferal vascular system in MDC 12,fin
PHDC7A,Lumbal cavography with X-ray,OR,2,2,False,,est/swe/ice/fin
PHDC7A,Lumbal cavography with X-ray,PROCPR,05D61,2,False,Diagnostic procedure of periferal vascular system in MDC 05,fin
PHDC7A,Lumbal cavography with X-ray,PROCPR,90D61,2,False,Diagnostic procedure of periferal vascular system for malignancy,fin
PHDC8A,Cavernosography with X-ray,DGPROP,00X99,2,False,Intervention code valid for single use - autogenerated prop,den
PHDC8A,Cavernosography with X-ray,OR,2,2,False,,est/swe/ice/den/fin
PHDC8A,Cavernosography with X-ray,PROCPR,05D61,2,False,Diagnostic procedure of periferal vascular system in MDC 05,fin
PHDC8A,Cavernosography with X-ray,PROCPR,12D61,2,False,Diagnostic procedure of periferal vascular system in MDC 12,fin
PHDC8B,Cavernosometry using X-ray,OR,2,2,False,,est/ice/fin
PHDC8B,Cavernosometry using X-ray,PROCPR,05D61,2,False,Diagnostic procedure of periferal vascular system in MDC 05,fin
PHDC8B,Cavernosometry using X-ray,PROCPR,12D61,2,False,Diagnostic procedure of periferal vascular system in MDC 12,fin
PHDC99,Other flebography,DGPROP,00X99,0,False,Intervention code valid for single use - autogenerated prop,den
PHDC99,Other flebography,OR,0,0,False,,swe/ice/den/fin/nor
PHDD1A,CT of upper extremity and neck veins and superior vena cava,OR,2,2,False,,ice/fin/nor
PHDD1A,CT of upper extremity and neck veins and superior vena cava,PROCPR,05D61,2,False,Diagnostic procedure of periferal vascular system in MDC 05,fin
PHDD1A,CT of upper extremity and neck veins and superior vena cava,PROCPR,08D61,2,False,Diagnostic procedure of periferal vascular system in MDC 08,fin
PHDD1A,CT of upper extremity and neck veins and superior vena cava,PROCPR,90D61,2,False,Diagnostic procedure of periferal vascular system for malignancy,fin
PHDD2A,"CT of inferior vena cava, pelvic veins and veins of lower extremity",OR,2,2,False,,ice/fin
PHDD2A,"CT of inferior vena cava, pelvic veins and veins of lower extremity",PROCPR,05D61,2,False,Diagnostic procedure of periferal vascular system in MDC 05,fin
PHDD2A,"CT of inferior vena cava, pelvic veins and veins of lower extremity",PROCPR,08D61,2,False,Diagnostic procedure of periferal vascular system in MDC 08,fin
PHDD2A,"CT of inferior vena cava, pelvic veins and veins of lower extremity",PROCPR,90D61,2,False,Diagnostic procedure of periferal vascular system for malignancy,fin
PHDD3A,CT of of portal vein and branches,OR,2,2,False,,ice/fin
PHDD3A,CT of of portal vein and branches,PROCPR,05D61,2,False,Diagnostic procedure of periferal vascular system in MDC 05,fin
PHDD3A,CT of of portal vein and branches,PROCPR,06D61,2,False,Diagnostic procedure of periferal vascular system in MDC 06,fin
PHDD3A,CT of of portal vein and branches,PROCPR,07D61,2,False,Diagnostic procedure of periferal vascular system in MDC 07,fin
PHDD3A,CT of of portal vein and branches,PROCPR,90D61,2,False,Diagnostic procedure of periferal vascular system for malignancy,fin
PHDE00,Ultrasound examinaiton of vena cava,OR,0,0,False,,swe/ice
PHDE00,Ultrasound examinaiton of vena cava,PROCPR,05V13,0,False,Blood vessel ultrasonography,swe
PHDE1A,Ultrasound examination of upper extremity veins,OR,0,0,True,,ice/fin/nor
PHDE2A,Ultrasound examination of lower leg veins,OR,0,0,True,,est/ice/fin/nor
PHDE2D,Ultrasound examination of bloodflow in veins of lower extremity with Doppler method,OR,0,0,True,,est/ice/fin
PHDE99,Ultrasound examination of other veins (with Doppler method),OR,0,0,False,,swe/lat/ice/nor
PHDE99,Ultrasound examination of other veins (with Doppler method),PROCPR,05V13,0,False,Blood vessel ultrasonography,swe
PHFC00,Venous occlusion plethysmography,OR,0,0,False,,swe/lat/ice/nor
PHFC00,Venous occlusion plethysmography,PROCPR,05O21,0,False,Peripheral circulation diagnostic test,ice
PHFC00,Venous occlusion plethysmography,PROCPR,05V10,0,False,Examination of circulatory physiology,swe
PHIA00,Vene isotope imaging,OR,0,0,False,,swe/ice
PHIA00,Vene isotope imaging,PROCPR,40V50,0,False,Isotope examination,swe
PHIA20,Venous thrombosis isotope imaging,OR,0,0,False,,swe/ice
PHIA20,Venous thrombosis isotope imaging,PROCPR,40V50,0,False,Isotope examination,swe
PHSA10,Preserving correction of large saphenous vein hemodynamics with CHIVA method,OR,1,1,False,,fin
PHSA10,Preserving correction of large saphenous vein hemodynamics with CHIVA method,PROCPR,05S18,1,False,Vein ligation or stripping,fin
PHSA10,Preserving correction of large saphenous vein hemodynamics with CHIVA method,PROCPR,14S90,1,False,Significant operation for obstetrical patient,fin
PHSA10,Preserving correction of large saphenous vein hemodynamics with CHIVA method,PROCPR,21S09,1,False,Other OR procedure for injuries,fin
PHSA10,Preserving correction of large saphenous vein hemodynamics with CHIVA method,PROCPR,21S10,1,False,OR procedure for trauma,fin
PHSA11,Preserving correction of short saphenous vein hemodynamics with CHIVA method,OR,1,1,False,,fin
PHSA11,Preserving correction of short saphenous vein hemodynamics with CHIVA method,PROCPR,05S18,1,False,Vein ligation or stripping,fin
PHSA11,Preserving correction of short saphenous vein hemodynamics with CHIVA method,PROCPR,14S90,1,False,Significant operation for obstetrical patient,fin
PHSA11,Preserving correction of short saphenous vein hemodynamics with CHIVA method,PROCPR,21S09,1,False,Other OR procedure for injuries,fin
PHSA11,Preserving correction of short saphenous vein hemodynamics with CHIVA method,PROCPR,21S10,1,False,OR procedure for trauma,fin
PHSA12,Preserving correction of short saphenous vein hemodynamics with CHIVA method,OR,1,1,False,,fin
PHSA12,Preserving correction of short saphenous vein hemodynamics with CHIVA method,PROCPR,05S18,1,False,Vein ligation or stripping,fin
PHSA12,Preserving correction of short saphenous vein hemodynamics with CHIVA method,PROCPR,14S90,1,False,Significant operation for obstetrical patient,fin
PHSA12,Preserving correction of short saphenous vein hemodynamics with CHIVA method,PROCPR,21S09,1,False,Other OR procedure for injuries,fin
PHSA12,Preserving correction of short saphenous vein hemodynamics with CHIVA method,PROCPR,21S10,1,False,OR procedure for trauma,fin
PHSA13,Preserving correction of hemodynamics of perforant vein of lower extemity with CHIVA method,OR,1,1,False,,fin
PHSA13,Preserving correction of hemodynamics of perforant vein of lower extemity with CHIVA method,PROCPR,05S18,1,False,Vein ligation or stripping,fin
PHSA13,Preserving correction of hemodynamics of perforant vein of lower extemity with CHIVA method,PROCPR,14S90,1,False,Significant operation for obstetrical patient,fin
PHSA13,Preserving correction of hemodynamics of perforant vein of lower extemity with CHIVA method,PROCPR,21S09,1,False,Other OR procedure for injuries,fin
PHSA13,Preserving correction of hemodynamics of perforant vein of lower extemity with CHIVA method,PROCPR,21S10,1,False,OR procedure for trauma,fin
PHSA19,Preserving correction of other vein hemodynamics with CHIVA method,OR,1,1,False,,fin
PHSA19,Preserving correction of other vein hemodynamics with CHIVA method,PROCPR,05S18,1,False,Vein ligation or stripping,fin
PHSA19,Preserving correction of other vein hemodynamics with CHIVA method,PROCPR,14S90,1,False,Significant operation for obstetrical patient,fin
PHSA19,Preserving correction of other vein hemodynamics with CHIVA method,PROCPR,21S09,1,False,Other OR procedure for injuries,fin
PHSA19,Preserving correction of other vein hemodynamics with CHIVA method,PROCPR,21S10,1,False,OR procedure for trauma,fin
PHSB10,Ligature of long saphenous vein,DGPROP,00X99,1,False,Intervention code valid for single use - autogenerated prop,den
PHSB10,Ligature of long saphenous vein,OR,1,1,False,,est/swe/lat/ice/den/fin/nor
PHSB10,Ligature of long saphenous vein,PROCPR,05S18,1,False,Vein ligation or stripping,est/swe/lat/ice/den/fin/nor
PHSB10,Ligature of long saphenous vein,PROCPR,14S90,1,False,Significant operation for obstetrical patient,est/swe/lat/ice/den/fin/nor
PHSB10,Ligature of long saphenous vein,PROCPR,21S09,1,False,Other OR procedure for injuries,est/swe/lat/ice/den/fin/nor
PHSB10,Ligature of long saphenous vein,PROCPR,21S10,1,False,OR procedure for trauma,fin
PHSB10,Ligature of long saphenous vein,PROCPR,40V78,1,False,Code not compatible with follow-up,swe
PHSB11,Ligature of veins of saphenofemoral junction,DGPROP,00X99,1,False,Intervention code valid for single use - autogenerated prop,den
PHSB11,Ligature of veins of saphenofemoral junction,OR,1,1,False,,est/lat/ice/den/nor
PHSB11,Ligature of veins of saphenofemoral junction,PROCPR,05S18,1,False,Vein ligation or stripping,est/lat/ice/den/nor
PHSB11,Ligature of veins of saphenofemoral junction,PROCPR,14S90,1,False,Significant operation for obstetrical patient,est/lat/ice/den/nor
PHSB11,Ligature of veins of saphenofemoral junction,PROCPR,21S09,1,False,Other OR procedure for injuries,est/lat/ice/den/nor
PHSB12,Ligature of short saphenous vein,DGPROP,00X99,1,False,Intervention code valid for single use - autogenerated prop,den
PHSB12,Ligature of short saphenous vein,OR,1,1,False,,est/swe/lat/ice/den/fin/nor
PHSB12,Ligature of short saphenous vein,PROCPR,05S18,1,False,Vein ligation or stripping,est/swe/lat/ice/den/fin/nor
PHSB12,Ligature of short saphenous vein,PROCPR,14S90,1,False,Significant operation for obstetrical patient,est/swe/lat/ice/den/fin/nor
PHSB12,Ligature of short saphenous vein,PROCPR,21S09,1,False,Other OR procedure for injuries,est/swe/lat/ice/den/fin/nor
PHSB12,Ligature of short saphenous vein,PROCPR,21S10,1,False,OR procedure for trauma,fin
PHSB12,Ligature of short saphenous vein,PROCPR,40V78,1,False,Code not compatible with follow-up,swe
PHSB13,Ligature of perforating veins of lower leg,DGPROP,00X99,1,False,Intervention code valid for single use - autogenerated prop,den
PHSB13,Ligature of perforating veins of lower leg,OR,1,1,False,,est/swe/lat/ice/den/fin/nor
PHSB13,Ligature of perforating veins of lower leg,PROCPR,05S18,1,False,Vein ligation or stripping,est/swe/lat/ice/den/fin/nor
PHSB13,Ligature of perforating veins of lower leg,PROCPR,14S90,1,False,Significant operation for obstetrical patient,est/swe/lat/ice/den/fin/nor
PHSB13,Ligature of perforating veins of lower leg,PROCPR,21S09,1,False,Other OR procedure for injuries,est/swe/lat/ice/den/fin/nor
PHSB13,Ligature of perforating veins of lower leg,PROCPR,21S10,1,False,OR procedure for trauma,fin
PHSB13,Ligature of perforating veins of lower leg,PROCPR,40V78,1,False,Code not compatible with follow-up,swe
PHSB14,Ligature of perforating veins of thigh,DGPROP,00X99,1,False,Intervention code valid for single use - autogenerated prop,den
PHSB14,Ligature of perforating veins of thigh,OR,1,1,False,,est/swe/lat/ice/den/nor
PHSB14,Ligature of perforating veins of thigh,PROCPR,05S18,1,False,Vein ligation or stripping,est/swe/lat/ice/den/nor
PHSB14,Ligature of perforating veins of thigh,PROCPR,14S90,1,False,Significant operation for obstetrical patient,est/swe/lat/ice/den/nor
PHSB14,Ligature of perforating veins of thigh,PROCPR,21S09,1,False,Other OR procedure for injuries,est/swe/lat/ice/den/nor
PHSB14,Ligature of perforating veins of thigh,PROCPR,40V78,1,False,Code not compatible with follow-up,swe
PHSB15,Endoscopic ligature of perforating veins of lower leg,OR,1,1,False,,ice
PHSB15,Endoscopic ligature of perforating veins of lower leg,PROCPR,05S18,1,False,Vein ligation or stripping,ice
PHSB15,Endoscopic ligature of perforating veins of lower leg,PROCPR,14S90,1,False,Significant operation for obstetrical patient,ice
PHSB15,Endoscopic ligature of perforating veins of lower leg,PROCPR,21S09,1,False,Other OR procedure for injuries,ice
PHSB16,Endoscopic ligature of perforating veins of thigh,OR,1,1,False,,ice
PHSB16,Endoscopic ligature of perforating veins of thigh,PROCPR,05S18,1,False,Vein ligation or stripping,ice
PHSB16,Endoscopic ligature of perforating veins of thigh,PROCPR,14S90,1,False,Significant operation for obstetrical patient,ice
PHSB16,Endoscopic ligature of perforating veins of thigh,PROCPR,21S09,1,False,Other OR procedure for injuries,ice
PHSB23,Ligature of iliac vein,DGPROP,00X99,1,False,Intervention code valid for single use - autogenerated prop,den
PHSB23,Ligature of iliac vein,OR,1,1,False,,est/swe/lat/ice/den/fin/nor
PHSB23,Ligature of iliac vein,PROCPR,05S11,1,False,Major cardiovascular procedure,est/swe/lat/ice/den/fin/nor
PHSB23,Ligature of iliac vein,PROCPR,06S10,1,False,Other digestive system OR procedure,est/swe/lat/ice/den/fin/nor
PHSB23,Ligature of iliac vein,PROCPR,14S90,1,False,Significant operation for obstetrical patient,est/swe/lat/ice/den/fin/nor
PHSB23,Ligature of iliac vein,PROCPR,21S09,1,False,Other OR procedure for injuries,est/swe/lat/ice/den/fin/nor
PHSB23,Ligature of iliac vein,PROCPR,21S10,1,False,OR procedure for trauma,fin
PHSB23,Ligature of iliac vein,PROCPR,40V78,1,False,Code not compatible with follow-up,swe
PHSB23,Ligature of iliac vein,PROCPR,99S90,1,False,Extensive procedure - list created during the exporting process,est/swe/lat/ice/den/fin/nor
PHSB30,Ligature of inferior vena cava,DGPROP,00X99,1,False,Intervention code valid for single use - autogenerated prop,den
PHSB30,Ligature of inferior vena cava,OR,1,1,False,,est/swe/lat/ice/den/fin/nor
PHSB30,Ligature of inferior vena cava,PROCPR,05S11,1,False,Major cardiovascular procedure,est/swe/lat/ice/den/fin/nor
PHSB30,Ligature of inferior vena cava,PROCPR,14S03,1,False,Other obstetric OR procedure,est/swe/lat/ice/den/fin/nor
PHSB30,Ligature of inferior vena cava,PROCPR,21S09,1,False,Other OR procedure for injuries,est/swe/lat/ice/den/fin/nor
PHSB30,Ligature of inferior vena cava,PROCPR,21S10,1,False,OR procedure for trauma,fin
PHSB30,Ligature of inferior vena cava,PROCPR,40V78,1,False,Code not compatible with follow-up,swe
PHSB30,Ligature of inferior vena cava,PROCPR,99S90,1,False,Extensive procedure - list created during the exporting process,est/swe/lat/ice/den/fin/nor
PHSB31,Ligature of renal vein,DGPROP,00X99,1,False,Intervention code valid for single use - autogenerated prop,den
PHSB31,Ligature of renal vein,OR,1,1,False,,est/swe/lat/ice/den/fin/nor
PHSB31,Ligature of renal vein,PROCPR,05S11,1,False,Major cardiovascular procedure,est/swe/lat/ice/den/fin/nor
PHSB31,Ligature of renal vein,PROCPR,11S07,1,False,Other kidney or urinary tract OR procedure,est/swe/lat/ice/den/fin/nor
PHSB31,Ligature of renal vein,PROCPR,11S15,1,False,Other kidney or urinary tract OR procedure,est/lat/ice/den/fin
PHSB31,Ligature of renal vein,PROCPR,14S90,1,False,Significant operation for obstetrical patient,est/swe/lat/ice/den/fin/nor
PHSB31,Ligature of renal vein,PROCPR,21S09,1,False,Other OR procedure for injuries,est/swe/lat/ice/den/fin/nor
PHSB31,Ligature of renal vein,PROCPR,21S10,1,False,OR procedure for trauma,fin
PHSB31,Ligature of renal vein,PROCPR,40V78,1,False,Code not compatible with follow-up,swe
PHSB31,Ligature of renal vein,PROCPR,99S90,1,False,Extensive procedure - list created during the exporting process,est/swe/lat/ice/den/fin/nor
PHSB32,Ligature of mesenteric or portal vein,DGPROP,00X99,1,False,Intervention code valid for single use - autogenerated prop,den
PHSB32,Ligature of mesenteric or portal vein,OR,1,1,False,,est/swe/lat/ice/den/fin/nor
PHSB32,Ligature of mesenteric or portal vein,PROCPR,05S11,1,False,Major cardiovascular procedure,est/swe/lat/ice/den/fin/nor
PHSB32,Ligature of mesenteric or portal vein,PROCPR,06S10,1,False,Other digestive system OR procedure,est/swe/lat/ice/den/fin/nor
PHSB32,Ligature of mesenteric or portal vein,PROCPR,14S90,1,False,Significant operation for obstetrical patient,est/swe/lat/ice/den/fin/nor
PHSB32,Ligature of mesenteric or portal vein,PROCPR,21S09,1,False,Other OR procedure for injuries,est/swe/lat/ice/den/fin/nor
PHSB32,Ligature of mesenteric or portal vein,PROCPR,21S10,1,False,OR procedure for trauma,fin
PHSB32,Ligature of mesenteric or portal vein,PROCPR,40V78,1,False,Code not compatible with follow-up,swe
PHSB32,Ligature of mesenteric or portal vein,PROCPR,99S90,1,False,Extensive procedure - list created during the exporting process,est/swe/lat/ice/den/fin/nor
PHSB99,Ligature of other vein,DGPROP,00X99,1,False,Intervention code valid for single use - autogenerated prop,den
PHSB99,Ligature of other vein,OR,1,1,False,,est/swe/lat/ice/den/fin/nor
PHSB99,Ligature of other vein,PROCPR,05S15,1,False,Other vascular procedures,est/swe/lat/ice/den/fin/nor
PHSB99,Ligature of other vein,PROCPR,12S03,1,False,Testes procedure,est/swe/lat/ice/den/fin/nor
PHSB99,Ligature of other vein,PROCPR,14S90,1,False,Significant operation for obstetrical patient,est/swe/lat/ice/den/fin/nor
PHSB99,Ligature of other vein,PROCPR,21S09,1,False,Other OR procedure for injuries,est/swe/lat/ice/den/fin/nor
PHSB99,Ligature of other vein,PROCPR,21S10,1,False,OR procedure for trauma,fin
PHSB99,Ligature of other vein,PROCPR,40V78,1,False,Code not compatible with follow-up,swe
PHSC22,Suture of femoral vein,DGPROP,00X99,1,False,Intervention code valid for single use - autogenerated prop,den
PHSC22,Suture of femoral vein,OR,1,1,False,,est/swe/lat/ice/den/fin/nor
PHSC22,Suture of femoral vein,PROCPR,05S15,1,False,Other vascular procedures,est/swe/lat/ice/den/fin/nor
PHSC22,Suture of femoral vein,PROCPR,14S90,1,False,Significant operation for obstetrical patient,est/swe/lat/ice/den/fin/nor
PHSC22,Suture of femoral vein,PROCPR,21S09,1,False,Other OR procedure for injuries,est/swe/lat/ice/den/fin/nor
PHSC22,Suture of femoral vein,PROCPR,21S10,1,False,OR procedure for trauma,fin
PHSC22,Suture of femoral vein,PROCPR,40V78,1,False,Code not compatible with follow-up,swe
PHSC23,Suture of iliac vein,DGPROP,00X99,1,False,Intervention code valid for single use - autogenerated prop,den
PHSC23,Suture of iliac vein,OR,1,1,False,,est/swe/lat/ice/den/fin/nor
PHSC23,Suture of iliac vein,PROCPR,05S15,1,False,Other vascular procedures,est/swe/lat/ice/den/fin/nor
PHSC23,Suture of iliac vein,PROCPR,14S90,1,False,Significant operation for obstetrical patient,est/swe/lat/ice/den/fin/nor
PHSC23,Suture of iliac vein,PROCPR,21S09,1,False,Other OR procedure for injuries,est/swe/lat/ice/den/fin/nor
PHSC23,Suture of iliac vein,PROCPR,21S10,1,False,OR procedure for trauma,fin
PHSC23,Suture of iliac vein,PROCPR,40V78,1,False,Code not compatible with follow-up,swe
PHSC30,Suture of inferior vena cava,DGPROP,00X99,1,False,Intervention code valid for single use - autogenerated prop,den
PHSC30,Suture of inferior vena cava,OR,1,1,False,,est/swe/lat/ice/den/fin/nor
PHSC30,Suture of inferior vena cava,PROCPR,05S15,1,False,Other vascular procedures,est/swe/lat/ice/den/fin/nor
