vartype,varval,varval_text_comb,code_nat,d_code_nat,text_nat,d_text_nat,code_plus,d_code_plus,text_plus,d_text_plus,nat_ver
COMPLEX,18C13,Complicated herpes,B09,,Määrittämätön ihottumina ja limakalvovihoittumina ilmenevä virusinfektio,,B0900,,Unspecified viral infection characterized by skin and mucous membrane lesions,,est/swe/lat/ice/den/fin/nor
COMPLEX,18C13,Complicated herpes,B338,,Muu virussairaus,,B3380,,Other specified viral diseases,,est/swe/lat/ice/den/fin/nor
COMPLEX,18C13,Complicated herpes,B348,,Muu sijainniltaan määrittämätön virusinfektio,,B3480,,Other viral infections of unspecified site,,est/swe/lat/ice/den/fin/nor
COMPLEX,18C13,Complicated herpes,B349,,Määrittämätön virusinfektio,,B3490,,"Viral infection, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,18C13,Complicated herpes,B9480,,Bakteeriaivokalvontulehduksen myöhäisvaikutukset,,B948A,,Sequelae of bacterial meningitis,,fin
COMPLEX,18C13,Complicated herpes,B9489,,Muun infektiotaudin tai loistaudin myöhäisvaikutukset,,B9480,,Sequelae of other specified infectious and parasitic diseases,,est/swe/lat/ice/den/fin/nor
COMPLEX,18C13,Complicated herpes,B949,,Määrittämättömän infektiotaudin tai loistaudin myöhäisvaikutukset,,B9490,,Sequelae of unspecified infectious or parasitic disease,,est/swe/lat/ice/den/fin/nor
COMPLEX,18C13,Complicated herpes,G530,,Vyöruusun jälkeinen kolmoishermosärky,,G5300,,Postzoster neuralgia (B02.2+),,est/swe/lat/ice/den/fin/nor
COMPLEX,18C13,Complicated herpes,G630,,Tuberkuloottinen monihermosairaus,,G6300,,Polyneuropathy in infectious and parasitic diseases classified elsewhere,,est/swe/lat/ice/den/fin/nor
COMPLEX,18C13,Complicated herpes,PC_S70,,Vyöruusu,,B0290,,Zoster without complication,,est/swe/lat/ice/den/fin/nor
COMPLEX,18C14,Rubella nervous system complication,B060,,Vihurirokon neurologinen komplikaatio,,B0600,,Rubella with neurological complications,,est/swe/lat/ice/den/fin/nor
COMPLEX,18C14,Rubella nervous system complication,B068,,Vihurirokon muu komplikaatio,,B0680,,Rubella with other complications,,est/swe/lat/ice/den/fin/nor
COMPLEX,18C14,Rubella nervous system complication,B069,,Vihurirokko ilman komplikaatioita,,B0690,,Rubella without complication,,est/swe/lat/ice/den/fin/nor
COMPLEX,18C14,Rubella nervous system complication,PC_A74,,Vihurirokko,,B0600,,Rubella with neurological complications,,est/swe/lat/ice/den/fin/nor
COMPLEX,18C15,Pneumocystosis,A481,,Legionelloosi,,A4810,,Legionnaires' disease,,est/swe/lat/ice/den/fin/nor
COMPLEX,18C15,Pneumocystosis,B334,,Hantaviruksen aiheuttama (sydän-)keuhko-oireyhtymä [HPS] [HCPS],,B3340,,Hantavirus (cardio-)pulmonary syndrome [HPS] [HCPS],,swe/lat/ice/den/fin/nor
COMPLEX,18C15,Pneumocystosis,B400,,Akuutti keuhkojen blastomykoosi,,B4000,,Acute pulmonary blastomycosis,,est/swe/lat/ice/den/fin/nor
COMPLEX,18C15,Pneumocystosis,B401,,Pitkäaikainen keuhkojen blastomykoosi,,B4010,,Chronic pulmonary blastomycosis,,est/swe/lat/ice/den/fin/nor
COMPLEX,18C15,Pneumocystosis,B402,,Määrittämätön keuhkojen blastomykoosi,,B4020,,"Pulmonary blastomycosis, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,18C15,Pneumocystosis,B410,,Keuhkojen parakoksidioidomykoosi,,B4100,,Pulmonary paracoccidioidomycosis,,est/swe/lat/ice/den/fin/nor
COMPLEX,18C15,Pneumocystosis,B440,,Kudokseen tunkeutuva keuhkoaspergilloosi,,B4400,,Invasive pulmonary aspergillosis,,est/swe/lat/ice/den/fin/nor
COMPLEX,18C15,Pneumocystosis,B441,,Muu keuhkoaspergilloosi,,B4410,,Other pulmonary aspergillosis,,est/swe/lat/ice/den/fin/nor
COMPLEX,18C15,Pneumocystosis,B450,,Keuhkojen kryptokokkoosi,,B4500,,Pulmonary cryptococcosis,,est/swe/lat/ice/den/fin/nor
COMPLEX,18C15,Pneumocystosis,B460,,Keuhkojen mukormykoosi,,B4600,,Pulmonary mucormycosis,,est/swe/lat/ice/den/fin/nor
COMPLEX,18C15,Pneumocystosis,B59,,Pneumokystoosi,,B5900,,Pneumocystosis (J17.2*),,est/swe/lat/ice/den/fin/nor
COMPLEX,18C15,Pneumocystosis,B9480,,Bakteeriaivokalvontulehduksen myöhäisvaikutukset,,B948A,,Sequelae of bacterial meningitis,,fin
COMPLEX,18C15,Pneumocystosis,B9489,,Muun infektiotaudin tai loistaudin myöhäisvaikutukset,,B9480,,Sequelae of other specified infectious and parasitic diseases,,est/swe/lat/ice/den/fin/nor
COMPLEX,18C15,Pneumocystosis,B949,,Määrittämättömän infektiotaudin tai loistaudin myöhäisvaikutukset,,B9490,,Sequelae of unspecified infectious or parasitic disease,,est/swe/lat/ice/den/fin/nor
COMPLEX,18C15,Pneumocystosis,J100,,Muun tunnistetun influenssaviruksen aiheuttama keuhkokuume,,J1000,,"Influenza with pneumonia, influenza virus identified",,est/swe/lat/ice/den/fin/nor
COMPLEX,18C15,Pneumocystosis,J101,,Muun tunnistetun influenssaviruksen aiheuttama muu hengitystieoireisto,,J1010,,"Influenza with other respiratory manifestations, influenza virus identified",,est/swe/lat/ice/den/fin/nor
COMPLEX,18C15,Pneumocystosis,J110,,"Influenssa ja keuhkokuume, virusta ei ole osoitettu",,J1100,,"Influenza with pneumonia, virus not identified",,est/swe/lat/ice/den/fin/nor
COMPLEX,18C15,Pneumocystosis,J111,,"Influenssan muu hengitystieoireisto, virusta ei ole osoitettu",,J1110,,"Influenza with other respiratory manifestations, virus not identified",,est/swe/lat/ice/den/fin/nor
COMPLEX,18C15,Pneumocystosis,J120,,Adenoviruksen aiheuttama keuhkokuume,,J1200,,Adenoviral pneumonia,,est/swe/lat/ice/den/fin/nor
COMPLEX,18C15,Pneumocystosis,J121,,RS-viruksen (respiratory syncytial virus) aiheuttama keuhkokuume,,J1210,,Respiratory syncytial virus pneumonia,,est/swe/lat/ice/den/fin/nor
COMPLEX,18C15,Pneumocystosis,J122,,Parainfluenssaviruksen aiheuttama keuhkokuume,,J1220,,Parainfluenza virus pneumonia,,est/swe/lat/ice/den/fin/nor
COMPLEX,18C15,Pneumocystosis,J128,,Muu viruskeuhkokuume,,J1280,,Other viral pneumonia,,est/swe/lat/ice/den/fin/nor
COMPLEX,18C15,Pneumocystosis,J129,,Määrittämätön viruskeuhkokuume,,J1290,,"Viral pneumonia, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,18C15,Pneumocystosis,J13,,Streptococcus pneumoniaen aiheuttama keuhkokuume,,J1300,,Pneumonia due to Streptococcus pneumoniae,,est/swe/lat/ice/den/fin/nor
COMPLEX,18C15,Pneumocystosis,J14,,Haemophilus influenzaen aiheuttama keuhkokuume,,J1400,,Pneumonia due to Haemophilus influenzae,,est/swe/lat/ice/den/fin/nor
COMPLEX,18C15,Pneumocystosis,J150,,Klebsiella pneumoniaen aiheuttama keuhkokuume,,J1500,,Pneumonia due to Klebsiella pneumoniae,,est/swe/lat/ice/den/fin/nor
COMPLEX,18C15,Pneumocystosis,J151,,Pseudomonas-bakteerin aiheuttama keuhkokuume,,J1510,,Pneumonia due to Pseudomonas,,est/swe/lat/ice/den/fin/nor
COMPLEX,18C15,Pneumocystosis,J152,,Stafylokokin aiheuttama keuhkokuume,,J1520,,Pneumonia due to staphylococcus,,est/swe/lat/ice/den/fin/nor
COMPLEX,18C15,Pneumocystosis,J153,,B-ryhmän streptokokin aiheuttama keuhkokuume,,J1530,,"Pneumonia due to streptococcus, group B",,est/swe/lat/ice/den/fin/nor
COMPLEX,18C15,Pneumocystosis,J154,,Muun streptokokin aiheuttama keuhkokuume,,J1540,,Pneumonia due to other streptococci,,est/swe/lat/ice/den/fin/nor
COMPLEX,18C15,Pneumocystosis,J155,,Kolibakteerin aiheuttama keuhkokuume,,J1550,,Pneumonia due to Escherichia coli,,est/swe/lat/ice/den/fin/nor
COMPLEX,18C15,Pneumocystosis,J156,,Muun aerobisen gramnegatiivisen bakteerin aiheuttama keuhkokuume,,J1560,,Pneumonia due to other aerobic Gram-negative bacteria,,est/swe/lat/ice/den/fin/nor
COMPLEX,18C15,Pneumocystosis,J157,,Mycoplasma pneumoniaen aiheuttama keuhkokuume,,J1570,,Pneumonia due to Mycoplasma pneumoniae,,est/swe/lat/ice/den/fin/nor
COMPLEX,18C15,Pneumocystosis,J158,,Muun bakteerin aiheuttama keuhkokuume,,J1580,,Other bacterial pneumonia,,est/swe/lat/ice/den/fin/nor
COMPLEX,18C15,Pneumocystosis,J159,,Määrittämätön bakteerin aiheuttama keuhkokuume,,J1590,,"Bacterial pneumonia, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,18C15,Pneumocystosis,J160,,Klamydian aiheuttama keuhkokuume,,J1600,,Chlamydial pneumonia,,est/swe/lat/ice/den/fin/nor
COMPLEX,18C15,Pneumocystosis,J168,,Muun organismin aiheuttama keuhkokuume,,J1680,,Pneumonia due to other specified infectious organisms,,est/swe/lat/ice/den/fin/nor
COMPLEX,18C15,Pneumocystosis,J170,,Muualla luokitettuun bakteerisairauteen liittyvä keuhkokuume,,J1700,,Pneumonia in bacterial diseases classified elsewhere,,est/swe/lat/ice/den/fin/nor
COMPLEX,18C15,Pneumocystosis,J171,,Muualla luokitettuun virustautiin liittyvä keuhkokuume,,J1710,,Pneumonia in viral diseases classified elsewhere,,est/swe/lat/ice/den/fin/nor
COMPLEX,18C15,Pneumocystosis,J172,,Sienitautiin liittyvä keuhkokuume,,J1720,,Pneumonia in mycoses,,est/swe/lat/ice/den/fin/nor
COMPLEX,18C15,Pneumocystosis,J173,,Loistauteihin liittyvä keuhkokuume,,J1730,,Pneumonia in parasitic diseases,,est/swe/lat/ice/den/fin/nor
COMPLEX,18C15,Pneumocystosis,J178,,Muualla luokitettuun muuhun sairauteen liittyvä keuhkokuume,,J1780,,Pneumonia in other diseases classified elsewhere,,est/swe/lat/ice/den/fin/nor
COMPLEX,18C15,Pneumocystosis,J180,,Pesäkekeuhkokuume,,J1800,,"Bronchopneumonia, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,18C15,Pneumocystosis,J181,,Lohkokeuhkokuume,,J1810,,"Lobar pneumonia, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,18C15,Pneumocystosis,J188,,"Muun tyyppinen keuhkokuume, aiheuttava pieneliö määrittämätön",,J1880,,"Other pneumonia, organism unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,18C15,Pneumocystosis,J189,,Määrittämätön keuhkokuume,,J1890,,"Pneumonia, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,18C15,Pneumocystosis,J440,,Pitkäaikainen ahtauttava keuhkosairaus ja akuutti alahengitystieinfektio,,J4400,,Chronic obstructive pulmonary disease with acute lower respiratory infection,,est/swe/lat/ice/den/fin/nor
COMPLEX,18C15,Pneumocystosis,J441,,Pitkäaikaisen ahtauttavan keuhkosairauden akuutti vaikeutuminen ilman infektiota,,J4410,,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,18C15,Pneumocystosis,J448,,Pitkäaikainen ahtauttava keuhkosairaus ilman akuuttia vaikeutumista,,J4480,,Other specified chronic obstructive pulmonary disease,,est/swe/lat/ice/den/fin/nor
COMPLEX,18C15,Pneumocystosis,J449,,"Pitkäaikainen ahtauttava keuhkosairaus, ei tietoa vaikeutumisesta",,J4490,,"Chronic obstructive pulmonary disease, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,18C15,Pneumocystosis,J47,,Keuhkoputkien laajentuma (bronkiektasia),,J4700,,Bronchiectasis,,est/swe/lat/ice/den/fin/nor
COMPLEX,18C15,Pneumocystosis,J60,,Hiilipölykeuhko (antrakoosi),,J6000,,Coalworker's pneumoconiosis,,est/swe/lat/ice/den/fin/nor
COMPLEX,18C15,Pneumocystosis,J61,,Asbestin tai muun mineraalikuidun aiheuttama pölykeuhko,,J6100,,Pneumoconiosis due to asbestos and other mineral fibres,,est/swe/lat/ice/den/fin/nor
COMPLEX,18C15,Pneumocystosis,J620,,Talkkipölykeuhko,,J6200,,Pneumoconiosis due to talc dust,,est/swe/lat/ice/den/fin/nor
COMPLEX,18C15,Pneumocystosis,J628,,Muun piidioksidipitoisen pölyn aiheuttama pölykeuhko,,J6280,,Pneumoconiosis due to other dust containing silica,,est/swe/lat/ice/den/fin/nor
COMPLEX,18C15,Pneumocystosis,J630,,(Keuhkojen) aluminoosi,,J6300,,Aluminosis (of lung),,est/swe/lat/ice/den/fin/nor
COMPLEX,18C15,Pneumocystosis,J631,,(Keuhkojen) bauksiittifibroosi,,J6310,,Bauxite fibrosis (of lung),,est/swe/lat/ice/den/fin/nor
COMPLEX,18C15,Pneumocystosis,J632,,(Keuhkojen) beryllioosi,,J6320,,Berylliosis,,est/swe/lat/ice/den/fin/nor
COMPLEX,18C15,Pneumocystosis,J633,,(Keuhkojen) grafiittifibroosi,,J6330,,Graphite fibrosis (of lung),,est/swe/lat/ice/den/fin/nor
COMPLEX,18C15,Pneumocystosis,J634,,Rautapölykeuhko,,J6340,,Siderosis,,est/swe/lat/ice/den/fin/nor
COMPLEX,18C15,Pneumocystosis,J635,,Tinapölykeuhko,,J6350,,Stannosis,,est/swe/lat/ice/den/fin/nor
COMPLEX,18C15,Pneumocystosis,J638,,Muiden määritettyjen epäorgaanisten pölyjen aiheuttama pölykeuhko,,J6380,,Pneumoconiosis due to other specified inorganic dusts,,est/swe/lat/ice/den/fin/nor
COMPLEX,18C15,Pneumocystosis,J64,,Määrittämätön pölykeuhko,,J6400,,Unspecified pneumoconiosis,,est/swe/lat/ice/den/fin/nor
COMPLEX,18C15,Pneumocystosis,J660,,Byssinoosi,,J6600,,Byssinosis,,est/swe/lat/ice/den/fin/nor
COMPLEX,18C15,Pneumocystosis,J661,,Pellavatyöntekijän keuhko,,J6610,,Flax-dresser's disease,,est/swe/lat/ice/den/fin/nor
COMPLEX,18C15,Pneumocystosis,J662,,Kannabinoosi,,J6620,,Cannabinosis,,est/swe/lat/ice/den/fin/nor
COMPLEX,18C15,Pneumocystosis,J668,,Muiden spesifisten orgaanisten pölyjen aiheuttama hengitystiesairaus,,J6680,,Airway disease due to other specific organic dusts,,est/swe/lat/ice/den/fin
COMPLEX,18C15,Pneumocystosis,J670,,Homepölykeuhko,,J6700,,Farmer's lung,,est/swe/lat/ice/den/fin/nor
COMPLEX,18C15,Pneumocystosis,J671,,Sokeriruokopölykeuhko,,J6710,,Bagassosis,,est/swe/lat/ice/den/fin/nor
COMPLEX,18C15,Pneumocystosis,J672,,Linnunpölykeuhko,,J6720,,Bird fancier's lung,,est/swe/lat/ice/den/fin/nor
COMPLEX,18C15,Pneumocystosis,J673,,Korkkipölykeuhko,,J6730,,Suberosis,,est/swe/lat/ice/den/fin/nor
COMPLEX,18C15,Pneumocystosis,J674,,Mallaspölykeuhko,,J6740,,Maltworker's lung,,est/swe/lat/ice/den/fin/nor
COMPLEX,18C15,Pneumocystosis,J675,,Sienipölykeuhko,,J6750,,Mushroom-worker's lung,,est/swe/lat/ice/den/fin/nor
COMPLEX,18C15,Pneumocystosis,J676,,Parkkipölykeuhko,,J6760,,Maple-bark-stripper's lung,,est/swe/lat/ice/den/fin/nor
COMPLEX,18C15,Pneumocystosis,J677,,Ilmankostuttajakuume,,J6770,,Air-conditioner and humidifier lung,,est/swe/lat/ice/den/fin/nor
COMPLEX,18C15,Pneumocystosis,J678,,Muun orgaanisen pölyn aiheuttama allerginen alveoliitti,,J6780,,Hypersensitivity pneumonitis due to other organic dusts,,est/swe/lat/ice/den/fin/nor
COMPLEX,18C15,Pneumocystosis,J679,,Määrittämättömän orgaanisen pölyn aiheuttama allerginen alveoliitti,,J6790,,Hypersensitivity pneumonitis due to unspecified organic dust,,est/swe/lat/ice/den/fin/nor
COMPLEX,18C15,Pneumocystosis,J680,,"Kemikaalien, kaasujen, savujen tai höyryjen hengittämisen aiheuttama keuhkoputkien ja keuhkokudoksen tulehdus",,J6800,,"Bronchitis and pneumonitis due to chemicals, gases, fumes and vapours",,est/swe/lat/ice/den/fin/nor
COMPLEX,18C15,Pneumocystosis,J681,,"Kemikaalien, kaasujen, savujen tai höyryjen hengittämisen aiheuttama keuhkoödeema",,J6810,,"Acute pulmonary oedema due to chemicals, gases, fumes and vapours",,est/swe/lat/ice/den/fin/nor
COMPLEX,18C15,Pneumocystosis,J682,,"Muualla luokittamaton kemikaalien, kaasujen, savujen tai höyryjen hengittämisen aiheuttama ylähengitysteiden tulehdus",,J6820,,"Upper respiratory inflammation due to chemicals, gases, fumes and vapours, not elsewhere classified",,est/swe/lat/ice/den/fin/nor
COMPLEX,18C15,Pneumocystosis,J683,,"Muu kemikaalien, kaasujen, savujen tai höyryjen aiheuttama keuhkojen akuutti tai puoliakuutti sairaustila",,J6830,,"Other acute and subacute respiratory conditions due to chemicals, gases, fumes and vapours",,est/swe/lat/ice/den/fin/nor
COMPLEX,18C15,Pneumocystosis,J684,,"Kemikaalien, kaasujen, savujen tai höyryjen aiheuttama keuhkojen pitkäaikainen sairaustila",,J6840,,"Chronic respiratory conditions due to chemicals, gases, fumes and vapours",,est/swe/lat/ice/den/fin/nor
COMPLEX,18C15,Pneumocystosis,J688,,"Muu kemikaalien, kaasujen, savujen tai höyryjen aiheuttama keuhkojen sairaustila",,J6880,,"Other respiratory conditions due to chemicals, gases, fumes and vapours",,est/swe/lat/ice/den/fin/nor
COMPLEX,18C15,Pneumocystosis,J689,,"Määrittämätön kemikaalien, kaasujen, savujen tai höyryjen aiheuttama keuhkojen sairaustila",,J6890,,"Unspecified respiratory condition due to chemicals, gases, fumes and vapours",,est/swe/lat/ice/den/fin/nor
COMPLEX,18C15,Pneumocystosis,J690,,Ruuan tai oksennuksen hengittämisestä aiheutunut keuhkokuume,,J6900,,Pneumonitis due to food and vomit,,est/swe/lat/ice/den/fin/nor
COMPLEX,18C15,Pneumocystosis,J691,,Lipoidikeuhkokuume,,J6910,,Pneumonitis due to oils and essences,,est/swe/lat/ice/den/fin/nor
COMPLEX,18C15,Pneumocystosis,J698,,Muu kiinteiden ja nestemäisten aineiden aiheuttama keuhkotulehdus (pneumoniitti),,J6980,,Pneumonitis due to other solids and liquids,,est/swe/lat/ice/den/fin/nor
COMPLEX,18C15,Pneumocystosis,J700,,Säteilyn aiheuttamat akuutti tai puoliakuutti keuhko-oireisto,,J7000,,Acute pulmonary manifestations due to radiation,,est/swe/lat/ice/den/fin/nor
COMPLEX,18C15,Pneumocystosis,J701,,Säteilyn aiheuttama pitkäaikainen keuhko-oireisto,,J7010,,Chronic and other pulmonary manifestations due to radiation,,est/swe/lat/ice/den/fin/nor
COMPLEX,18C15,Pneumocystosis,J702,,Akuutti lääkeaineen aiheuttama interstitiaalinen keuhkosairaus,,J7020,,Acute drug-induced interstitial lung disorders,,est/swe/lat/ice/den/fin/nor
COMPLEX,18C15,Pneumocystosis,J703,,Pitkäaikainen lääkeaineen aiheuttama interstitiaalinen keuhkosairaus,,J7030,,Chronic drug-induced interstitial lung disorders,,est/swe/lat/ice/den/fin/nor
COMPLEX,18C15,Pneumocystosis,J704,,Määrittämätön lääkeaineen aiheuttama interstitiaalinen keuhkosairaus,,J7040,,"Drug-induced interstitial lung disorders, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,18C15,Pneumocystosis,J708,,Muun ulkoisen tekijän aiheuttama keuhkojen sairaustila,,J7080,,Respiratory conditions due to other specified external agents,,est/swe/lat/ice/den/fin/nor
COMPLEX,18C15,Pneumocystosis,J709,,Määrittämättömän ulkoisen tekijän aiheuttamat keuhkojen sairaustilat,,J7090,,Respiratory conditions due to unspecified external agent,,est/swe/lat/ice/den/fin/nor
COMPLEX,18C15,Pneumocystosis,J984,,Muu keuhkosairaus,,J9840,,Other disorders of lung,,est/swe/lat/ice/den/fin/nor
COMPLEX,18C15,Pneumocystosis,J998,B420,Muualla luokitettuun muuhun sairauteen liittyvä hengityselinsairaus,Sporotrikoosi keuhkoinfektion syynä,J9980,B4200,Respiratory disorders in other diseases classified elsewhere,Pulmonary sporotrichosis (J99.8*),est/swe/lat/ice/den/fin/nor
COMPLEX,18C15,Pneumocystosis,K938,B49,Muualla luokitettuun sairauteen liittyvä muun määritetyn ruuansulatuseliimen sairaus,Määrittämätön sienitauti,K9380,B4900,Disorders of other specified digestive organs in diseases classified elsewhere,Unspecified mycosis,est/swe/lat/ice/den/fin/nor
COMPLEX,18C15,Pneumocystosis,PC_R80,,Influenssa,,J1010,,"Influenza with other respiratory manifestations, influenza virus identified",,est/swe/lat/ice/den/fin/nor
COMPLEX,18C15,Pneumocystosis,PC_R81,,Keuhkokuume,,J1890,,"Pneumonia, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,18C15,Pneumocystosis,PC_R83,,"Hengitystieinfektio, muu",,J1720,,Pneumonia in mycoses,,est/swe/lat/ice/den/fin/nor
COMPLEX,18C15,Pneumocystosis,U049,,"Vakava äkillinen hengitystieoireyhtymä [SARS], määrittämätön",,U0490,,"Severe acute respiratory syndrome, unspecified",,est/swe/lat/ice/fin/nor
COMPLEX,18C16,Complicated  infection or late effect of infectious diasease,B900,,Keskushermoston tuberkuloosin myöhäisvaikutukset,,B9000,,Sequelae of central nervous system tuberculosis,,est/swe/lat/ice/den/fin/nor
COMPLEX,18C16,Complicated  infection or late effect of infectious diasease,B901,,Virtsa- ja sukupuolielinten tuberkuloosin myöhäisvaikutukset,,B9010,,Sequelae of genitourinary tuberculosis,,est/swe/lat/ice/den/fin/nor
COMPLEX,18C16,Complicated  infection or late effect of infectious diasease,B909,,Hengityselinten tuberkuloosin tai määrittämättömän tuberkuloosin myöhäisvaikutukset,,B9090,,Sequelae of respiratory and unspecified tuberculosis,,est/swe/lat/ice/den/fin/nor
COMPLEX,18C16,Complicated  infection or late effect of infectious diasease,B91,,Polion myöhäisvaikutukset,,B9100,,Sequelae of poliomyelitis,,est/swe/lat/ice/den/fin/nor
COMPLEX,18C16,Complicated  infection or late effect of infectious diasease,B9480,,Bakteeriaivokalvontulehduksen myöhäisvaikutukset,,B948A,,Sequelae of bacterial meningitis,,fin
COMPLEX,18C16,Complicated  infection or late effect of infectious diasease,B9489,,Muun infektiotaudin tai loistaudin myöhäisvaikutukset,,B9480,,Sequelae of other specified infectious and parasitic diseases,,est/swe/lat/ice/den/fin/nor
COMPLEX,18C16,Complicated  infection or late effect of infectious diasease,B949,,Määrittämättömän infektiotaudin tai loistaudin myöhäisvaikutukset,,B9490,,Sequelae of unspecified infectious or parasitic disease,,est/swe/lat/ice/den/fin/nor
COMPLEX,18C17,Complicated toxoplasmosis,B580,,Toksoplasmoosi silmäsairauden syynä,,B5800,,Toxoplasma oculopathy,,est/swe/lat/ice/den/fin/nor
COMPLEX,18C17,Complicated toxoplasmosis,B588,,Muun elimen toksoplasmoosi,,B5880,,Toxoplasmosis with other organ involvement,,est/swe/lat/ice/den/fin/nor
COMPLEX,18C17,Complicated toxoplasmosis,B589,,Määrittämätön toksoplasmoosi,,B5890,,"Toxoplasmosis, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,18C17,Complicated toxoplasmosis,B9480,,Bakteeriaivokalvontulehduksen myöhäisvaikutukset,,B948A,,Sequelae of bacterial meningitis,,fin
COMPLEX,18C17,Complicated toxoplasmosis,B9489,,Muun infektiotaudin tai loistaudin myöhäisvaikutukset,,B9480,,Sequelae of other specified infectious and parasitic diseases,,est/swe/lat/ice/den/fin/nor
COMPLEX,18C17,Complicated toxoplasmosis,B949,,Määrittämättömän infektiotaudin tai loistaudin myöhäisvaikutukset,,B9490,,Sequelae of unspecified infectious or parasitic disease,,est/swe/lat/ice/den/fin/nor
COMPLEX,18C17,Complicated toxoplasmosis,J173,B583,Loistauteihin liittyvä keuhkokuume,Toksoplasmoosi keuhkojen tulehduksen syynä,J1730,B5830,Pneumonia in parasitic diseases,Pulmonary toxoplasmosis (J17.3*),est/swe/lat/ice/den/fin/nor
COMPLEX,18C18,Tuberculosis,A180,,Luu- ja niveltuberkuloosi,,A1800,,Tuberculosis of bones and joints,,est/swe/lat/ice/den/fin/nor
COMPLEX,18C18,Tuberculosis,A181,,Virtsa- ja sukupuolielinten tuberkuloosi,,A1810,,Tuberculosis of genitourinary system,,est/swe/lat/ice/den/fin/nor
COMPLEX,18C18,Tuberculosis,A182,,Tuberkuloottinen perifeerinen imusolmukesairaus,,A1820,,Tuberculous peripheral lymphadenopathy,,est/swe/lat/ice/den/fin/nor
COMPLEX,18C18,Tuberculosis,A184,,Ihon ja ihonalaiskudoksen tuberkuloosi,,A1840,,Tuberculosis of skin and subcutaneous tissue,,est/swe/lat/ice/den/fin/nor
COMPLEX,18C18,Tuberculosis,A186,,Korvan tuberkuloosi,,A1860,,Tuberculosis of ear,,est/swe/lat/ice/den/fin/nor
COMPLEX,18C18,Tuberculosis,A187,,Lisämunuaistuberkuloosi,,A1870,,Tuberculosis of adrenal glands (E35.1*),,est/swe/lat/ice/den/fin/nor
COMPLEX,18C18,Tuberculosis,A188,,Muun elimen tuberkuloosi,,A1880,,Tuberculosis of other specified organs,,est/swe/lat/ice/den/fin/nor
COMPLEX,18C18,Tuberculosis,A190,,Yhdessä määritetyssä sijaintipaikassa esiintyvä akuutti miliaarituberkuloosi,,A1900,,Acute miliary tuberculosis of a single specified site,,est/swe/lat/ice/den/fin/nor
COMPLEX,18C18,Tuberculosis,A191,,Useassa sijaintipaikassa esiintyvä akuutti miliaarituberkuloosi,,A1910,,Acute miliary tuberculosis of multiple sites,,est/swe/lat/ice/den/fin/nor
COMPLEX,18C18,Tuberculosis,A192,,Määrittämätön akuutti miliaarituberkuloosi,,A1920,,"Acute miliary tuberculosis, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,18C18,Tuberculosis,A198,,Muu miliaarituberkuloosi,,A1980,,Other miliary tuberculosis,,est/swe/lat/ice/den/fin/nor
COMPLEX,18C18,Tuberculosis,A199,,Määrittämätön miliaarituberkuloosi,,A1990,,"Miliary tuberculosis, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,18C18,Tuberculosis,A310,,Mykobakteriaalinen keuhkoinfektio,,A3100,,Pulmonary mycobacterial infection,,est/swe/lat/ice/den/fin/nor
COMPLEX,18C18,Tuberculosis,A311,,Mykobakteriaalinen ihoinfektio,,A3110,,Cutaneous mycobacterial infection,,est/swe/lat/ice/den/fin/nor
COMPLEX,18C18,Tuberculosis,A3180,,Mycobacterium intracellulare-bakteerin aiheuttamat tulehdusmuutokset suussa,,A318A,,Mycobacterial infections,,fin
COMPLEX,18C18,Tuberculosis,A3181,,Mycobacterium chelonei-bakteerin aiheuttamat tulehdusmuutokset suussa,,A318B,,Mycobacterium chelonei infections in mouth,,fin
COMPLEX,18C18,Tuberculosis,A3184,,Muun tai määrittämättömän mykobakteerin aiheuttama suun alueen infektio,,A318C,,Other mycobacterial infections in mouth,,fin
COMPLEX,18C18,Tuberculosis,A3189,,Muu mykobakteriaalinen infektio,,A3180,,Other mycobacterial infections,,est/swe/lat/ice/den/fin/nor
COMPLEX,18C18,Tuberculosis,A319,,Määrittämätön mykobakteeri-infektio,,A3190,,"Mycobacterial infection, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,18C18,Tuberculosis,A493,,Määrittämätön mykoplasmainfektio,,A4930,,"Mycoplasma infection, unspecified",,est/swe/lat/ice/den/fin/nor
