drg_nat,drg_text_nat,drg_text_short_nat,drg_comb,drg_text_comb,drg_text_short_comb,mdc,country
550D,"Aivohalvauksen kuntoutus, potilas kykenee avustettuna kylpemään, avustettuna peseytymään, ei liikkumaan pyörätuolilla","Aivohalv kunt, taso 4",550D,"Stroke rehabilitation, patient able to go to tub with help, at least helped to groom, not able to wheelchair","Stroke rehabilitation, patient able to go to tub with help,",23,fin
550E,"Aivohalvauksen kuntoutus, potilas ei kykene kylpemään",Aivohalv kunt taso 5,550E,"Stroke rehabilitation, patient not able to go to tub","Stroke rehabilitation, patient not able to go to tub",23,fin
551A,"Demyelinisoivan sairauden kuntoutus, potilas kykenee avustettuna liikkumaan pyörätuolilla","Demyel. sair. kunt, taso 1",551A,"Demyelization disease rehabilitation, patient wheelchair with help","Demyelization disease rehabilitation, patient wheelchair wit",23,fin
551B,"Demyelinisoivan sairauden kuntoutus, potilas ei kykene liikkumaan pyörätuolilla","Demyel sair kunt, taso 2",551B,"Demyelization disease rehabilitation, patient not able to wheelchair","Demyelization disease rehabilitation, patient not able to wh",23,fin
552A,"Selkäytimen ongelman kuntoutus, potilas kykenee liikkumaan pyörätuolilla","Selkäytimenongelman kuntoutus, taso 1",552A,"Spinal cord problem rehabilitation, patient able to wheelchair","Spinal cord problem rehabilitation, patient able to wheelcha",23,fin
552B,"Selkäytimen ongelman kuntoutus, potilas tarvitsee apua pyörätuolilla liikkuessa, kykenee avustettuna syömään","Selkäytimen ongelman kuntoutus, taso 2",552B,"Spinal cord problem rehabilitation, patient needing at least help to wheelchair, able to eat with help","Spinal cord problem rehabilitation, patient needing at least",23,fin
552C,"Selkäytimen ongelman kuntoutus, potilas tarvitsee apua pyörätuolilla liikkuessa, ei kykene syömään","Selkäytimen ongelman kuntoutus, taso 3",552C,"Spinal cord problem rehabilitation, patient needing at least help to wheelchair, not able to eat","Spinal cord problem rehabilitation, patient needing at least",23,fin
553A,"Aivovamman kuntoutus, potilas kykenee kylpemään","Aivovamman kunoutus, taso 1",553A,"Brain injury rehabilitation, patient able to go to tub","Brain injury rehabilitation, patient able to go to tub",23,fin
553B,"Aivovamman kuntoutus, potilas tarvitsee apua kylpiessä","Aivovamman kuntoutus, taso 2",553B,"Brain injury rehabilitation, patient needing at least help to go to tub","Brain injury rehabilitation, patient needing at least help t",23,fin
554A,"Aivokasvaimen kuntoutus, potilas kykenee avustettuna liikkumaan pyörtuolilla","Aivokasvaimen kuntoutus, taso 1",554A,"Brain tumour rehabilitation, patient able to wheelchair with help","Brain tumour rehabilitation, patient able to wheelchair with",23,fin
554B,"Aivokasvaimen kuntoutus, potilas ei kykene liikkumaan pyörätuolilla","Aivokasvaimen kuntoutus, taso 2",554B,"Brain tumour rehabilitation, patient not able to wheelchair","Brain tumour rehabilitation, patient not able to wheelchair",23,fin
555A,"Muu neurologinen kuntoutus, potilas kykenee avustettuna liikkumaan pyörätuolilla","Muu neurologinen kuntoutus, taso 1",555A,"Other neurological problem rehabilitation, patient able to wheelchair with help","Other neurological problem rehabilitation, patient able to w",23,fin
555B,"Muu neurologinen kuntoutus, potilas ei kykene liikkumaan pyörätyolilla.","Other neurological problem rehabilitation, pa",555B,"Other neurological problem rehabilitation, patient not able to wheelchair","Other neurological problem rehabilitation, patient not able",23,fin
556A,"Verenkierto- ja hengityselinten kuntoutus, potilas kykenee liikkumaan pyörätuolilla","Verenkierto- ja hengityselinten kuntoutus, taso 1",556A,"Circulatory or respiratory problem rehabilitation, patient able to wheelchair","Circulatory or respiratory problem rehabilitation, patient a",23,fin
556B,"Verenkierto- ja hengityselinten kuntoutus, potilas tarvitsee apua pyörätuolilla liikkumisessa","Verenkierto- ja hengityselinten kuntoutus, taso 2",556B,"Circulatory or respiratory problem rehabilitation, patient needing at least help to wheelchair","Circulatory or respiratory problem rehabilitation, patient n",23,fin
557A,"Sidekudossairauden kuntoutus, potilas kykenee avustettuna käymään wc:ssä, ei suolen toiminnan ongelmia, liikkuu pyörätuolilla avustettuna","Sidekudossairauden kuntoutus, taso 1",557A,"CTD rehabilitation, patient able to toilet at least with help, no bowel problems, wheelchair with help","CTD rehabilitation, patient able to toilet at least with hel",23,fin
557B,"Sidekudossairauden kuntoutus, potilas kykenee avustettuna käymään wc:ssä, ei suolen toiminnan ongelmia, ei liiku pyörätuolilla","Sidekudossairauden kuntoutus, taso 2",557B,"CTD rehabilitation, patient able to toilet at least with help, no bowel problems, not able to wheelchair","CTD rehabilitation, patient able to toilet at least with hel",23,fin
557C,"Sidekudossairauden kuntoutus, potilas kykenee avustettuna käymään wc:ssä, suolen toiminnan ongelmia","Sidekudossairauden kuntoutus, taso 3",557C,"CTD rehabilitation, patient able to toilet at least with help, bowel problems","CTD rehabilitation, patient able to toilet at least with hel",23,fin
557D,"Sidekudossairauden kuntoutus, potilas ei kykene käymään wc:ssä, ei suolen toiminnan ongelmia","Sidekudossairauden kuntoutus, taso 4",557D,"CTD rehabilitation, patient not able to toilet, no bowel problem","CTD rehabilitation, patient not able to toilet, no bowel pro",23,fin
557E,"Sidekudossairauden kuntoutus, potilas ei kykene käymään wc:ssä, suolen toiminnan ongelmia","Sidekudossairauden kuntoutus, taso 5",557E,"CTD rehabilitation, patient not able to toilet, bowel problems","CTD rehabilitation, patient not able to toilet, bowel proble",23,fin
558A,"Muun vamman kuntoutus, potilas kykenee käymään wc:ssä avustettuna, kävelemään","Muun vamman kunotutus, taso 1",558A,"Other trauma rehabilitation, toilet at least with help, able to walk","Other trauma reh, toilet at least with help, able to walk",23,fin
558B,"Muun vamman kuntoutus, potilas kykenee käymään wc:ssä avustettuna, tarvitsee apua kävelyyn","Muun vamman kuntoutus, taso 2",558B,"Other trauma rehabilitation, toilet at least with help, at least help to walk","Oth tr reh, toilet at least with help, at least help to walk",23,fin
558C,"Muun vamman kuntoutus, potilas ei kykene käymään wc:ssä","Muun vamman kuntoutus, taso 3",558C,"Other trauma rehabilitation, not able to toilet","Other trauma reh, not able to toilet",23,fin
559A,"Amputaatiopotilaan kuntoutus, kykenee liikkumaan pyörätuolilla avustettuna","Amputaatiopotilaan kuntoutus, taso 1",559A,"Amputation rehabilitation, able to wheelchair with help","Amputation reh, able to wheelchair with help",23,fin
559B,"Amputaatio potilaan kuntoutus, ei kykene liikkumaan pyörätuolilla","Amputaatio potilaan kuntoutus, taso 2",559B,"Amputation rehabilitation, not able to wheelchair","Amputation reh, not able to wheelchair",23,fin
560A,"Muu kuntoutus, potilas kykenee käymään wc:ssä, sosiaaliseen kanssakäymiseen, kävelee avustettuna","Muu kuntoutus, taso 1",560A,"Other rehabilitation, able to toilet, able to socialize, able to walk with help","Other rehabilitation, able to toilet, able to socialize, able to walk with help",23,fin
560B,"Muu kuntoutus, potilas kykenee käymään wc:ssä, sosiaaliseen kanssakäymiseen, ei kävele","Muu kuntoutus, taso 2",560B,"Other rehabilitation, able to toilet, able to socialize, not able to walk","Other rehabilitation, able to toilet, able to socialize, not able to walk",23,fin
560C,"Muu kuntoutus, potilas kykenee käymään wc:ssä, tarvitsee apua sosiaaliseen kanssakäymiseen","Muu kuntoutus, taso 3",560C,"Other rehabilitation, able to toilet, socialize needing at least help","Other rehabilitation, able to toilet, socialize needing at least help",23,fin
560D,"Muu kuntoutus, potilas tarvitsee apua käydäkseen wc:ssä, kykenee sosiaaliseen kanssakäymiseen","Muu kuntoutus, taso 4",560D,"Other rehabilitation, toilet needing at least help, able socialize","Other rehabilitation, toilet needing at least help, able socialize",23,fin
560E,"Muu kuntoutus, potilas tarvitsee apua käydäkseen wc:ssä ja sosiaaliseen kanssakäymiseen","Muu kuntoutus, taso 5",560E,"Other rehabilitation, toilet needing at least help, socialize needing at least help","Other rehabilitation, toilet needing at least help, socialize needing at least help",23,fin
570,"Keskushermoston stimulointilaitteen asennus tai korvaaminen, vuodeosastohoito","Keskushermoston stimulointilaitteen asennus tai korvaaminen,",570X,Insertion or replacement of nervous system central stimulation device,Insertion or replacement of nervous system central stimulation device,1,fin
570O,"Keskushermoston stimulointilaitteen asennus tai korvaaminen, lyhyt hoito",Keskushermoston stimulointilaitteen asennus tai korvaaminen,570O,"Insertion or replacement of nervous system central stimulation device, short therapy","Insertion or replacement of nervous system central stimulation device, short therapy",1,fin
571,Kallonsisäisen tai vagushermostimulaattorin asennus,Kallonsisäisen tai vagushermostimulaattorin asennus,571X,Insertion of intracranial or vagal nerve stimulator,Insertion of intracranial or vagal nerve stimulator,1,fin
580A,"Suun alueen ongelma, vuodeosastohoito","Suun alueen ongelma, vuodeosastohoito",580A,Mouth problem,Mouth problem,3,fin
580B,Suun alueen tutkimus ilman anestesiaa ja merkittävää kuvantamista,Suun alueen tutkimus ilman anestesiaa ja merkittävää kuvanta,580B,Mouth intervention without anesthesia and extensive mouth radiology,Mouth intervention without anesthesia and extensive mouth radiology,3,fin
580C,Merkittävä suun alueen kuvantaminen ilman anestesiaa,Merkittävä suun alueen kuvantaminen ilman anestesiaa,580C,Extensive mouth radiology without anesthesia,Extensive mouth radiology without anesthesia,3,fin
580D,Laaja suun alueen tutkimus ilman anestesiaa ja merkittävää kuvantamista,Laaja suun alueen tutkimus ilman anestesiaa ja merkittävää k,580D,Extensive mouth intervention without anesthesia and extensive mouth radiology,Extensive mouth intervention without anesthesia and extensive mouth radiology,3,fin
580E,Laaja suun alueen tutkimus ilman anestesiaa ja merkittävä kuvantaminen,Laaja suun alueen tutkimus ilman anestesiaa ja merkittävä ku,580E,Extensive mouth intervention without anesthesia and with extensive mouth radiology,Extensive mouth intervention without anesthesia and with extensive mouth radiology,3,fin
580F,Suun ja leuan alueen toimenpide ilman anestesiaa ja merkittävää kuvantamista,Suun ja leuan alueen toimenpide ilman anestesiaa ja merkittä,580F,Mouth and jaw surgery without anesthesia and extensive mouth radiology,Mouth and jaw surgery without anesthesia and extensive mouth radiology,3,fin
580G,Suun alueen ongelman hoito yleisanestesiassa,Suun alueen ongelman hoito yleisanestesiassa,580G,Treatment of mouth problem with general anesthesia,Treatment of mouth problem with general anesthesia,3,fin
580H,Suun ja leuan alueen toimenpide anestesiassa tai merkittävän kuvantamisen kanssa,Suun ja leuan alueen toimenpide anestesiassa tai merkittävän,580H,Mouth and jaw surgery with anesthesia or extensive mouth radiology,Mouth and jaw surgery with anesthesia or extensive mouth radiology,3,fin
580K,Laaja suun ja leuan alueen toimenpide,Laaja suun ja leuan alueen toimenpide,580K,Extensive mouth and jaw surgery,Extensive mouth and jaw surgery,3,fin
580O,"Suun alueen ongelma, lyhyt hoito","Suun alueen ongelma, lyhyt hoito",580O,"Mouth problem, short therapy","Mouth problem, short therapy",3,fin
701O,Ylähengitysteiden tähystys,Ylähengitysteiden tähystys,701O,"Endoscopy of upper respiratory tract, short therapy","Endoscopy of upper respiratory tract, short therapy",3,fin
702O,Alahengitysteiden tähystys,Alahengitysteiden tähystys,702O,"Endoscopy of lower respiratory tract, short therapy","Endoscopy of lower respiratory tract, short therapy",4,fin
703O,Stentin asennus ruoansulatuskanvaan tähystyksessä,Stentin asennus ruoansulatuskanvaan tähystykse,703O,"Endoscopic insertion of stent to gastrointestinal tract, short therapy","Endoscopic insertion of stent to gastrointestinal tract, short therapy",6,fin
704O,Ruoansulatuskanavan tähystystoimenpide,Ruoansulatuskanavan tähystystoimenpide,704O,"Therapeutic enteroscopy, short therapy","Therapeutic enteroscopy, short therapy",6,fin
705O,"Kardiologinen ultraäänitutkimus, lyhyt hoito","Kardiologinen ultraäänitutkimus, lyh h",790V,"Cardiac ultrasonography, short therapy","Cardiac ultrasonography, short therapy",5,fin
706O,Ruuansulatuskanavan yläosan tähystystoimenpide,Ruuansulatuskanavan yläosan tähystystoimenpid,706O,"Therapeutic endoscopy of upper gastrointestinal tract, short therapy","Therapeutic endoscopy of upper gastrointestinal tract, short",6,fin
707O,"Muu hoidollinen rektoskopia, lyhyt hoito","Muu hoidollinen rektoskopia, lyhyt hoito",707O,"Therapeutic rectoscopy, short therapy","Therapeutic rectoscopy, short therapy",6,fin
707P,"Peräpukaminen kovetushoito tai sitominen, lyhyt hoito","Peräpukaminen kovetushoito tai sitominen, lyhyt hoito",707P,"Sclerotherapy/ligature of haemorrhoids, short therapy","Sclerotherapy/ligature of haemorrhoids, short therapy",6,fin
709O,Ruoansulatuskanavan tähystys,Ruoansulatuskanavan tähystys,709O,"Enteroscopy, short therapy","Enteroscopy, short therapy",6,fin
710P,"Paksusuolen tähystys, anestesia","Paksusuolen tähystys, anestesia",710P,"Colonoscopy, w CC, short therapy","Colonoscopy, w CC, short therapy",6,fin
710Q,Paksusuolen tähystys ilman anestesiaa,Paksusuolen tähystys ilman anestesiaa,710Q,"Colonoscopy, w/o CC, short therapy","Colonoscopy, w/o CC, short therapy",6,fin
711P,"Ruoansulatuskanavan yläosan tähystys, anestesia","Ruoansulatuskanavan yläosan tähystys, anestesia",711P,"Endoscopy of upper gastrointestinal tract, w CC, short therapy","Endoscopy of upper gastrointestinal tract, w CC, short therapy",6,fin
711Q,Ruoansulatuskanavan yläosan tähystys ilman anestesiaa,Ruoansulatuskanavan yläosan tähystys ilman anestesiaa,711Q,"Endoscopy of upper gastrointestinal tract, w/o CC, short therapy","Endoscopy of upper gastrointestinal tract, w/o CC, short therapy",6,fin
712O,Rektosigmoideoskopia,Rektosigmoideoskopia,712O,"Rectosigmoideoscopy, short therapy","Rectosigmoideoscopy, short therapy",6,fin
713O,Stentin asentaminen sappiteihin tähystyksessä,Stentin asentaminen sappiteihin tähystyksessä,713O,"Endoscopic insertion of stent to biliary tract, short therapy","Endoscopic insertion of stent to biliary tract, short therap",7,fin
714O,Sappiteiden tähystystoimenpide,Sappiteiden tähystystoimenpide,714O,"Therapeutic endoscopy of biliary tract, short therapy","Therapeutic endoscopy of biliary tract, short therapy",7,fin
715O,Sappiteiden tähystys,Sappiteiden tähystys,715O,"Endoscopy of biliary tract, short therapy","Endoscopy of biliary tract, short therapy",7,fin
716O,Virtsateiden tähystystoimenpide,Virtsateiden tähystystoimenpide,716O,"Therapeutic endoscopy of urinary tract, short therapy","Therapeutic endoscopy of urinary tract, short therapy",11,fin
717O,Ylempien virtsateiden tähystys,Ylempien virtsateiden tähystys,717O,"Endoscopy of upper urinary tract, short therapy","Endoscopy of upper urinary tract, short therapy",11,fin
718O,Alempien virtsateiden tähystys,Alempien virtsateiden tähystys,718O,"Endoscopy of lower urinary tract, short therapy","Endoscopy of lower urinary tract, short therapy",11,fin
719O,Naisen sukuelinten tähystys,Naisen sukuelinten tähystys,719O,"Endoscopy of female genital tract, short therapy","Endoscopy of female genital tract, short therapy",11,fin
720P,"Ruoansulatuskanavan yhdistetty endoskopia, anestesia","Ruoansulatuskanavan yhdistetty endoskopia, anestesia",720P,"Combined gastrointestinal endoscopy, w CC, short therapy","Combined gastrointestinal endoscopy, w CC, short therapy",6,fin
720Q,Ruoansulatuskanavan yhdistetty endoskopia ilman anestesiaa,Ruoansulatuskanavan yhdistetty endoskopia ilman anestesiaa,720Q,"Combined gastrointestinal endoscopy, w/o CC, short therapy","Combined gastrointestinal endoscopy, w/o CC, short therapy",6,fin
801O,Neurologinen pientoimenpide,Neurologinen pientoimenpide,801O,"Non-extensive procedure of nervous system, short therapy","Non-extensive procedure of nervous system, short therapy",1,fin
802O,Silmätautien pientoimenpide,Silmätautien pientoimenpide,802O,"Non-extensive procedure of eye, short therapy","Non-extensive procedure of eye, short therapy",2,fin
802P,Lääkkeen annostelu lasiaiseen,Lääkkeen annostelu lasiaiseen,802FP,"Major diagnostic intervention of the eye, short therapy",,2,fin
803O,"Korva-, nenä- ja kurkkutautien pientoimenpide","Korva-, nenä- ja kurkkutautien pientoimenpid",803O,"Non-extensive procedure of ear, nose, mouth and throat, short therapy","Non-extensive procedure of ear, nose, mouth and throat, shor",3,fin
804O,Hengityselinsairauksien pientoimenpide,Hengityselinsairauksien pientoimenpide,804O,"Non-extensive procedure of respiratory system, short therapy","Non-extensive procedure of respiratory system, short therapy",4,fin
805O,Verenkiertoelinsairauksien pientoimenpide,Verenkiertoelinsairauksien pientoimenpide,805O,"Non-extensive procedure of circulatory system, short therapy","Non-extensive procedure of circulatory system, short therapy",5,fin
805P,"Sydämen rytminsiirto, lyhyt hoito","Sydämen rytminsiirto, lyhyt hoito",805NP,"Cardioversion, short therapy","Cardioversion, short therapy",5,fin
806O,Ruoansulatuskanavan sairauksien pientoimenpide,Ruoansulatuskanavan sairauksien pientp,806O,"Non-extensive procedure of gastrointestinal system and abdomen, short therapy",Non-extensive procedure of gastrointestinal system and abdom,6,fin
807O,"Maksan, sappiteiden ja haiman pientoimenpide","Maksan, sappiteiden ja haiman pientp",807O,"Non-extensive procedure of liver, biliary system or pancreas, short therapy","Non-extensive procedure of liver, biliary system or pancreas",7,fin
808O,Tuki- ja liikuntaelinten tai sidekudosten pientoimenpide,Tuki- ja liikuntaelinten tai sidekudosten pientp,808O,"Non-extensive procedure of musculoskeletal system and connective tissue, short therapy",Non-extensive procedure of musculoskeletal system and connecti,8,fin
809O,Ihon pientoimenpide,Ihon pientoimenpide,809O,"Non-extensive procedure of skin or subcutaneous tissue, short therapy","Non-extensive procedure of skin or subcutaneous tissue, shor",9,fin
810O,"Endokrinologia, pientoimenpide","Endokrinologia, pientoimenpide",810O,"Non-extensive procedures of endocrine, nutritional and metabolic disorders, short therapy","Non-extensive procedures of endocrine, nutritional and metabol",10,fin
811O,Urologinen pientoimenpide,Urologinen pientoimenpide,811O,"Non-extensive procedure of urinary tract, short therapy","Non-extensive procedure of urinary tract, short therapy",11,fin
812O,"Eturauhasen, kiveksen, peniksen jne. pientoimenpide","Eturauhasen, kiveksen, peniksen jne. pientoimenpide",812O,"Non-extensive procedure of male reproductive system, short therapy","Non-extensive procedure of male reproductive system, short t",12,fin
813O,"Vulvan, vaginan, cervixin, munasarjan, jne. pientoimenpide","Vulvan, vaginan, cervixin, munasarjan, jne. pientoimenpide",813O,"Non-extensive procedure of female reproductive system, short therapy","Non-extensive procedure of female reproductive system, short",13,fin
814O,Obstetrinen pientoimenpide,Obstetrinen pientoimenpide,814O,"Non-extensive obstetric procedures, short therapy","Non-extensive obstetric procedures, short therapy",14,fin
814P,Spontaani abortti,Spontaani abortti,814P,Spontaneous or drug induced abortion,Spontaneous or drug induced abortion,14,fin
814S,Kohdun tyhjennys lääkkeellä,Kohdun tyhjennys lääkkeellä,814NS,Induced abortion,Induced abortion,14,fin
815O,Neonatologinen pientoimenpide,Neonatologinen pientoimenpide,815O,"Non-extensive neonatal procedure, short therapy","Non-extensive neonatal procedure, short therapy",15,fin
816O,"Hematologia, pientoimenpide","Hematologia, pientoimenpide",816O,"Non-extensive procedure of blood and immunological disease, short therapy","Non-extensive procedure of blood and immunological disease,",16,fin
817O,"Pahanlaatuinen sairaus, pientoimenpide","Pahanlaatuinen sairaus, pientoimenpide",817O,"Non-extensive procedure of myeloproliferative disease, short therapy","Non-extensive procedure of myeloproliferative disease, short",17,fin
818O,"Infektiosairaus, pientoimenpide","Infektiosairaus, pientoimenpide",818O,"Non-extensive procedure of infectious diseases, short therapy","Non-extensive procedure of infectious diseases, short therap",18,fin
819O,"Psyykkinen sairaus, pientoimenpide","Psyykkinen sairaus, pientoimenpide",819O,"Non-extensive procedure of mental illness, short therapy","Non-extensive procedure of mental illness, short therapy",19,fin
821O,"Vamma tai komplikaatio, pientoimenpide","Vamma tai komplikaatio, pientoimenpide",821O,"Non-extensive procedure for trauma, short therapy","Non-extensive procedure for trauma, short therapy",21,fin
822O,"Palovamman hoito, pientoimenpide, lyhyt hoitojakso","Palovamman hoito, pientoimenpide, lyhyt hoito",822O,"Non-extensive procedure of burn, short therapy","Non-extensive procedure of burn, short therapy",22,fin
823O,"Muu ongelma, pientoimenpide, lyhyt hoito","Muu ongelma, pientoimenpide, lyhyt hoito",823O,"Non-extensive procedure of other problems, short therapy","Non-extensive procedure of other problems, short therapy",23,fin
823T,"Siedätyshoito, lyhyt hoito","Siedätyshoito, lyhyt hoito",823T,"Desensitization to allergens, short therapy","Desensitization to allergens, short therapy",23,fin
830O,"Rintarauhasen pientoimenpide, lyhyt hoito","Rintarauhasen pientoimenpide, lyhyt hoito",830O,"Non-extensive procedure of breast, short therapy","Non-extensive procedure of breast, short therapy",30,fin
843V,"Eturauhasen, kiveksen, peniksen jne. biopsia, lyhyt hoito","Eturauhasen, kiveksen, peniksen jne. biopsia, lyhyt hoito",843V,"Biopsy of male genital organs, short therapy","Biopsy of male genital organs, short therapy",12,fin
901A,"Neurologinen syöpäsairaus, sädehoito, lyhyt hoito","Neur. syöp, sädeh, lyh h",901FA,"Neurologic disease, radiation therapy, short therapy","Neurologic disease, radiation therapy, short therapy",1,fin
901B,"Neurologinen syöpäsairaus, stereotaktinen sädehoito tai isotooppihoito, lyhyt hoito","Neurolog syöpäsairaus, stereotakt sädeh/isot,lyh hoi",901FB,"Neurologic disease, stereotactic radiation therapy or isotope therapy, short therapy","Neurologic disease, ster radi ther or isot ther, sh th",1,fin
901D,"Neurologinen syöpäsairaus, sytostaattihoito, lyhyt hoito","Neur. syöp, sytost.hoit, lyh h",901FD,"Neurologic disease, cytostatic therapy, short therapy","Neurologic disease, cytostatic therapy, short therapy",1,fin
901G,"Neurologinen sairaus, erityislääkehoito, lyhyt hoito","Neur sair, erit.lääkeh, lyh. hoit",901FG,"Neurologic disease, special medical therapy","Neurologic disease, special medical therapy",1,fin
901O,"Neurologinen sairaus, lyhyt hoito ilman merkittävää toimenpidettä","Neurologinen sairaus, lyh h",901O,"Disease of nervous system, short therapy w/o significant procedure","Disease of nervous system, short therapy w/o significant pro",1,fin
901P,"Pään, niskan tai keskushermoston diagnostinen toimenpide","Pään, niskan tai keskushermoston dg tp",901FP,"Diagnostic procedure of central nervous system, head and neck, short therapy","Dx proc of central nervous system, head and neck, short th",1,fin
901Q,"Vaativa pään, niskan tai keskushermoston diagnostinen toimenpide","Vaativa pään, niskan tai kessk.herm dg tp",901FQ,"Demanding diagnostic procedure of central nervous system, head and neck, short therapy","Dem dx proc of centr nerv syst, head and neck, sh th",1,fin
902G,"Silmätaudit, erityislääkehoito, lyhyt hoito","Silmätaudit, erityislääkehoito, lyhyt hoito",902FG,"Disease or disorder of the eye, special medical therapy, short therapy","Disease or disorder of the eye, special medical therapy, short th",2,fin
902O,"Silmäsairaus, lyhyt hoito ilman merkittävää toimenpidettä","Silmäsairaus, lyh h",902O,"Disease or disorder of the eye, short therapy w/o significant procedure","Disease or disorder of the eye, short therapy w/o significan",2,fin
903A,"Suun, korvan, nenän tai kurkun syöpäsairaus, sädehoito, lyhyt hoito","KNK syöpäs, sädeh, lyh. hoit",903FA,"Disease or disorder of ear, nose, mouth and throat, radiation therapy, short therapy","Disease or disorder of ENMT, rad ther, sh th",3,fin
903B,"Suun, korvan, nenän tai kurkun syöpäsairaus, sytostaattihoito, lyhyt hoito","KNK syöpäs, sytost.hoit, lyh. hoit",903FB,"Malignancy of ear, nose, mouth and throat, cytostatic therapy, short therapy","Malign of ENMT, cyt ther, sh th",3,fin
903E,"Suun, korvan, nenän tai kurkun sairaus, erityislääkehoito, lyhyt hoito","KNK sair, erit.lääkeh, lyh hoito",903FE,"Special medical therapy of ear, nose, moth or throat","Special medical therapy of ear, nose, moth or throat",3,fin
903O,"Suun, korvan, nenän tai kurkun sairaus, lyhyt hoito ilman merkittävää toimenpidettä","Suun, korvan, nenän tai kurkun sairaus, lyh h",903O,"Disease or disorder of ear, nose, mouth and throat, short therapy w/o significant procedure","Disease or disorder of ear, nose, mouth and throat, sho",3,fin
904A,"Hengityselinten syöpäsairaus, sädehoito, lyhyt hoito","Heng syöpäs, sädeh, lyh hoit",904FA,"Malignancy of respiratory system, radiation therapy, short therapy","Malign of respiratory system, rad ther, sh th",4,fin
904B,"Hengityselinten syöpäsairaus, sytostaattihoito, lyhyt hoito","Heng syöpäs, sytost.hoit, lyh hoit",904FB,"Malignancy of respiratory system, cytostatic therapy, short therapy","Malign of respiratory system, cytost ther, sh th",4,fin
904E,"Keuhkosairaus, erityislääkehoito, lyhyt hoito","Keuhkosairaus, erityislääkehoito, lyhyt hoito",904FE,"Disease or disorder of respiratory system, special medical therapy, short therapy","Dis/disord of respiratory system, spec med ther, sh th",4,fin
904O,"Keuhkosairaus, lyhyt hoito ilman merkittävää toimenpidettä","Keuhkosairaus, lyh h",904O,"Disease or disorder of the respiratory system, short therapy w/o significant procedure","Disease or disorder of the respiratory system,, sho",4,fin
905G,"Verenkiertosairaus, erityislääkehoito","Verenkiertosairaus, erityislääkehoito",905FG,"Disorders of the circulatory system, special medical therapy","Disorders of the circulatory system, special medical therapy",5,fin
905O,"Sydän- ja verisuonisairaus, lyhyt hoito ilman merkittävää toimenpidettä","Sydän- ja verisuonisairaus, lyh h",905O,"Disease or disorder of the circulatory system, short therapy w/o significant procedure","Disease or disorder of the circulatory system, short therapy",5,fin
905P,"Sydän- ja verisuonisairaus, diagnostinen toimenpide","Sydän- ja verisuonisairaus, diagnostinen toim",905FP,"Diagnostic procedure of heart, large vessels and other intrathoracic organs, short therapy","Dx invest of heart, large vessels and thor org, sh th",5,fin
905Q,"Sydän- ja verisuonisairaus, vaativa diagnostinen toimenpide","Sydän- ja verisuonisairaus, vaat dg tp",905FQ,"Demanding diagnostic procedure of heart, large vessels and other intrathoracic organs, short therapy","Demand dx proc of heart, large vessels and thor org, sh th",5,fin
905R,Ääreisverenkierron diagnostinen toimenpide,Ääreisverenkierron diagnostinen toimenpide,905FR,"Diagnostic procedure of peripheral vascular system, short therapy","Dx proc of peripheral vascular system, sh th",5,fin
905S,Vaativa ääreisverenkierron diagnostinen toimenpide,Vaativa ääreisverenkierron diagnostinen toime,905FS,"Demanding diagnostic procedure of peripheral vascular system, short therapy","Demand dx proc of peripheral vascular system, sh th",5,fin
905T,Imusuoniston diagnostinen toimenpide,Imusuoniston diagnostinen toimenpide,905FT,"Diagnostic procedure of lymphatic system, short therapy","Diagnostic procedure of lymphatic system, short therapy",5,fin
906A,"Ruuansulatuskanavan syöpäsairaus, sädehoito, lyhyt hoito","Ruuansul.kan. syöpäs, sädeh, lyh. hoit",906FA,"Malignancy of digestive system, radiation therapy, short therapy","Malign of digest syst, rad ther, sh th",6,fin
906B,"Ruuansulatuskanavan syöpäsairaus, sytostaattihoito, lyhyt hoito","Ruuansul.kan syöpäs, syt.hoito, lyh. hoit",906FB,"Malignancy of digestive system, cytostatic therapy, short therapy","Malign of digest syst, cytost ther, sh th",6,fin
906G,"Ruuansulatuskanavan sairaus, eryistason vaativa lääkehoito, lyhyt hoito","Ruuansul.kan sair, erit vaat lääkeh, lyh hoit",906FG,"Disease or disorder of digestive system, special medical therapy, short therapy","Dis/disord of digest syst, spec medic ther",6,fin
906O,"Ruuansulatuskanavan sairaus, lyhyt hoito ilman merkittävää toimenpidettä","Ruuansulatuskanavan sairaus, lyh h",906O,"Disease or disorder of the digestive system, short therapy w/o significant procedure","Disease or disorder of the digestive system, short therapy",6,fin
906P,"Ruuansulatuskanavan sairaus, diagnostinen toimenpide","Ruuansulatuskanavan sairaus, diagnostinen toi",906FP,"Diagnostic procedure of abdominal, retroperitoneal and pelvic organs, short therapy","Dx proc of abd, retroperit and pelvis, sh th",6,fin
906Q,"Ruuansulatuskanavan sairaus, vaativa diagnostinen toimenpide","Ruuansulatuskanavan sairaus, vaativa dg tp",906FQ,"Demanding diagnostic procedure of abdominal, retroperitoneal and pelvic organs, short therapy","Demand dx proc of abd, retroperit and pelvis, sh th",6,fin
907A,"Maksan, sappiteiden tai haiman syöpäsairaus, sädehoito, lyhyt hoito","Maksa/sappit/haima syöpäs, sädeh, lyh hoit",907FA,"Malignancy of hepatobiliary system, radiation therapy, short therapy","Malign of hepatobil syst, rad ther, sh th",7,fin
